Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Market Spread,1y Spread,3y Spread,5y Spread,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Market Spread_Color,1y Spread_Color,3y Spread_Color,5y Spread_Color
331,TYL,"Tyler Technologies, Inc.",556.28,27.47,28.28,-4.69,,18.28,31.22,25.46,61.35,77.09,27.64,25.45,33.5,12.46,,,,,,,,-5.22,430,3.86,,"1,737",1.82,,5.63,12.6,9.97,2.0,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
198,SPHR,Sphere Entertainment Co.,45.5,48.45,58.0,-1.43,,38.3,67.64,53.52,60.96,68.4,56.99,53.81,58.78,19.09,,108.06,83.33,,108.06,83.33,,-0.78,"2,794",50.95,,"34,590",0.36,,-0.05,1.77,1.57,1.49,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
217,ATI,ATI Inc.,78.47,64.12,55.12,-6.62,,32.34,63.03,45.24,73.31,84.01,52.17,48.15,45.94,25.79,,,,,,,,9.19,"4,413",-2.6,,"28,541",0.82,,1.38,2.03,1.58,1.17,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
221,RNG,"RingCentral, Inc.",30.71,85.85,58.11,-2.04,,39.07,60.78,44.83,93.23,99.76,51.51,49.59,54.38,9.88,,,,,,,,3.74,"2,352",-0.88,5.19,"24,737",-0.16,1.34,0.43,1.09,1.36,3.9,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
203,BKNG,Booking Holdings Inc.,5651.99,18.59,27.03,-2.74,,21.11,34.82,28.68,29.88,32.77,28.83,26.8,36.01,-28.46,,26.42,-7.84,,26.42,-7.84,,-8.98,"9,503",-1.42,,"32,884",1.03,,45.68,107.42,77.22,25.83,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
164,LITE,Lumentum Holdings Inc.,135.55,41.39,53.95,-1.28,,50.92,88.98,68.26,7.97,12.44,71.4,66.6,78.07,33.64,18.34,,,,,,,-24.12,"9,486",33.34,79.05,"65,326",4.66,14.3,7.04,3.76,2.44,2.49,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
15,MSFT,Microsoft Corporation,509.64,18.31,26.15,-2.78,,18.46,32.53,24.65,60.96,63.22,26.13,24.61,26.01,28.35,,21.17,30.38,,21.17,30.38,,0.14,"298,536",-3.73,,"2,327,466",1.48,,4.97,7.63,6.68,1.28,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
55,SHOP,Shopify Inc.,141.54,67.2,61.46,-1.76,,46.83,72.82,59.58,59.36,58.47,63.37,59.67,54.22,-22.75,,51.15,-10.78,,51.15,-10.78,,7.24,"43,067",19.74,,"504,678",1.41,,0.2,4.07,2.84,2.49,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
237,ALNY,"Alnylam Pharmaceuticals, Inc.",452.33,46.89,43.86,-7.37,,34.82,60.76,47.94,34.66,30.64,46.18,44.09,52.69,11.49,,,,,,,,-8.84,"3,309",-2.82,,"17,771",1.6,,1.12,9.75,7.39,3.47,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
157,BBIO,"BridgeBio Pharma, Inc.",52.57,45.81,43.25,-3.03,,43.25,64.25,55.66,0.0,0.84,51.73,54.35,53.17,-6.21,-4.23,54.33,-1.48,-6.11,54.33,-1.48,-6.11,-9.92,"2,930",9.53,36.03,"73,600",-0.26,1.55,1.06,1.54,1.33,1.6,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
99,RTX,RTX Corporation,160.66,18.6,28.42,-14.05,,17.23,34.58,25.2,60.96,68.12,28.38,26.02,22.79,-7.19,,32.68,39.84,,32.68,39.84,,5.63,"41,446",398.15,,"199,810",0.78,,0.11,2.4,1.82,0.38,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
44,MRK,"Merck & Co., Inc.",83.21,26.58,30.43,-4.3,,18.21,34.66,27.18,65.34,75.79,29.99,27.28,34.56,4.55,,41.54,29.48,,41.54,29.48,,-4.13,"35,557",35.58,,"684,312",1.51,,0.25,2.04,1.89,0.38,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
321,LNT,Alliant Energy Corporation,65.02,16.27,18.86,-9.17,,14.66,22.47,19.11,40.24,45.33,19.43,19.29,13.7,-22.91,,,,,,,,5.15,229,-2.97,,"2,336",6.81,,10.6,1.02,0.95,0.22,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
83,W,Wayfair Inc.,75.46,56.1,76.71,-0.15,,56.89,99.03,75.64,59.36,52.67,81.25,75.34,79.78,-29.23,,207.74,-11.36,,207.74,-11.36,,-3.07,"20,106",-28.41,-41.34,"300,354",-0.25,9.81,1.71,2.46,2.9,5.5,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
36,RIG,Transocean Ltd.,3.1,56.04,64.26,-12.89,,45.39,79.95,60.6,59.76,61.34,66.75,62.84,60.71,-9.52,,55.83,-17.96,,55.83,-17.96,,3.54,"14,960",-20.39,-15.24,"816,407",0.23,7.33,0.01,0.17,0.24,1.1,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
358,HOPE,"Hope Bancorp, Inc.",11.19,31.06,31.2,-1.25,,28.1,38.88,33.62,13.15,15.81,31.14,32.81,87.5,-29.71,,,,,,,,-56.29,17,0.0,,295,0.34,,0.07,0.29,0.29,0.24,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
190,SMTC,Semtech Corporation,60.56,62.27,65.56,-0.94,,59.33,116.49,84.81,21.51,17.67,93.15,86.02,63.6,-19.7,-9.94,,,,,,,1.97,"3,957",4.96,51.96,"40,812",0.17,30.72,1.53,2.54,1.62,0.72,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
78,TDOC,"Teladoc Health, Inc.",7.89,49.11,54.78,-0.31,,46.89,72.55,61.44,17.53,15.38,60.01,61.97,76.92,-2.22,,,,,,,,-22.14,"13,240",-10.44,,"319,914",-0.04,,0.02,0.5,0.81,3.25,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
304,EGHT,"8x8, Inc.",2.02,68.32,63.26,-0.52,,59.54,92.83,72.31,21.91,20.56,64.72,63.37,43.77,-24.78,,45.13,-10.84,,45.13,-10.84,,19.49,206,-33.97,,"3,866",0.16,,0.04,0.13,0.19,0.37,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
339,ECPG,"Encore Capital Group, Inc.",41.42,32.15,57.11,-1.87,,24.41,73.07,47.7,60.96,71.22,57.09,50.41,50.46,-16.06,,,,,,,,6.64,245,0.0,,"1,154",12.15,,0.18,1.38,1.4,0.88,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
59,UPST,"Upstart Holdings, Inc.",73.76,84.11,79.75,-1.95,,79.75,112.94,97.65,0.0,1.12,88.66,92.95,75.63,-2.75,5.44,,,,,,,4.12,"118,746",179.27,267.15,"439,709",0.4,6.6,0.91,3.99,2.75,3.82,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
337,LCII,LCI Industries,106.5,34.1,37.6,0.14,,31.83,41.85,37.93,31.47,46.12,37.39,36.02,55.45,122.66,-76.69,,,,,,,-17.85,433,6.13,139.23,"1,326",2.24,22.66,31.29,3.0,3.16,0.91,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
106,MTCH,"Match Group, Inc.",37.04,39.14,37.6,-2.14,,33.95,47.68,40.6,27.49,23.79,37.95,39.67,33.39,-34.36,-3.88,37.06,-0.77,7.55,37.06,-0.77,7.55,4.21,"3,888",53.98,-22.57,"170,372",0.1,-2.26,0.06,0.93,1.24,0.84,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
