Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
211,DAY,"Dayforce, Inc.",69.02,73.49,50.32,0.5,0.06,28.84,57.91,38.02,95.51,97.73,47.72,43.59,38.63,12.43,,24.2,15.84,,5.0,0.0,,11.69,678,-3.69,-56.87,"33,765",0.09,-0.28,40
149,DDD,3D Systems Corporation,2.25,110.72,107.05,0.5,0.7,61.21,111.2,87.49,95.26,92.93,101.47,99.97,102.26,1.72,,,,,,,,4.79,"1,944",-11.96,-31.04,"88,129",0.03,1.37,54
68,ETSY,"Etsy, Inc.",59.59,61.24,48.98,0.5,4.12,37.29,51.84,44.44,95.01,91.32,48.32,46.28,63.18,16.21,,60.73,10.27,,58.56,6.63,,-14.21,"18,207",-79.02,-35.0,"390,255",6.92,18.96,298
303,ZD,"Ziff Davis, Inc.",37.67,72.52,53.66,0.5,1.42,29.12,60.96,40.78,95.01,95.19,51.67,49.14,81.25,1.18,,70.01,1.17,,51.0,2.23,,-27.59,921,1.21,-22.8,"4,867",-0.21,0.43,34
94,SABR,Sabre Corporation,1.88,135.21,89.16,0.5,0.58,50.55,104.24,71.0,95.01,91.57,86.85,81.45,95.36,-4.32,,104.28,0.02,,,,,-6.2,"21,368",46.23,77.03,"240,995",1.32,3.5,66
323,WK,Workiva Inc.,78.44,93.58,58.6,0.5,1.63,26.38,64.01,39.41,94.51,97.5,56.85,50.83,65.79,7.65,,51.53,3.68,,31.31,-9.37,,-7.19,353,16.5,30.26,"2,932",-0.54,1.35,46
224,RNG,"RingCentral, Inc.",31.26,85.89,54.6,0.5,1.5,39.07,60.78,46.0,94.26,96.58,51.27,48.37,63.26,9.3,,56.48,1.89,,43.52,-4.92,,-8.66,"2,057",1.93,-12.73,"25,696",-0.4,6.86,74
244,HAE,Haemonetics Corporation,53.48,93.56,56.09,0.5,0.15,25.21,59.07,35.04,94.01,99.64,50.63,46.74,59.9,0.88,,42.72,6.86,,37.43,7.52,,-3.8,"2,212",-2.04,42.89,"16,864",0.13,1.71,41
250,LNTH,"Lantheus Holdings, Inc.",54.99,107.16,76.8,0.5,1.63,43.09,78.1,61.72,93.77,94.2,66.43,64.08,74.42,11.07,,71.66,18.43,,19.55,-62.44,,2.38,"2,183",-11.19,28.56,"15,325",4.15,9.5,133
216,BLMN,"Bloomin' Brands, Inc.",6.92,119.02,90.92,0.5,-0.88,28.95,98.44,53.57,93.52,96.15,84.99,77.08,83.4,12.06,,71.71,-3.43,,54.92,-7.42,,7.52,"1,354",-4.92,-8.64,"31,589",-2.53,0.89,42
109,FLR,Fluor Corporation,41.31,98.7,64.86,0.5,0.56,27.36,71.26,43.16,93.27,97.02,61.65,57.16,55.59,0.66,,,,,54.96,22.97,,9.27,"3,432",-37.53,-39.35,"171,044",0.12,3.09,164
270,GWRE,"Guidewire Software, Inc.",253.19,57.95,43.61,0.5,0.96,22.38,46.45,34.88,93.02,90.33,42.62,40.03,45.6,-22.15,,43.55,-16.33,,33.35,-0.94,,-1.99,"2,088",18.84,-66.79,"11,733",0.72,44.71,109
220,NEO,NeoGames S.A.,8.34,85.24,98.5,0.5,2.14,40.89,107.12,66.67,93.02,94.24,93.95,82.47,75.79,-28.66,,73.61,-3.78,,65.02,26.3,,22.71,"3,370",-9.43,10.56,"27,818",3.1,2.66,42
98,XRX,Xerox Holdings Corporation,3.7,84.27,77.64,0.5,0.39,36.03,89.05,52.92,92.02,96.13,73.2,67.66,95.04,0.88,,,,,,,,-17.39,"1,806",-30.3,-37.07,"217,416",0.11,1.01,47
25,WOLF,"Wolfspeed, Inc.",1.88,159.63,289.61,0.5,4.36,69.77,308.23,145.6,91.77,97.19,247.54,225.83,266.98,5.7,,305.11,7.02,,,,,22.63,"297,329",70.95,1220.35,"1,358,591",5.99,33.49,140
146,CHTR,"Charter Communications, Inc.",263.92,24.99,47.34,0.5,-0.44,28.46,52.19,40.29,91.52,93.23,42.65,42.11,54.77,-3.03,,63.21,13.0,,45.01,8.28,,-7.43,"19,506",-44.56,-5.47,"91,259",1.03,9.72,422
280,ENOV,Enovis Corporation,31.58,47.16,53.61,0.5,0.92,25.37,59.65,36.36,91.52,96.11,50.09,45.85,70.03,3.29,,63.86,6.86,,52.3,-10.09,,-16.41,355,-5.84,-11.25,"8,814",0.4,0.43,32
91,SRPT,"Sarepta Therapeutics, Inc.",17.91,71.06,147.8,0.5,0.45,29.38,157.81,70.25,91.02,98.34,121.78,105.35,102.18,-0.39,,,,,91.6,-14.55,,45.63,"14,286",0.18,-23.55,"252,148",1.05,5.66,196
272,MTH,Meritage Homes Corporation,81.06,41.49,41.35,0.5,1.2,32.77,45.35,38.33,89.53,87.43,40.28,39.28,59.95,38.64,,47.61,2.8,,40.18,9.8,,-18.61,978,0.2,1.35,"11,396",0.29,2.24,58
53,MP,MP Materials Corp.,63.03,48.29,100.53,0.5,-5.87,51.54,111.58,67.07,89.03,97.46,90.76,83.02,74.43,-10.64,,74.48,1.28,,70.33,2.0,,26.1,"38,849",-30.13,-21.55,"593,869",12.03,8.3,524
292,SPB,"Spectrum Brands, Inc.",54.9,41.54,38.58,0.5,2.06,21.17,42.99,30.76,88.78,93.07,36.82,33.46,52.08,17.48,,,,,,,,-13.49,777,0.0,0.0,"6,744",0.15,0.21,30
336,AMPH,"Amphastar Pharmaceuticals, Inc.",28.68,63.11,45.48,0.5,-0.22,26.91,50.05,40.37,88.53,87.08,43.86,43.1,78.53,-44.62,,70.19,-41.26,,44.08,-61.18,,-33.05,166,1.22,-5.68,"1,461",-0.14,1.53,25
269,GMED,"Globus Medical, Inc.",59.62,37.26,53.42,0.5,0.74,22.65,56.65,35.54,88.53,94.93,45.5,40.65,64.64,1.92,,39.5,-7.18,,34.05,29.72,,-11.22,"1,414",-16.28,-19.98,"12,132",0.62,-0.02,64
307,PAR,PAR Technology Corporation,45.73,74.15,49.86,0.5,0.9,35.93,56.66,44.58,87.78,89.03,51.14,48.34,74.8,19.2,,91.39,9.32,,43.94,-27.32,,-24.95,674,12.52,-3.02,"4,338",1.17,2.84,45
264,MIDD,Middleby Corporation,138.78,72.22,46.34,0.5,0.68,23.82,55.44,33.93,87.78,93.15,47.26,43.05,71.79,15.4,,48.33,1.94,,34.43,16.06,,-25.45,"3,493",-0.29,-9.01,"12,565",0.16,-1.02,58
137,DOCN,"DigitalOcean Holdings, Inc.",36.56,97.9,69.08,0.5,1.71,43.33,78.93,55.57,87.53,93.08,67.64,63.11,57.07,-14.26,,58.42,-17.42,,53.9,-11.35,,12.01,"4,867",-5.03,24.51,"99,405",0.46,3.37,125
352,IIIV,"i3 Verticals, Inc.",31.15,43.55,38.87,0.5,1.8,32.03,40.57,36.45,87.53,90.85,36.94,36.31,63.22,-44.69,,,,,,,,-24.34,33,0.0,0.0,729,0.55,0.28,14
195,MODG,Topgolf Callaway Brands Corp.,9.67,76.74,70.6,0.5,1.18,30.85,78.0,53.71,87.28,92.72,67.77,63.19,64.51,-5.9,,,,,70.34,-0.04,,6.09,846,71.26,1.56,"41,900",-0.33,1.24,36
350,IART,Integra LifeSciences Holdings Corporation,15.47,55.6,68.09,0.5,0.08,29.44,72.69,55.01,87.03,88.94,61.62,59.99,109.13,10.12,,100.95,14.45,,57.31,-17.19,,-41.05,121,10.0,17.48,947,1.28,2.16,20
55,ENPH,"Enphase Energy, Inc.",37.32,59.12,89.68,0.5,0.02,55.51,94.48,68.39,86.78,97.94,77.68,75.79,74.4,0.52,,72.84,3.62,,70.03,4.15,,15.28,"35,967",-32.4,-48.4,"529,913",2.46,9.46,309
71,SEDG,"SolarEdge Technologies, Inc.",29.49,83.84,126.18,0.5,0.41,65.61,136.31,98.2,86.03,91.61,115.8,114.98,102.88,1.33,,97.21,0.4,,97.03,1.71,,23.3,"13,638",25.43,-4.9,"367,565",0.44,5.32,273
182,WIX,Wix.com Ltd.,169.45,56.5,52.08,0.5,4.9,27.62,54.89,43.19,85.54,88.33,49.59,47.8,58.39,-13.89,,55.86,-6.46,,55.11,15.65,,-6.32,"8,970",38.55,62.18,"50,533",1.75,33.56,214
122,CHGG,"Chegg, Inc.",1.6,108.51,110.62,0.5,2.13,39.21,122.32,88.08,85.29,85.08,112.09,105.64,147.3,11.29,,148.29,10.19,,64.65,-49.59,,-36.68,"11,152",-18.42,-21.06,"126,776",0.14,7.77,44
78,CFLT,"Confluent, Inc.",19.45,125.1,82.14,0.5,1.03,45.6,112.52,68.61,85.04,78.71,79.52,72.7,62.09,0.07,,,,,65.34,4.03,,20.05,"15,700",-14.62,-16.48,"345,761",0.35,1.97,219
338,NSIT,"Insight Enterprises, Inc.",129.21,67.06,42.56,0.5,0.82,20.35,46.38,33.35,84.79,90.9,38.26,38.5,52.03,4.83,,61.61,-0.95,,38.59,-0.48,,-9.47,685,0.0,1.18,"1,428",0.0,91.16,20
180,TVTX,"Travere Therapeutics, Inc.",25.0,84.44,72.47,0.5,19.39,53.66,115.04,65.95,84.54,77.46,69.55,66.48,85.57,24.85,,76.79,66.16,,56.5,38.1,,-13.1,"1,734",-53.42,3.71,"51,775",0.58,5.81,42
168,BOX,"Box, Inc.",33.0,23.93,32.16,0.5,1.61,22.03,35.14,28.64,83.29,83.87,29.04,27.74,40.22,8.04,,33.17,-2.44,,28.73,-2.07,,-8.06,"2,255",-5.45,-15.89,"64,433",0.97,1.53,115
144,CYTK,"Cytokinetics, Incorporated",53.32,108.82,73.04,0.5,0.28,33.67,120.93,62.7,80.8,64.63,66.37,59.59,111.69,51.13,,,,,21.82,-59.65,,-38.64,"2,643",-12.92,-65.16,"92,151",0.41,4.39,83
9,LCID,"Lucid Group, Inc.",19.9,70.44,82.35,0.5,0.19,64.68,86.69,77.99,80.55,82.01,79.86,77.96,88.88,-0.13,,94.1,-2.73,,66.92,-0.25,,-6.53,"110,498",-19.59,37.09,"3,100,884",0.5,1.14,282
337,TTGT,"TechTarget, Inc.",6.0,62.69,81.27,0.5,1.44,28.62,99.25,57.5,80.55,87.13,80.15,76.43,200.74,-5.65,,108.96,-7.28,,,,,-119.46,215,0.0,-8.51,"1,449",1.68,0.21,12
237,HALO,"Halozyme Therapeutics, Inc.",77.53,18.33,58.75,0.5,-0.11,28.16,61.22,43.79,79.55,90.9,47.77,51.0,46.94,-26.63,,42.65,-17.14,,33.5,-10.75,,11.81,964,-22.82,-45.93,"20,042",2.06,3.95,40
58,PEP,"PepsiCo, Inc.",144.23,21.3,23.35,0.5,-0.55,14.34,25.59,18.9,79.55,89.53,23.9,21.78,28.38,9.28,,,,,18.5,-28.8,,-5.02,"25,896",-4.83,-57.91,"519,688",0.76,6.87,329
341,LIVN,LivaNova PLC,57.34,45.07,48.03,0.5,0.42,25.47,56.23,40.89,78.8,79.91,47.35,42.57,60.36,14.64,,71.07,9.48,,36.43,3.21,,-12.33,193,0.0,-29.04,"1,294",1.73,4.35,29
12,PCG,PG&E Corporation,15.73,34.69,31.17,0.5,5.11,16.85,35.36,24.48,78.8,84.92,33.66,30.18,46.9,-8.66,,41.43,-7.32,,40.11,1.35,,-15.73,"82,837",-9.67,-50.25,"2,709,003",0.23,9.33,177
28,PLUG,Plug Power Inc.,1.51,62.53,118.05,0.5,-0.72,75.41,138.95,102.86,78.3,82.0,106.26,105.61,118.5,1.16,,120.73,3.25,,86.78,-19.28,,-0.45,"25,092",-25.67,73.56,"1,078,992",0.66,2.73,88
367,FARO,"FARO Technologies, Inc.",43.99,9.21,68.27,0.5,0.5,32.21,82.41,54.66,78.08,81.38,72.71,65.03,,,,,,,,,,,N/A,,,N/A,,,N/A
138,ARRY,"Array Technologies, Inc.",7.85,99.16,93.07,0.5,2.04,54.52,96.62,79.88,77.56,83.65,90.06,90.99,99.79,10.94,,,,,,,,-6.73,"3,433",19.58,-29.25,"98,894",0.49,-8.08,55
187,PRGS,Progress Software Corporation,43.01,32.39,35.04,0.5,0.7,18.24,40.36,29.14,77.31,84.47,36.5,34.77,58.8,7.8,,50.39,6.28,,58.01,17.32,,-23.77,"2,556",2.49,-15.08,"47,449",0.44,8.32,67
274,RPAY,Repay Holdings Corporation,5.92,44.71,53.76,0.5,-0.01,32.54,66.76,45.97,77.06,78.21,54.69,50.64,124.39,-32.74,,58.07,-9.92,,,,,-70.63,"1,059",-45.8,-73.26,"11,174",19.14,99.36,10
313,BHR,Braemar Hotels & Resorts,3.0,73.39,63.37,0.5,0.68,45.53,73.09,58.66,76.31,73.57,58.5,55.91,91.7,-13.46,,,,,,,,-28.33,172,2.99,-34.1,"3,706",0.27,4.16,9
268,DVAX,Dynavax Technologies Corporation,9.74,36.92,38.86,0.5,-2.53,26.1,44.08,33.6,76.06,84.24,36.84,36.74,83.45,-1.25,,96.76,3.5,,25.69,5.3,,-44.59,"2,804",-14.93,-13.14,"12,183",0.42,1.6,37
351,VREX,Varex Imaging Corporation,11.5,74.73,70.04,0.5,0.33,24.89,86.62,51.45,74.81,83.35,73.57,66.74,125.35,5.15,,112.63,-1.73,,168.18,-1.5,,-55.32,213,0.0,0.0,884,0.0,-0.34,13
233,WGO,"Winnebago Industries, Inc.",35.23,46.58,47.5,0.5,1.54,28.16,59.79,41.33,74.56,73.96,52.42,49.28,67.0,-5.37,,64.31,-5.89,,53.55,7.4,,-19.5,859,1.18,-11.99,"21,231",0.42,1.11,82
192,VERI,"Veritone, Inc.",3.53,162.8,126.86,0.5,14.15,80.0,152.72,116.7,74.56,70.28,119.54,116.02,131.91,4.85,,,,,124.4,-14.68,,-5.05,"10,975",26.06,1506.88,"42,480",12.59,36.99,18
320,IRWD,"Ironwood Pharmaceuticals, Inc.",1.24,97.61,110.73,0.5,-12.33,37.64,140.93,97.49,74.56,73.07,121.22,109.54,151.38,-7.52,,,,,,,,-40.65,"1,146",83.36,264.97,"3,093",8.91,12.35,9
213,ATI,ATI Inc.,75.98,64.66,49.66,0.5,0.53,32.34,63.03,42.67,74.56,78.5,52.27,47.87,53.44,4.79,,,,,,,,-3.79,"3,226",-10.98,-6.84,"31,978",0.42,3.88,132
101,RTX,RTX Corporation,157.65,15.99,27.13,0.5,2.97,11.92,34.58,22.2,74.31,75.87,28.48,26.07,28.37,-4.19,,,,,23.14,-1.23,,-1.24,"14,506",-5.26,87.97,"210,016",-0.74,6.18,303
238,HUBS,"HubSpot, Inc.",496.79,45.34,43.52,0.5,0.54,30.29,53.04,40.29,74.31,67.98,45.83,42.96,50.14,-4.76,,54.09,-0.92,,40.47,-6.85,,-6.62,"3,747",-1.37,-4.68,"20,022",1.17,3.91,314
153,NRG,"NRG Energy, Inc.",157.92,52.91,54.56,0.5,2.18,21.36,70.82,43.6,74.06,77.32,59.02,53.79,53.08,-1.94,,49.64,-6.64,,46.62,4.17,,1.48,"13,460",88.52,161.82,"80,964",2.24,16.35,290
60,KHC,Kraft Heinz Company (The),26.52,32.05,25.84,0.5,-1.52,17.27,28.16,21.98,73.82,87.75,27.05,24.82,31.64,3.5,,,,,24.71,-2.91,,-5.81,"21,506",16.15,-5.65,"474,513",0.06,7.73,186
306,HLX,"Helix Energy Solutions Group, Inc.",6.34,40.6,49.24,0.5,-0.09,32.72,63.53,44.16,73.57,72.27,53.73,49.95,91.51,14.57,,51.56,5.73,,51.34,7.18,,-42.27,373,-1.32,6.57,"4,480",0.45,2.17,22
266,SKIN,The Beauty Health Company,2.47,95.14,127.34,0.5,0.11,69.0,197.22,108.6,73.57,70.28,112.6,103.9,140.89,-18.22,,,,,,,,-13.55,562,5.84,430.19,"12,381",2.57,12.42,17
273,EVH,Evotec SE,9.31,55.66,72.32,0.5,1.49,34.92,121.84,70.11,73.32,53.1,64.7,87.53,113.46,-1.22,,112.5,-2.13,,54.21,20.49,,-41.14,"2,354",12.85,14.38,"11,223",1.62,2.41,37
124,GPN,Global Payments Inc.,86.68,38.9,34.51,0.5,-24.7,22.57,55.55,34.64,73.32,49.51,44.48,41.27,43.34,7.92,,,,,33.96,-12.13,,-8.82,"3,264",-11.64,-53.32,"121,930",0.3,1.16,149
247,NBR,Nabors Industries Ltd.,42.5,76.06,74.44,0.5,0.18,44.14,95.5,64.49,73.32,73.46,81.08,75.06,88.27,2.92,,101.97,9.43,,71.56,-4.39,,-13.82,"1,022",-1.45,7.92,"16,363",0.49,4.33,84
343,INN,"Summit Hotel Properties, Inc.",5.75,41.21,41.83,0.5,-0.28,26.34,60.2,36.51,73.07,67.56,48.79,44.72,103.64,37.01,,45.72,16.51,,,,,-61.81,280,0.0,0.0,"1,231",-0.32,0.82,7
201,NOG,"Northern Oil and Gas, Inc.",25.76,50.3,46.33,0.5,-0.57,24.98,67.76,41.06,73.07,64.4,56.08,51.43,58.97,-7.59,,52.6,-4.34,,43.38,-4.21,,-12.65,"3,566",7.93,33.81,"38,200",1.85,2.99,155
175,CBRL,"Cracker Barrel Old Country Store, Inc.",52.13,58.32,58.58,0.5,-0.14,40.36,66.9,53.16,73.07,77.52,61.78,58.99,70.73,0.84,,56.92,1.24,,53.17,-23.05,,-12.15,"4,386",-37.21,47.53,"57,762",0.49,7.98,170
86,MDB,"MongoDB, Inc.",332.1,109.0,68.6,0.5,0.34,43.29,81.13,61.05,73.07,76.6,73.37,69.45,63.55,2.92,,59.97,0.7,,43.34,-20.01,,5.05,"26,266",15.84,-39.82,"300,877",1.09,12.71,818
262,JAZZ,Jazz Pharmaceuticals plc,128.46,33.68,34.74,0.5,0.47,24.78,43.77,31.79,72.82,69.56,36.23,34.43,70.67,3.38,,58.59,1.22,,90.72,68.55,,-35.93,"1,312",21.14,107.59,"12,615",5.29,8.1,110
339,NMFC,New Mountain Finance Corporation,10.51,13.56,16.99,0.5,-2.67,8.58,29.08,15.77,72.82,56.45,23.09,20.99,83.27,-3.08,,60.81,-22.95,,28.92,1.88,,-66.28,553,7.59,8.01,"1,368",0.66,0.15,12
44,MRK,"Merck & Co., Inc.",85.15,23.73,27.91,0.5,-0.84,15.39,34.66,24.11,72.57,73.98,29.83,27.2,34.77,1.74,,34.39,-12.26,,25.16,-9.22,,-6.86,"107,813",157.38,226.55,"737,161",1.81,6.23,374
88,BTU,Peabody Energy Corporation,18.53,47.92,54.36,0.5,-1.39,30.12,69.59,44.5,72.57,76.25,61.61,56.63,64.76,5.19,,,,,,,,-10.4,"10,593",-32.23,-70.18,"284,454",0.56,6.6,189
90,MCHP,Microchip Technology Incorporated,65.02,38.24,46.71,0.5,0.26,29.67,79.08,47.59,72.57,47.96,62.87,57.19,46.82,-7.18,,46.29,-3.25,,41.97,-5.26,,-0.11,"26,881",-4.09,-11.4,"273,307",0.39,2.35,365
281,VSH,"Vishay Intertechnology, Inc.",15.5,61.27,53.45,0.5,-0.61,24.9,78.38,43.31,72.57,71.1,63.46,57.04,51.44,-3.53,,54.54,-1.72,,45.66,4.19,,2.01,433,10.18,12.47,"8,627",-0.59,0.4,30
7,AAL,"American Airlines Group, Inc.",12.95,50.17,49.23,0.5,-0.79,36.46,68.46,48.26,72.57,53.9,57.97,55.01,55.75,-8.25,,58.85,-5.08,,47.77,11.9,,-6.52,"111,809",-46.76,13.61,"3,282,917",2.51,6.98,301
37,RIG,Transocean Ltd.,3.26,47.94,56.9,0.5,-0.3,39.18,79.95,54.87,72.57,56.32,66.76,62.23,63.76,-1.68,,70.9,11.77,,56.68,-2.47,,-6.86,"17,162",15.89,25.14,"843,683",0.2,1.36,133
104,KOS,Kosmos Energy Ltd.,1.73,59.55,71.34,0.5,-2.35,37.38,98.14,62.14,72.32,66.93,81.66,78.66,114.2,15.91,,,,,,,,-42.85,"1,919",-3.81,-33.8,"187,273",0.17,1.4,40
136,PR,Permian Resources Corporation,13.95,36.27,35.96,0.5,-1.41,25.09,58.71,37.24,72.32,45.63,48.28,44.42,57.37,18.24,,,,,26.94,-31.71,,-21.41,"1,129",-28.5,-30.61,"101,776",0.49,1.35,76
287,HCAT,"Health Catalyst, Inc.",3.24,105.47,73.14,0.5,0.29,52.0,81.74,65.19,72.32,81.77,67.53,64.47,135.69,19.55,,,,,,,,-62.55,682,0.0,-5.15,"7,892",-0.01,1.36,10
113,STX,Seagate Technology Holdings plc,196.81,34.06,36.65,0.5,-1.17,25.67,54.69,36.3,72.32,51.46,45.22,41.32,46.1,-8.07,,46.24,2.48,,42.24,-1.19,,-9.45,"16,805",-6.74,0.18,"163,901",1.76,10.85,332
135,GPRE,"Green Plains, Inc.",9.77,91.08,74.19,0.5,-0.19,37.7,89.19,61.99,72.07,79.39,80.08,74.87,82.92,5.91,,75.52,-0.85,,71.99,-3.35,,-8.73,"4,476",-34.18,-1.15,"101,896",0.26,4.6,72
251,EZPW,"EZCORP, Inc.",16.99,32.95,30.97,0.5,1.31,22.46,34.13,28.67,71.57,80.51,30.65,28.85,78.02,0.39,,57.53,45.67,,32.82,209.65,,-47.05,"2,477",51.04,82.94,"15,269",1.74,10.41,20
239,LRN,"Stride, Inc.",161.08,52.19,40.78,0.5,2.74,22.91,62.66,39.01,70.32,55.16,37.5,48.73,51.94,-11.98,,47.86,-7.09,,41.0,-15.37,,-11.17,"1,352",0.45,-3.5,"19,022",2.43,2.4,115
69,V,Visa Inc.,343.49,17.57,20.57,0.5,1.51,12.48,28.8,19.14,70.32,60.75,23.62,22.66,27.74,5.2,,27.19,5.16,,23.73,13.68,,-7.17,"25,388",0.57,-12.13,"390,031",0.64,8.89,917
164,GES,"Guess?, Inc.",16.75,73.75,58.93,0.5,-4.85,32.38,89.79,52.77,69.33,61.66,75.84,67.26,89.31,4.53,,36.96,21.25,,5.0,0.0,,-30.39,"7,915",-3.66,139.41,"69,241",0.01,-6.25,58
300,IDCC,"InterDigital, Inc.",324.87,42.33,33.77,0.5,7.71,20.99,42.04,31.36,68.83,65.45,38.93,36.58,65.74,20.88,,50.92,14.47,,40.66,3.5,,-31.97,"1,336",18.54,29.21,"5,161",0.16,13.03,123
349,CNMD,CONMED Corporation,54.05,40.44,44.27,0.5,-0.5,34.37,51.3,41.78,68.58,69.59,44.27,42.23,63.28,4.68,,48.95,4.96,,55.51,0.11,,-19.01,173,1.76,-4.42,969,0.31,0.62,29
115,SPOT,Spotify Technology S.A.,690.31,32.58,43.64,0.5,-0.19,26.45,54.95,40.45,68.58,65.31,48.47,44.84,50.71,3.56,,57.0,6.98,,47.17,10.81,,-7.07,"23,091",-19.99,39.63,"158,145",4.59,12.17,"1,037"
353,PEB,Peabody Energy Corporation,11.81,38.59,39.34,0.5,1.23,27.8,59.19,39.6,68.33,49.0,48.84,45.72,80.1,8.55,,47.13,-1.66,,41.96,4.1,,-40.76,117,101.72,91.8,660,-31.89,0.3,12
258,CYBR,CyberArk Software Ltd.,471.19,28.25,35.63,0.5,-1.22,23.47,46.63,33.41,68.08,63.16,40.36,37.93,36.05,-2.24,,38.88,-0.58,,30.63,28.63,,-0.43,"1,908",-13.0,9.53,"12,986",0.66,6.22,216
342,ECPG,"Encore Capital Group, Inc.",44.3,35.07,48.12,0.5,0.81,24.41,73.07,44.44,68.08,60.29,57.53,50.71,140.73,17.83,,69.78,-8.36,,41.04,-9.1,,-92.61,221,-1.34,-0.9,"1,242",11.89,6.06,26
230,TWO,Two Harbors Investment Corp.,10.05,27.92,29.26,0.5,-0.56,17.59,39.39,26.08,67.58,70.23,29.97,27.7,65.54,0.14,,50.86,4.39,,28.57,-15.93,,-36.28,"1,349",-22.11,2.9,"21,863",0.29,0.27,37
199,FRPT,"FarPointe Data, Inc.",53.2,53.78,48.15,0.5,2.1,29.01,65.14,43.27,66.33,66.19,56.88,51.36,73.86,10.24,,72.2,4.37,,66.97,5.04,,-25.71,"3,533",-9.32,-35.62,"39,178",1.92,4.04,174
77,ON,ON Semiconductor Corporation,49.02,59.87,55.79,0.5,-0.34,39.87,73.75,53.27,65.59,59.3,62.65,56.75,60.3,-0.98,,,,,,,,-4.51,"18,653",61.55,43.41,"346,185",0.42,5.33,296
