Ticker,Normalized 3m,Normalized 6m,Normalized 1y
EVH,84.58,94.19,303.3
LRN,85.46,73.05,47.0
GES,68.52,54.21,103.82
EZPW,78.65,78.89,65.1
IDCC,72.37,70.6,42.45
CNMD,101.46,108.59,131.79
CYBR,83.52,72.31,55.58
SPOT,97.73,79.93,45.47
ECPG,88.66,78.21,105.18
KPTI,68.88,106.64,171.8
SLB,98.79,113.0,107.42
V,107.78,96.13,82.37
PEB,81.74,93.35,109.06
TWO,103.33,124.24,116.97
ON,108.97,88.83,140.33
NEE,104.57,103.32,113.91
FRPT,136.42,154.02,237.1
CSIQ,98.64,85.42,112.05
NICE,119.6,100.88,112.08
GBX,100.0,117.87,96.7
TTWO,94.59,82.53,62.47
PI,55.75,46.25,91.77
AMZN,89.51,83.09,75.37
BABA,79.28,94.33,56.02
XYZ,84.56,75.78,81.27
SE,80.26,66.14,40.21
EEFT,122.75,112.0,105.79
TYL,105.25,100.89,106.63
MSFT,95.92,77.69,82.49
MITT,93.21,91.34,85.82
INSM,65.82,52.0,48.62
EQT,110.15,100.33,63.08
SPHR,75.65,60.81,76.71
KRG,97.63,93.19,108.78
DDOG,87.34,72.48,76.98
MMSI,102.09,107.94,105.56
FRT,95.21,93.67,111.39
XOM,98.25,99.28,96.66
XMTR,64.49,49.76,35.13
PD,90.08,110.46,106.31
NVST,90.68,80.01,82.84
TEVA,89.99,82.98,89.02
RH,75.92,96.6,104.77
MCS,110.67,102.84,91.36
IBM,107.73,94.57,77.06
DXCM,105.68,90.17,87.44
IMCR,97.38,78.71,93.63
RPD,116.38,137.27,165.52
EVRG,94.66,93.04,81.61
U,54.9,45.65,36.81
AWK,100.3,101.82,103.32
MKSI,86.39,79.34,96.87
SPCE,94.95,101.89,186.75
PODD,86.06,72.4,64.2
VNET,69.39,139.86,36.49
VECO,86.05,86.58,116.85
CHEF,95.96,81.17,61.1
UNIT,96.78,115.16,121.21
BTSG,82.32,66.39,51.71
APLS,71.76,91.88,145.98
TRIP,78.83,77.93,74.49
GOSS,45.85,52.35,33.25
AXON,105.9,75.99,49.09
GKOS,107.36,112.41,138.31
TNDM,166.56,152.63,326.43
VRNT,90.11,106.98,127.35
CYRX,70.05,65.08,79.19
MGNI,72.24,51.66,52.4
POST,107.31,105.95,108.86
PTCT,87.26,93.29,53.99
PEGA,88.72,63.05,56.56
RKLB,56.13,40.0,13.08
INDI,85.43,57.78,78.52
ABBV,90.66,98.87,91.47
XIFR,89.29,88.59,237.64
NKE,84.88,96.22,103.8
GEO,122.95,123.41,62.45
OMER,83.33,197.65,85.45
GVA,83.17,68.7,66.94
LUV,103.95,101.23,92.28
PATK,82.87,75.99,74.28
TCOM,84.14,85.26,64.7
RWT,90.86,96.91,107.77
XERS,57.55,62.76,35.29
CTO,108.26,106.76,114.46
VAC,85.82,84.01,85.02
PANW,100.06,92.3,87.97
CNX,110.24,104.81,91.99
PRO,116.25,132.37,109.83
AKAM,100.45,103.29,121.19
MTN,102.76,105.3,115.33
FOUR,106.95,96.85,87.0
HLF,87.13,84.92,75.74
AEIS,81.8,68.51,60.41
CMI,81.84,80.62,73.27
DBRG,95.28,84.95,108.24
VERX,148.57,135.72,144.08
PPL,96.22,96.86,87.88
BMY,105.93,121.99,99.65
AR,124.43,116.75,78.46
QD,69.74,64.54,43.5
EQX,65.73,67.74,54.17
BE,40.45,44.49,18.45
MDRX,90.72,108.25,198.97
W,54.65,37.0,50.32
DIS,100.63,83.69,74.67
JAMF,104.37,137.04,179.29
PSEC,113.59,139.44,161.11
SHOP,76.14,66.13,47.53
CMS,99.13,101.11,95.11
BILL,86.35,91.16,104.75
CVX,92.59,99.08,85.39
ALNY,63.19,50.14,53.14
FIVN,105.19,111.75,102.31
PMT,100.79,109.95,98.79
PSN,94.47,78.15,127.93
QTWO,105.13,90.16,85.0
BAND,91.47,95.25,105.58
BYND,126.74,131.4,236.43
CDLX,163.27,252.04,327.55
REAL,64.22,67.59,28.55
WELL,89.57,86.77,75.02
ARAY,78.12,114.38,126.87
TTEK,103.09,82.66,131.29
BURL,84.21,81.16,93.79
NVMI,82.45,79.05,71.43
UPWK,90.44,78.75,57.13
FE,92.84,89.98,97.94
REXR,85.44,91.49,113.48
GTLS,74.25,74.67,53.59
MIRM,63.1,57.0,53.76
SHEL,98.35,93.67,87.88
ATEC,71.96,58.8,35.25
NVCR,143.76,153.95,133.49
SHAK,130.34,88.97,98.69
OKTA,106.74,119.93,75.65
RCL,76.95,61.23,45.34
ITGR,112.54,111.72,116.72
TGT,108.05,112.65,156.76
MTSI,101.93,84.04,74.39
BMRN,102.86,124.69,152.36
WT,74.85,62.3,67.58
BBAI,79.79,73.54,31.04
TSLA,91.97,72.05,65.18
HOUS,66.67,54.08,78.59
LAB,82.03,89.06,156.25
MTCH,79.77,80.01,93.23
MMM,94.14,97.33,83.32
TVTX,69.04,91.17,59.33
CDP,93.44,86.07,92.43
PRCH,60.02,31.66,6.45
RGEN,110.62,126.9,123.6
CMPO,75.04,58.28,52.93
EYE,93.85,51.16,43.83
LYV,82.98,70.03,56.41
ABR,86.7,99.35,101.7
ALRM,102.17,103.96,96.41
SNAP,114.01,118.68,118.68
LNT,95.38,96.77,89.73
AMD,76.05,64.8,91.67
PCT,86.38,56.99,34.72
DUK,96.59,98.04,93.67
CRNC,93.26,101.04,28.53
MGPI,102.07,107.88,277.71
IRTC,78.05,54.01,38.85
AVDL,59.91,53.43,92.3
JPM,89.63,77.19,67.5
LYFT,83.96,64.82,61.28
LPSN,71.72,98.99,106.06
STWD,96.46,92.14,86.75
COIN,75.62,57.44,49.71
GRPN,140.57,64.57,47.57
VTR,92.64,96.57,92.42
MMYT,102.58,96.05,96.41
HRTG,100.29,57.62,63.21
SOFI,57.37,46.55,27.15
SSRM,58.74,50.66,25.0
EB,89.74,83.15,112.45
BKD,90.94,79.79,87.93
OMCL,91.36,100.7,132.01
NCLH,73.79,75.64,70.04
ENVX,95.37,84.34,91.18
CAKE,99.02,77.41,59.74
NTNX,97.16,91.71,79.51
NVAX,89.82,100.38,159.55
TDOC,91.92,110.51,92.95
CHRS,58.52,68.15,100.74
INSG,57.33,75.66,121.45
JOYY,76.55,71.63,53.3
CAMP,79.4,278.89,
OPK,95.04,123.4,112.77
NIO,57.64,78.03,87.26
TMDX,132.11,63.29,125.3
ZTO,93.09,102.5,111.79
WEC,98.15,97.59,85.86
NOTV,145.96,185.09,79.5
SIRI,89.13,91.08,107.72
CNK,117.48,89.29,104.78
ASND,84.24,75.39,56.56
CMRC,107.56,128.94,123.76
FSLY,101.96,89.54,75.69
FUBO,83.37,77.75,41.81
HCI,90.67,78.96,54.05
VATE,114.35,162.37,78.79
TREE,48.57,67.89,71.17
WKC,108.37,106.39,107.05
MOMO,105.84,84.73,76.21
CCL,74.66,63.1,51.12
SMTC,68.03,64.31,63.9
COLL,77.96,77.59,95.0
ABNB,112.12,99.23,92.98
IQ,65.59,84.23,73.12
MITK,100.7,90.34,81.49
EXPE,78.72,74.15,59.84
BL,102.16,91.39,88.26
IMAX,93.22,78.55,68.48
AVGO,75.88,57.77,43.53
UPST,79.19,70.43,48.84
LITE,56.35,41.92,33.68
LCII,86.56,84.8,101.54
HASI,97.15,102.14,111.95
VRM,107.21,100.27,
SENS,117.12,133.56,76.58
UBER,89.7,74.96,72.28
NET,78.15,53.14,35.14
AG,90.15,73.02,52.26
JBLU,92.22,108.95,112.26
VIAV,80.33,93.58,69.72
PENN,82.15,85.19,86.84
GDS,77.99,102.95,49.36
CENX,87.53,91.77,55.24
BB,111.73,121.07,63.47
VRNS,85.95,69.75,89.66
NTRA,93.18,84.04,67.32
ORA,87.58,79.37,79.9
WDC,58.93,46.96,50.05
CAMT,88.77,79.64,93.94
PTON,92.19,88.79,55.79
BKNG,97.86,79.87,68.33
MAXN,76.94,92.48,200.5
DBX,89.9,82.12,74.94
SO,98.29,97.49,95.09
WB,78.97,77.07,52.11
GCI,85.85,75.37,103.66
BILI,85.99,88.89,62.44
AFRM,69.05,56.64,42.15
FWONK,96.0,84.7,74.54
EXAS,97.47,81.21,105.36
SPR,91.66,81.82,81.7
Z,82.31,80.95,64.43
BFH,83.13,76.08,73.5
JD,99.23,123.78,74.51
PCRX,92.97,86.96,50.38
SMCI,101.03,98.25,96.16
LAC,92.61,102.11,77.82
GH,82.47,72.16,43.42
MSTR,115.59,90.55,39.46
RIVN,99.78,77.12,94.91
ITRI,103.48,88.05,82.07
CNP,96.44,93.41,71.58
ZS,106.78,70.07,55.23
BSY,91.91,77.2,89.04
HLIT,93.44,104.94,137.03
ASRT,77.6,90.11,155.19
MARA,99.31,82.74,100.06
DKNG,82.73,82.49,79.74
F,90.43,82.36,83.45
EGHT,87.44,103.38,84.54
HTHT,92.42,96.33,77.12
PDD,82.05,97.21,73.82
BXMT,95.75,98.86,83.94
LI,119.2,113.38,80.92
FVRR,126.4,108.32,101.82
CSGS,99.12,91.94,68.45
HOPE,93.58,92.72,104.82
UPHL,100.0,100.0,109950.0
BA,88.77,70.5,69.74
BBIO,74.11,61.63,56.06
DNMR,100.0,342.86,3680.0
LAZR,183.33,295.32,665.79
