Index,Price,Day,%,Weekly,Monthly,YTD,YoY,Date
Blom,1890,40,-2.07%,2.85%,-4.55%,-24.93%,-7.78%,Sep/16
ASE,3073,26,0.85%,2.87%,3.79%,23.46%,27.93%,Sep/16
LSX Composite,1435,1,0.09%,0.82%,-3.90%,24.76%,41.64%,Sep/16
MSE 20,48911,174,-0.36%,-0.78%,0.06%,-4.65%,1.20%,Sep/16
DFM General,6000,41,-0.69%,0.70%,-2.11%,16.30%,36.51%,Sep/16
Kuwait All Share,8816.31,31.48,0.36%,2.04%,1.39%,19.75%,23.20%,Sep/15
JPVIX,24.13,0.31,-1.27%,-1.91%,-2.90%,10.74%,-13.23%,Sep/16
NIFTY 50,25239,170,0.68%,1.49%,1.46%,6.74%,-0.71%,Sep/16
TEDPIX,2523000.00,0.00,0.00%,0.00%,-2.55%,-9.51%,20.82%,Sep/03
Estirad,1932.75,3.68,-0.19%,-0.71%,-0.10%,-2.68%,-4.68%,Sep/16
Australia All Ordinaries,9151,30,0.33%,0.78%,-0.89%,8.68%,9.45%,Sep/16
AU50,8565,12,0.14%,0.87%,-1.64%,6.78%,6.52%,Sep/16
NSE-All Share,141547,112,-0.08%,1.25%,-2.19%,37.52%,44.90%,Sep/16
SA40,97500,204,0.21%,1.73%,4.08%,29.34%,29.70%,Sep/16
EGX 30,34841,325,-0.92%,1.32%,-3.15%,17.15%,15.52%,Sep/16
CFG 25,19646,37,0.19%,0.64%,-0.50%,32.99%,39.45%,Sep/16
Nairobi 20,3005,22,-0.73%,0.12%,11.75%,49.48%,73.78%,Sep/16
Nairobi All Share,178,1,-0.54%,0.30%,7.05%,44.20%,67.10%,Sep/16
DSEI,2489,11,-0.43%,-2.20%,-5.53%,16.33%,18.92%,Sep/16
TUN,12215,60,0.50%,2.26%,3.37%,22.71%,25.13%,Sep/16
GGSECI,7467,146,2.00%,4.10%,0.68%,52.73%,65.80%,Sep/16
SEMDEX,2477,12,0.47%,1.43%,1.05%,3.09%,7.66%,Sep/16
USE All Share,1444.64,2.63,0.18%,1.50%,3.42%,20.91%,36.15%,Sep/15
NSX Overall,1911,6,0.30%,2.51%,6.41%,6.07%,5.32%,Sep/16
Gaborone,10612,0,0.00%,0.42%,0.56%,5.60%,10.25%,Sep/16
ZSI Industrials,207.31,0.80,-0.38%,-0.57%,2.51%,-4.63%,-20.76%,Sep/15
