Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Market Spread,1y Spread,3y Spread,5y Spread,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Market Spread_Color,1y Spread_Color,3y Spread_Color,5y Spread_Color
315,MTSI,"MACOM Technology Solutions Holdings, Inc.",131.05,44.21,48.21,,-6.46,37.37,63.8,50.44,42.8,38.9,52.29,51.1,39.48,,-1.8,,,,41.22,,-12.1,8.73,689,-19.51,9.19,"3,006",-0.1,92.69,0.52,4.2,3.04,1.79,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
84,W,Wayfair Inc.,77.65,56.94,73.36,,-19.31,56.89,99.03,75.73,58.4,44.09,81.34,75.35,79.04,15.76,2.14,,,,90.23,,-61.91,-5.68,"18,557",16.85,-33.44,"288,895",0.8,-4.04,0.67,2.48,2.9,5.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
19,UBER,"Uber Technologies, Inc.",92.81,27.52,36.22,,-8.69,36.0,47.79,42.69,0.8,0.95,39.54,40.55,43.51,-33.01,,,,,43.17,,,-7.29,"78,964",-33.26,52.66,"1,506,068",2.17,0.22,-0.09,2.46,1.85,1.79,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
280,TREE,"LendingTree, Inc.",67.84,74.15,70.76,,-4.81,61.85,87.13,75.31,18.8,25.69,74.89,73.64,60.73,,13.18,,,,61.98,,3.78,10.03,972,93.24,45.73,"7,697",0.09,2.76,0.39,2.47,2.06,4.58,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
254,XERS,"Xeris Biopharma Holdings, Inc.",7.92,62.3,61.65,,-5.94,41.2,67.43,55.03,72.4,80.98,58.86,55.28,106.6,,46.8,,,,,,,-44.95,"1,286",25.59,61.96,"13,026",-0.53,1.73,0.06,0.22,0.16,0.26,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
299,FRT,Federal Realty Investment Trust,99.14,21.7,24.27,,-13.69,15.45,30.99,22.55,58.4,61.68,26.32,23.61,43.51,77.0,-8.17,,,,19.24,,-79.43,-19.25,191,-13.96,21.66,"4,379",1.67,3.99,6.32,1.86,1.8,0.64,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
54,ENPH,"Enphase Energy, Inc.",36.98,73.9,91.62,,-2.5,55.51,94.48,70.49,90.4,96.62,77.57,75.72,76.17,,-25.1,,,,77.15,,6.7,15.45,"30,981",-13.0,42.31,"495,302",2.66,-4.47,0.3,3.21,6.7,3.72,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
76,PCT,"PureCycle Technologies, Inc.",13.7,58.58,80.01,,-4.33,65.36,104.04,89.59,19.2,17.87,79.68,90.8,79.61,,-38.75,,,,77.38,,-38.98,0.4,"16,433",13.86,5.99,"324,328",1.38,1.42,7.19,0.72,0.55,0.63,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
157,BBIO,"BridgeBio Pharma, Inc.",50.0,47.17,43.46,,-2.72,43.14,64.25,55.6,0.8,1.1,51.86,54.37,129.53,,108.89,,,,149.47,,139.78,-86.07,"8,184",37.27,192.39,"71,778",-2.83,-2.72,13.93,1.55,1.33,1.6,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
8,AAL,"American Airlines Group, Inc.",13.39,57.07,64.04,,-5.11,36.46,68.46,51.72,78.4,86.66,57.85,54.99,57.13,,,,,,47.63,,,6.91,"137,759",183.12,61.97,"3,080,498",0.21,-1.01,0.1,0.48,0.45,0.83,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
349,IART,Integra LifeSciences Holdings Corporation,15.16,60.47,70.53,,-2.98,44.75,72.69,59.15,96.0,92.29,61.64,60.41,94.74,,,,,,,,,-24.22,88,-26.67,-32.82,900,-0.77,0.78,0.12,0.83,1.06,0.72,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
150,TCOM,Trip.com Group Limited,71.59,52.65,40.21,,6.38,35.02,54.85,47.23,18.0,10.33,44.7,48.34,41.3,,,,,,,,,-1.09,"5,242",-40.92,22.02,"77,939",0.48,11.23,19.01,1.65,1.25,0.89,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
128,FSLY,"Fastly, Inc.",7.45,62.81,68.57,,-7.46,51.62,86.55,71.86,30.8,36.99,70.92,71.24,65.84,4.2,-2.46,,,,,,,2.73,"2,359",-15.51,-16.35,"105,445",0.2,-1.93,0.05,0.37,0.6,1.88,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
222,WELL,Welltower Inc.,167.74,19.34,19.82,,-13.82,14.75,25.86,21.35,35.6,32.05,22.48,21.97,29.43,-5.26,19.31,,,,,,,-9.61,"1,689",22.66,19.62,"24,471",0.6,1.08,2.85,2.8,2.03,0.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
362,CSGS,"CSG Systems International, Inc.",64.53,22.48,26.65,,-4.2,24.44,31.25,27.75,21.6,24.84,26.56,26.51,30.02,,,,,,,,,-3.37,23,0.0,0.0,75,-2.6,-2.6,0.33,1.36,1.25,0.84,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
153,LPSN,"LivePerson, Inc.",0.89,129.73,96.8,,0.31,79.38,130.77,107.61,24.4,22.91,102.46,100.88,201.74,,,,,,,,,-104.94,"5,938",184.52,194.25,"76,478",0.24,0.11,0.29,0.09,0.28,0.52,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
134,GDS,GDS Holdings Limited,32.98,56.2,65.81,,-11.4,65.81,108.74,86.29,0.0,7.12,89.22,85.6,66.04,,,,,,68.91,,,-0.23,"8,777",19.9,135.43,"94,127",2.26,4.27,0.4,1.59,1.03,1.88,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
262,PODD,Insulet Corporation,344.92,32.97,42.96,,-4.99,24.71,46.94,37.5,68.4,78.26,39.0,35.79,30.59,,,,,,,,,12.37,"1,916",-1.89,-17.77,"11,527",2.19,8.63,1.05,7.54,7.72,3.77,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
329,MGPI,"MGP Ingredients, Inc.",29.31,37.58,40.16,,-1.04,29.88,62.22,46.99,42.0,27.13,39.1,49.19,64.34,,-7.11,,,,,,,-24.18,173,10.19,-1.7,"2,207",-0.99,-0.76,16.0,1.55,2.39,0.79,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
194,RPD,"Rapid7, Inc.",20.17,52.85,46.47,,-4.93,28.96,51.83,41.03,85.6,81.74,42.81,40.83,56.49,,,,,,56.52,,,-10.02,"8,632",-0.14,-5.83,"36,771",-3.41,-3.04,10.95,1.07,1.59,1.89,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
353,AORT,"Artivion, Inc.",43.71,69.67,50.07,,-2.83,24.52,51.55,32.61,93.2,99.47,43.45,39.36,85.6,37.36,,,,,,,,-35.53,106,0.95,-6.19,525,0.0,0.19,2.97,0.87,0.7,0.51,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
275,VSH,"Vishay Intertechnology, Inc.",14.85,61.48,65.67,,-16.16,31.97,78.38,51.61,60.0,78.03,63.47,57.43,45.18,-23.17,-2.82,,,,,,,20.49,596,2.41,58.93,"8,624",1.24,2.7,1.14,0.6,0.54,0.29,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
