Ticker,Normalized 3m,Normalized 6m,Normalized 1y
GPRE,45.81,50.7,124.45
MDB,63.61,55.91,86.56
STX,65.67,44.09,51.46
CBRL,110.07,80.33,70.21
KOS,131.48,133.33,246.91
AAL,86.68,83.62,87.93
HCAT,116.47,120.88,220.0
EVH,86.49,95.5,302.9
EZPW,80.41,77.07,65.63
LRN,85.67,71.27,47.08
GES,70.89,51.81,102.26
IDCC,72.41,67.72,42.18
ECPG,90.94,73.07,105.36
SPOT,98.61,74.8,45.06
CYBR,84.26,68.61,55.36
KPTI,69.35,109.64,174.17
CNMD,105.12,107.59,131.0
SLB,98.96,109.79,109.64
PEB,83.75,91.34,109.15
TWO,102.67,121.42,116.21
V,108.33,95.19,82.45
ON,106.5,86.69,142.72
NEE,103.38,102.17,112.37
FRPT,134.79,151.67,239.28
CSIQ,99.46,84.24,107.79
NICE,124.39,98.6,112.79
GBX,100.22,116.67,96.68
TTWO,94.71,82.16,63.07
PI,56.84,45.78,88.2
AMZN,89.49,81.38,73.62
BABA,80.44,92.49,54.44
XYZ,84.84,71.57,81.19
SE,80.16,64.78,39.92
EEFT,123.43,110.48,108.0
TYL,104.59,99.1,105.48
MSFT,94.67,75.73,80.8
MITT,91.96,89.62,86.05
INSM,66.56,51.0,48.79
EQT,107.07,96.65,62.67
SPHR,76.83,59.7,83.27
KRG,97.49,91.01,108.74
DDOG,84.46,70.25,76.68
MMSI,102.99,106.55,106.33
FRT,95.03,92.25,111.88
XOM,97.88,96.42,100.31
XMTR,67.86,47.39,35.83
PD,91.47,93.81,106.79
NVST,92.41,78.09,81.6
RH,76.82,92.98,103.64
TEVA,88.01,83.64,90.45
MCS,112.2,101.06,90.92
DXCM,105.85,87.35,88.92
IBM,107.92,93.6,76.39
IMCR,97.19,77.26,92.57
RPD,117.75,131.39,170.18
EVRG,94.08,91.88,81.67
U,53.25,45.01,37.74
AWK,99.8,100.57,101.8
MKSI,86.32,74.67,96.65
PODD,85.66,69.35,62.11
SPCE,100.32,102.84,188.96
VNET,72.27,124.85,33.37
CHEF,94.97,80.63,61.29
VECO,86.94,85.85,118.78
UNIT,97.71,110.51,120.75
BTSG,83.42,64.63,49.77
APLS,71.8,90.8,148.81
AXON,106.34,73.03,49.78
GOSS,46.57,46.93,33.57
TNDM,171.58,144.75,336.31
GKOS,109.06,106.26,142.34
TRIP,79.5,77.03,76.63
VRNT,93.16,102.51,126.96
CYRX,70.15,63.35,78.17
MGNI,72.49,49.53,53.01
POST,105.94,105.47,110.06
PTCT,86.99,90.31,53.78
PEGA,89.08,59.68,58.01
INDI,79.75,59.01,79.51
RKLB,58.18,37.36,13.06
ABBV,90.23,98.76,90.12
XIFR,89.39,87.27,232.91
OMER,84.98,184.51,83.1
GEO,121.09,118.45,62.36
NKE,85.3,97.54,105.66
GVA,83.74,67.19,66.48
LUV,106.85,98.9,93.8
PATK,80.74,73.82,73.94
TCOM,84.61,83.57,64.96
RWT,90.08,93.58,106.47
XERS,57.03,59.38,34.77
VAC,86.1,83.83,86.15
CTO,107.68,103.72,105.64
PANW,98.4,89.25,87.08
CNX,110.1,102.61,91.82
MTN,101.66,105.41,116.15
PRO,122.74,129.35,111.82
AKAM,100.04,100.64,121.64
FOUR,109.49,96.58,87.24
HLF,84.6,85.13,71.94
AEIS,82.47,65.56,59.81
CMI,81.55,78.42,73.66
DBRG,94.57,81.84,99.19
BMY,104.82,124.62,98.07
VERX,151.72,132.85,145.17
PPL,94.54,94.81,87.94
QD,69.74,64.07,41.37
AR,121.88,113.02,78.22
EQX,69.85,68.14,52.96
MDRX,90.72,106.19,201.24
BE,40.96,43.51,17.73
W,55.64,35.97,50.1
DIS,101.4,82.18,74.62
JAMF,107.6,134.44,182.31
SHOP,79.57,63.16,47.5
CMS,98.0,99.88,94.57
PSEC,113.25,136.19,161.73
BILL,86.15,86.47,105.93
CVX,92.47,96.93,86.67
FIVN,107.77,107.05,105.34
PMT,100.01,108.05,98.29
ALNY,61.93,50.14,52.51
PSN,93.54,76.04,128.89
QTWO,105.88,86.83,86.57
BAND,94.16,92.69,103.59
BYND,131.01,127.52,229.07
REAL,65.06,66.27,28.19
CDLX,174.49,211.22,337.76
WELL,88.59,85.62,74.03
TTEK,101.33,81.44,129.0
UPWK,91.06,77.13,58.69
ARAY,78.12,108.75,125.62
BURL,84.81,81.13,93.39
NVMI,83.99,77.64,70.71
REXR,84.84,88.74,111.9
FE,91.79,88.42,98.41
GTLS,73.44,71.59,55.23
MIRM,62.38,57.36,52.81
SHEL,97.78,92.27,89.92
ATEC,74.24,58.67,35.76
SHAK,129.83,84.18,97.2
OKTA,107.02,113.62,75.94
NVCR,137.12,158.45,131.2
RCL,77.6,60.04,45.9
ITGR,113.75,112.21,117.91
TGT,106.76,112.43,159.49
MTSI,101.16,80.29,74.83
BMRN,102.64,126.77,151.43
WT,75.36,60.48,68.3
BBAI,77.71,68.12,29.79
TSLA,94.08,69.37,62.33
HOUS,65.2,53.92,81.05
LAB,84.38,85.94,155.47
MMM,95.7,94.54,82.28
MTCH,82.06,77.79,92.63
TVTX,67.1,88.4,59.43
CDP,92.34,84.4,92.02
RGEN,111.21,120.01,121.74
PRCH,60.87,29.74,6.5
EYE,94.33,50.77,42.56
CMPO,72.71,54.94,51.61
LYV,84.32,67.99,55.67
ABR,86.45,96.55,101.1
SNAP,117.72,114.97,117.17
ALRM,104.25,103.13,98.49
AMD,77.74,62.96,88.66
LNT,94.76,95.67,89.58
PCT,82.9,53.52,34.86
CRNC,101.04,96.99,30.5
MGPI,100.21,107.32,287.71
DUK,95.82,96.48,93.85
IRTC,79.07,52.45,37.54
AVDL,63.44,53.82,91.34
JPM,89.6,74.78,71.19
GRPN,142.0,64.61,48.04
LPSN,75.76,92.93,112.12
COIN,78.64,55.68,48.64
LYFT,84.61,61.28,58.73
STWD,96.18,90.39,87.06
VTR,92.19,95.8,91.27
HRTG,97.65,52.62,66.11
MMYT,100.9,94.37,95.84
SOFI,57.99,43.86,27.26
SSRM,58.51,50.57,23.82
BKD,91.21,76.12,90.68
EB,91.94,79.12,110.99
OMCL,92.74,98.5,135.76
ENVX,95.7,79.49,83.85
NCLH,75.21,73.04,68.98
CAKE,97.04,75.2,60.48
NTNX,97.78,88.08,79.41
NVAX,89.07,102.64,160.55
TDOC,95.13,108.85,92.18
CHRS,59.63,66.0,97.04
JOYY,76.23,70.23,53.24
INSG,57.18,70.9,121.37
CAMP,82.91,274.37,
NIO,59.55,75.32,88.69
OPK,95.74,121.99,110.64
TMDX,131.95,59.43,128.66
ZTO,91.94,99.63,110.56
WEC,97.36,96.09,85.24
NOTV,157.76,163.35,83.85
SIRI,91.9,87.7,105.05
CMRC,113.82,131.1,125.92
ASND,84.63,75.06,57.58
CNK,118.59,87.85,104.96
FSLY,104.97,86.27,73.59
FUBO,82.4,72.13,40.59
HCI,88.35,78.03,56.52
VATE,113.51,159.25,79.0
TREE,50.33,64.14,73.44
WKC,109.21,104.38,103.44
MOMO,105.58,86.05,75.85
CCL,75.61,60.56,50.78
COLL,78.19,76.64,96.66
SMTC,68.11,53.12,65.13
ABNB,111.51,96.42,93.98
MITK,101.61,87.53,83.4
EXPE,79.46,71.86,60.64
IQ,64.87,81.72,74.19
BL,103.74,86.94,87.4
IMAX,89.9,77.71,68.77
AVGO,74.94,56.53,41.36
UPST,83.98,67.19,51.06
LCII,86.64,82.66,102.99
LITE,54.28,39.74,33.74
HASI,96.72,100.14,110.55
VRM,110.89,102.97,
SENS,117.57,127.7,76.13
UBER,90.71,72.82,73.13
NET,82.22,52.02,34.88
JBLU,94.55,107.0,110.51
AG,91.25,73.02,50.41
VIAV,80.15,92.3,68.18
PENN,83.85,80.91,88.09
GDS,78.49,97.84,50.79
CENX,87.95,89.24,55.47
VRNS,87.57,68.27,88.55
BB,110.93,113.6,62.67
ORA,88.19,78.97,79.29
PTON,92.95,76.45,55.42
NTRA,94.55,80.8,66.71
CAMT,91.72,76.74,91.83
WDC,58.82,44.32,49.91
MAXN,79.95,77.94,190.48
BKNG,97.94,76.83,67.77
SO,97.41,96.68,94.75
DBX,90.93,78.69,74.17
GCI,87.56,73.17,106.34
FWONK,95.6,82.25,74.33
WB,79.3,76.05,52.04
SPR,93.88,81.21,82.55
BILI,87.31,87.02,62.65
AFRM,71.82,53.04,43.17
EXAS,100.45,77.68,106.1
JD,99.59,118.27,74.25
Z,81.57,78.41,62.03
SMCI,100.68,91.05,95.5
PCRX,92.55,86.27,50.3
BFH,84.53,73.47,82.72
LAC,97.18,98.24,76.76
ITRI,103.26,87.5,81.42
CNP,95.43,91.12,71.22
RIVN,101.87,76.11,93.83
BSY,90.21,74.72,86.12
MSTR,117.83,80.13,37.99
ZS,106.22,67.16,56.38
PDD,81.83,94.21,73.35
FVRR,133.97,107.52,103.08
CSGS,98.43,90.16,68.6
MARA,102.64,76.33,91.78
HTHT,93.68,93.63,77.83
DKNG,82.51,80.57,78.65
ASRT,81.35,90.11,160.2
LI,121.39,118.58,77.91
HLIT,92.63,103.94,134.81
GH,82.49,68.37,39.99
BA,93.24,69.41,70.98
BXMT,95.65,96.36,83.03
F,91.55,80.67,86.2
DNMR,100.0,354.29,3600.0
EGHT,87.44,101.45,85.02
BBIO,72.99,60.39,57.38
LAZR,191.23,273.68,716.67
HOPE,93.94,90.68,104.82
UPHL,100.0,100.0,125000.0
