Ticker,Normalized 3m,Normalized 6m,Normalized 1y
MITT,94.85,93.78,90.34
UNIT,102.53,125.4,131.43
RPD,119.95,145.08,173.49
AWK,103.2,102.5,106.89
IBM,107.72,92.88,80.68
CYRX,71.82,64.15,91.54
PODD,94.08,83.27,73.28
PTCT,82.77,94.21,58.5
RKLB,62.48,39.39,14.81
GKOS,121.99,124.56,148.98
EQX,57.79,65.77,56.73
TRIP,70.07,80.44,75.96
CHEF,91.19,77.88,60.04
DDOG,94.99,78.25,84.32
PATK,83.64,79.53,86.81
NIO,45.77,60.4,67.38
VNET,55.63,88.43,30.36
OMER,79.06,224.14,96.8
VAC,90.27,85.93,91.49
DXCM,104.66,96.55,90.87
VECO,72.6,77.94,112.34
ABBV,83.2,93.43,84.36
VERX,135.15,142.07,144.74
GEO,107.73,130.63,57.89
EQT,120.53,105.15,66.19
AXON,103.39,74.49,50.95
INDI,84.31,59.31,100.0
SPCE,92.0,126.15,202.77
AMZN,90.53,84.71,80.49
NKE,82.26,92.85,109.45
EVRG,92.77,92.18,82.4
PI,54.09,47.13,101.26
TNDM,166.01,166.58,350.08
TCOM,72.73,83.64,60.52
CTO,110.2,113.0,111.15
RH,82.28,105.52,145.82
CDLX,121.68,173.43,265.73
LYFT,63.62,52.45,53.28
RTX,92.22,82.83,73.1
XOM,98.57,98.35,95.92
PSN,80.85,71.25,117.98
QD,71.12,68.93,45.15
MDRX,94.74,94.74,204.84
MTN,103.56,104.81,116.71
ALNY,68.56,62.72,60.47
BAND,76.27,82.56,94.92
XERS,58.8,75.75,37.81
HLF,86.36,90.55,75.3
BMY,100.22,129.21,102.93
CNX,111.11,102.52,95.02
MKSI,75.79,73.47,89.5
LUV,97.18,107.21,87.97
PSEC,110.64,141.15,170.18
AKAM,103.35,106.86,128.44
BYND,125.64,130.04,230.4
REAL,48.71,59.62,30.72
UPWK,72.44,74.81,57.55
MIRM,68.83,64.29,51.82
PPL,94.83,96.83,88.15
FOUR,106.25,102.0,96.27
SHAK,134.37,91.63,104.92
XIFR,82.74,94.95,249.17
RWT,90.22,98.24,118.68
GVA,82.63,70.6,71.58
ITGR,114.71,112.14,125.0
BURL,85.72,88.99,103.15
DIS,100.89,85.3,79.91
CMI,75.93,77.38,71.53
CMS,97.4,102.9,96.5
SHOP,71.96,70.47,50.87
ARAY,76.73,116.98,120.13
ATEC,74.42,67.55,41.84
FIVN,103.51,116.19,109.95
SHEL,100.39,97.41,91.56
AEIS,81.47,66.61,61.8
RCL,84.31,66.51,51.6
NVMI,77.99,66.38,64.89
TTEK,97.28,80.13,125.83
HRTG,90.23,54.56,64.58
BBAI,66.45,49.34,25.91
MGNI,78.49,55.77,55.77
VRNT,82.08,105.37,129.0
COLL,83.93,84.55,109.12
CAMP,54.05,203.09,
HOUS,49.79,51.05,77.9
AR,135.71,126.38,82.61
BILL,84.14,92.26,99.46
BMRN,101.16,131.03,130.84
PEGA,84.72,62.19,56.55
LAB,77.78,89.63,150.37
WELL,90.76,87.52,75.55
GTLS,71.3,77.6,60.81
FE,90.93,89.21,96.04
QTWO,106.64,95.45,91.66
NVCR,131.52,152.32,138.77
WT,74.6,62.5,70.49
W,57.27,38.98,58.77
CVX,92.39,100.55,86.02
TGT,106.28,114.45,166.3
TSLA,75.65,58.4,53.35
CDP,92.67,85.91,96.43
MTCH,80.9,80.15,94.76
LPSN,108.01,134.29,148.88
RGEN,99.55,117.28,118.96
IRTC,84.63,60.68,41.25
ABR,83.75,98.73,113.38
MMM,92.4,95.99,84.27
PMT,98.54,112.21,102.97
PRCH,59.26,37.59,8.73
SNAP,100.25,116.77,121.03
CMPO,71.13,57.54,57.05
REXR,85.42,90.25,115.7
TYL,106.23,105.59,108.04
VTR,92.03,97.83,92.59
OMCL,89.9,108.85,137.2
ALRM,101.72,102.39,96.89
AVDL,58.62,54.73,87.16
NCLH,74.31,80.38,78.17
GRPN,166.32,78.0,53.77
SSRM,58.49,49.95,26.17
MGPI,106.62,106.33,301.23
CRNC,73.42,81.52,21.38
TMDX,103.13,57.63,130.17
ENVX,88.4,90.76,91.19
MMYT,94.48,104.19,109.03
DUK,94.48,96.63,92.27
EB,85.57,79.38,101.72
EYE,92.07,52.39,44.23
FSLY,78.33,82.39,81.58
WEC,94.59,96.13,84.25
CAKE,109.79,88.68,68.69
LYV,87.9,72.66,60.7
CMRC,97.38,120.77,123.19
BKD,90.57,79.95,89.64
AG,80.6,68.79,58.25
ZTO,90.15,102.97,113.5
OKTA,110.47,126.38,82.1
PANW,98.09,89.76,81.17
JOYY,78.02,64.18,53.2
TDOC,87.34,106.46,115.06
NOTV,154.14,206.77,139.85
CNK,112.54,91.71,100.42
MITK,95.56,92.63,86.36
JPM,87.79,76.66,65.11
SOFI,56.01,47.42,29.88
STWD,96.54,93.69,93.04
COIN,96.2,59.23,50.74
LNT,94.06,97.16,91.42
PCT,98.86,58.95,61.84
SIRI,92.88,98.98,96.1
LCII,88.83,87.25,116.41
AVGO,72.22,55.24,46.18
MSFT,93.45,76.45,83.84
FUBO,74.11,75.53,38.24
OPK,92.81,129.5,116.55
HCI,81.1,75.17,58.38
INSG,58.88,73.58,137.97
MTSI,103.88,81.06,75.84
AMD,80.57,66.88,93.17
UPST,85.16,76.28,56.24
TREE,46.02,68.21,76.73
NVAX,76.4,90.58,149.7
VATE,112.21,181.47,82.11
ASND,88.63,83.17,74.59
BL,99.89,91.7,93.54
WKC,106.15,105.72,112.59
EXPE,73.08,76.86,61.63
MOMO,107.12,80.38,78.18
CHRS,55.33,76.3,77.78
GDS,67.39,68.93,42.85
LITE,54.89,40.78,35.68
ABNB,106.92,104.55,99.37
IQ,63.67,85.39,77.15
FWONK,101.41,84.18,75.86
VRM,116.43,97.88,
CENX,64.05,73.18,53.83
IMAX,87.8,82.59,62.74
CSGS,94.77,90.54,71.65
ASRT,66.56,76.07,137.35
VIAV,77.05,95.25,67.87
LI,97.45,98.91,77.78
FVRR,119.3,105.5,103.86
BILI,70.45,70.91,52.93
CCL,76.21,67.14,58.87
WB,73.59,71.03,52.71
LAC,77.61,92.33,71.78
NTNX,93.69,94.05,73.91
LAZR,112.92,347.92,495.0
DKNG,95.0,92.61,89.28
UBER,90.13,81.59,79.07
EGHT,85.78,105.88,93.14
JBLU,79.09,107.1,112.82
NTRA,97.97,86.16,72.45
HASI,89.78,101.19,117.67
SPR,96.27,92.35,85.4
ORA,90.84,77.19,80.94
BB,105.49,107.98,59.35
GCI,77.05,71.66,131.38
WDC,58.67,43.12,48.09
RIVN,96.17,82.21,91.42
DBX,90.59,83.65,77.3
VRNS,85.99,71.98,94.01
SO,96.69,95.95,93.99
JD,89.22,116.43,74.2
MSTR,112.13,92.2,40.24
BXMT,97.57,102.21,91.81
MARA,82.58,71.4,88.47
BSY,96.19,79.41,94.34
BFH,87.15,80.25,83.52
PDD,75.05,93.9,72.84
Z,75.55,78.89,72.09
MAXN,75.53,96.84,239.47
CNP,93.39,92.91,72.32
HTHT,87.36,95.28,73.29
EXAS,101.22,87.09,132.13
GH,85.92,80.61,43.85
BKNG,95.34,82.85,72.02
NET,83.83,55.74,36.51
PENN,90.16,91.86,103.75
PCRX,92.94,92.6,56.19
SENS,114.19,165.59,91.62
CAMT,83.09,74.21,80.35
F,89.62,83.41,87.5
SMTC,67.31,63.68,70.77
BA,92.6,82.98,72.27
HOPE,92.41,93.73,111.64
SMCI,100.94,93.88,97.3
BBIO,81.54,67.94,50.72
PTON,76.01,85.61,54.49
DNMR,100.0,100.0,3922.29
ITRI,108.39,89.7,87.3
AFRM,68.65,55.2,48.98
UPHL,100.0,100.0,80000.0
HLIT,88.53,101.6,135.49
ZS,108.4,73.43,60.3
