Ticker,Normalized 3m,Normalized 6m,Normalized 1y
AWK,101.98,101.88,105.84
FRT,93.5,94.1,111.15
UNIT,100.35,122.44,131.27
TNDM,168.78,170.8,353.18
PODD,88.69,77.99,68.73
BE,32.08,37.91,14.59
GKOS,126.91,124.79,154.1
PTCT,85.5,96.02,57.26
SPCE,91.16,129.88,218.29
VNET,56.73,92.39,28.47
TRIP,69.14,79.43,71.74
PATK,81.23,76.21,81.38
VAC,88.62,85.95,89.88
VECO,77.48,82.84,117.04
GEO,110.62,133.04,60.05
EQX,57.42,64.52,58.16
RKLB,51.54,34.29,13.64
OMER,78.73,222.49,95.35
APLS,72.82,99.02,148.87
AXON,101.31,73.4,50.71
MKSI,79.03,77.46,92.24
RH,84.86,105.03,148.04
INDI,82.95,57.36,98.71
ABBV,84.51,95.69,86.84
EQT,118.42,106.86,66.25
NKE,81.07,97.24,106.9
AKAM,102.93,106.66,129.86
PEGA,85.27,60.65,56.78
CHEF,91.43,78.19,61.39
EVRG,91.64,92.32,82.5
CTO,108.99,111.92,110.99
MTN,104.07,106.18,116.58
TCOM,76.28,87.06,62.82
CNX,114.26,106.48,93.22
VRNT,80.9,107.78,129.79
BMY,99.74,127.28,103.01
VERX,148.25,150.92,151.88
CDLX,140.94,183.46,292.91
GVA,81.42,69.5,70.24
XOM,99.82,101.28,96.82
HLF,87.08,86.01,76.0
LUV,98.59,107.43,88.78
XERS,62.23,73.78,39.13
REAL,51.0,63.0,27.9
NIO,52.7,72.57,83.2
FOUR,106.82,101.77,96.96
MDRX,95.7,95.27,212.9
AEIS,82.23,67.42,62.87
QD,66.51,66.28,41.97
BILL,82.73,92.96,98.39
HOUS,49.58,53.88,73.96
BAND,83.77,88.67,103.84
ALNY,67.73,54.98,58.63
SHAK,127.07,89.62,100.65
PSEC,110.69,143.0,173.01
DIS,101.5,85.14,78.75
FIVN,106.07,114.87,111.61
BYND,121.07,123.93,219.64
CMI,75.66,77.72,71.22
MIRM,68.47,64.52,54.48
XIFR,84.26,97.06,250.1
UPWK,79.69,80.11,60.27
PSN,89.26,77.47,128.33
RWT,88.44,98.17,117.87
ATEC,72.36,67.77,39.27
SHOP,71.65,68.87,49.75
ITGR,118.73,116.07,127.63
PPL,93.38,96.47,88.7
BURL,84.16,87.58,100.72
NVCR,132.08,150.79,141.19
LYFT,71.87,57.49,57.14
PMT,97.83,113.12,102.52
RCL,81.2,64.93,50.91
ARAY,76.4,114.91,135.4
TTEK,97.81,80.45,127.71
AR,132.52,126.18,82.17
NVMI,77.5,67.11,63.21
SHEL,99.47,98.35,91.08
QTWO,107.28,94.81,89.99
HRTG,92.69,57.2,61.85
COLL,84.77,85.71,106.27
GTLS,72.11,77.75,58.7
REXR,84.63,92.06,114.63
MSFT,93.03,74.8,83.07
MGNI,79.31,56.51,59.12
TGT,106.26,115.08,166.17
BBAI,77.8,58.94,31.04
CAMP,51.7,188.68,
BMRN,103.95,134.74,131.46
CMS,95.4,101.43,95.53
LAB,79.56,84.67,152.55
TSLA,78.54,57.62,55.31
WT,73.43,62.83,68.78
PANW,99.25,91.42,85.98
CVX,93.17,102.34,86.41
W,55.98,35.96,54.75
IRTC,82.61,59.23,41.84
MTCH,80.39,82.31,92.24
FE,90.23,89.46,97.58
CDP,92.86,86.92,94.76
WELL,90.28,86.76,75.08
GRPN,164.36,73.32,52.64
MMM,90.55,95.65,84.25
MTSI,102.21,82.67,76.81
OKTA,108.9,124.08,81.43
PRCH,61.72,36.24,7.81
ABR,85.45,100.39,110.87
CMPO,72.08,58.45,52.51
RGEN,103.34,122.51,123.09
ALRM,101.29,102.41,97.7
SNAP,110.32,123.73,129.22
AVDL,61.36,57.08,90.92
OMCL,87.63,108.12,139.09
MGPI,109.3,108.1,301.94
LPSN,83.87,103.14,121.27
NCLH,70.7,77.24,76.32
MMYT,96.36,101.91,105.48
CRNC,82.26,93.27,24.76
ENVX,93.0,87.09,106.89
JPM,88.26,76.53,65.81
TMDX,108.5,60.23,132.3
FSLY,77.63,79.91,79.34
SSRM,57.73,49.07,26.02
EYE,97.42,54.3,45.66
BKD,91.32,82.11,88.38
EB,92.31,85.71,109.52
DUK,92.83,96.47,92.75
AVGO,68.85,52.21,44.54
VTR,89.08,95.52,89.94
SOFI,55.51,45.68,29.13
NTNX,94.09,92.7,75.86
LYV,86.01,70.86,58.89
NOTV,158.39,205.84,135.04
NVAX,77.97,95.54,163.37
LCII,88.03,86.78,113.09
SIRI,90.52,95.84,96.3
AMD,78.67,66.48,94.37
MITK,95.99,90.87,84.35
CAKE,104.19,85.39,65.4
TDOC,91.4,106.52,106.39
COIN,90.3,58.22,49.39
ZTO,88.53,102.46,112.54
PCT,100.44,55.98,65.3
CNK,114.13,92.16,98.74
JOYY,79.37,63.18,55.07
CMRC,104.25,126.75,122.08
INSG,58.76,73.35,134.33
LNT,91.99,96.61,90.46
STWD,96.3,95.0,91.16
OPK,93.48,131.88,118.84
FUBO,72.48,70.64,38.76
TREE,46.94,69.69,78.17
UPST,88.21,74.2,52.43
HCI,83.32,76.56,57.07
VATE,111.16,184.0,82.74
MOMO,112.73,82.78,78.19
CHRS,60.47,74.49,82.68
AG,77.39,65.37,57.12
WKC,110.31,110.16,112.5
ABNB,109.8,104.8,97.66
ASND,87.71,83.88,71.71
BL,101.1,91.57,92.09
EXPE,71.05,75.51,59.12
WEC,92.81,95.53,83.74
LITE,52.41,40.78,33.53
FWONK,103.07,88.01,78.43
IQ,65.76,92.22,76.65
CENX,66.31,77.26,54.55
VRM,119.49,101.64,
VIAV,77.09,93.77,68.59
IMAX,89.16,80.89,62.29
GDS,73.25,76.94,43.33
LAC,82.81,92.5,74.38
CCL,75.58,67.86,57.07
CSGS,97.87,92.62,72.13
WDC,57.74,43.34,47.17
JBLU,83.5,111.81,117.92
NTRA,99.31,86.91,75.32
BILI,74.78,74.41,54.17
WB,74.8,71.71,50.98
EGHT,86.38,102.35,87.79
LI,100.96,102.27,72.79
DKNG,92.46,89.75,89.28
BB,108.82,111.34,60.45
UBER,84.41,75.21,72.35
SMTC,66.92,64.89,63.96
DBX,88.86,82.74,78.07
FVRR,129.18,112.87,108.63
HASI,90.1,101.56,115.72
AFRM,68.97,53.62,49.27
SPR,95.17,90.34,84.87
ORA,92.48,78.27,81.31
BBIO,77.72,65.88,50.88
SENS,111.75,159.11,87.41
EXAS,97.96,82.87,130.04
HOPE,91.35,93.2,109.92
GH,92.3,81.62,46.32
LAZR,135.68,294.84,652.82
VRNS,88.47,73.93,95.92
GCI,78.26,71.85,105.49
CAMT,85.54,77.38,88.43
ASRT,82.18,88.41,154.4
Z,77.51,81.43,71.84
BA,91.62,80.11,72.1
PTON,75.95,79.61,57.63
BKNG,94.92,82.26,71.06
PCRX,89.91,88.68,50.22
MAXN,73.83,98.02,197.53
BXMT,96.62,102.83,89.67
NET,80.26,52.18,35.37
F,88.11,83.35,85.92
JD,96.67,124.18,75.99
PENN,91.77,91.13,106.32
BSY,96.32,78.98,93.21
SO,95.29,95.92,94.25
CNP,92.34,92.82,71.86
MSTR,112.58,92.15,41.04
HLIT,87.9,103.4,134.5
UPHL,100.0,100.0,85000.0
DNMR,100.0,100.0,4558.86
ITRI,104.6,88.87,86.05
MARA,89.22,76.97,97.72
ZS,106.91,71.26,60.13
PDD,80.27,102.77,76.3
RIVN,101.25,80.0,97.06
BFH,82.29,77.32,76.05
SMCI,97.99,86.16,98.96
HTHT,90.47,99.17,75.58
