Ticker,Normalized 3m,Normalized 6m,Normalized 1y
RIG,97.27,95.45,125.15
MCHP,103.9,83.12,116.54
MDB,62.28,57.58,87.88
PR,107.15,101.81,95.45
STX,66.42,45.14,50.69
JAZZ,84.85,112.61,86.23
GPRE,60.02,54.83,130.63
AAL,81.8,88.92,82.8
HUBS,112.89,123.05,99.94
HCAT,121.73,144.09,269.65
EZPW,78.05,83.33,64.55
LRN,91.25,76.64,52.1
PEB,81.17,91.26,110.66
GES,69.42,69.48,108.24
CNMD,98.75,110.96,140.75
IDCC,68.54,68.01,41.65
TWO,102.22,128.47,120.93
ECPG,86.32,76.68,108.98
SPOT,103.57,84.18,48.52
CYBR,83.73,74.71,58.23
ON,109.7,90.3,148.61
PI,58.17,52.62,104.01
FRPT,131.19,156.33,255.18
V,105.24,99.79,84.07
BABA,74.18,90.82,53.71
CSIQ,94.86,96.69,128.37
SLB,100.63,113.62,109.06
GBX,97.18,117.4,101.76
KPTI,67.67,91.32,177.67
GOSS,35.84,39.31,26.62
TTWO,96.45,84.81,61.8
AMZN,94.16,85.71,81.74
TYL,106.53,106.07,106.78
NVST,87.72,80.91,92.38
EEFT,113.04,118.69,108.97
XYZ,86.89,84.22,87.81
SE,80.22,64.35,41.41
MMSI,108.62,118.63,112.43
XMTR,60.95,51.55,36.91
NICE,116.07,106.42,115.49
SPHR,65.47,55.51,72.4
DDOG,91.46,76.51,80.04
KRG,97.92,96.91,113.56
INSM,68.72,54.09,51.16
DBRG,83.34,81.09,116.57
NEE,99.54,96.87,114.59
PD,88.32,114.6,108.33
JAMF,87.83,128.77,168.02
MCS,106.66,107.02,88.6
MITT,90.39,96.12,88.83
RPD,119.3,150.0,174.9
TEVA,84.75,81.74,92.37
RH,83.95,105.71,147.9
U,54.08,49.51,45.72
IMCR,91.83,81.47,95.2
CYRX,78.01,67.59,96.64
IBM,110.93,98.22,82.42
PRO,100.14,144.32,122.78
BTSG,80.72,69.34,52.36
FRT,92.56,93.77,110.69
AWK,100.6,100.8,103.88
APLS,71.47,99.84,151.39
DXCM,107.36,96.27,91.2
UNIT,97.06,120.64,132.12
SPCE,89.43,131.72,211.18
PODD,89.06,77.78,68.43
TNDM,163.57,168.05,358.35
BE,31.73,36.14,15.17
GKOS,120.6,122.33,152.59
VNET,57.99,102.93,29.99
PTCT,83.24,93.27,55.64
CHEF,94.48,79.08,61.52
EQX,59.75,65.32,59.47
PATK,79.53,76.72,80.39
OMER,77.35,216.39,94.94
VAC,88.23,86.93,91.15
AKAM,102.39,107.25,128.23
GEO,109.16,127.76,58.78
ABBV,84.22,95.5,85.88
POST,107.18,107.12,110.0
MKSI,79.77,79.16,96.33
AXON,102.83,75.13,50.2
TRIP,74.45,83.53,76.2
RKLB,49.53,35.21,13.99
VECO,81.18,86.19,123.32
EVRG,91.18,91.64,80.89
INDI,81.44,60.05,100.77
XOM,100.7,101.02,95.64
EQT,115.21,104.59,64.3
NKE,81.77,98.81,105.88
PEGA,86.63,62.47,57.79
TCOM,82.13,90.7,63.71
VRNT,84.6,110.58,129.76
CTO,109.01,112.02,108.65
BMY,100.9,126.97,101.56
CNX,111.85,108.03,91.04
GVA,82.5,70.46,70.63
MTN,106.75,111.26,119.19
VERX,153.6,151.56,150.69
FOUR,105.3,100.97,94.87
LUV,98.19,104.93,88.57
SHAK,124.25,89.05,101.27
HLF,82.53,82.01,77.62
BILL,81.93,94.07,101.64
RWT,86.21,96.75,115.92
AEIS,79.05,67.4,62.45
QD,67.29,68.93,42.76
NIO,55.31,83.12,89.23
MDRX,94.62,98.92,210.75
CDLX,174.11,203.57,333.04
REAL,54.77,65.36,28.5
XERS,60.61,73.56,38.45
PPL,92.51,95.99,87.64
HOUS,52.1,52.66,76.47
BAND,86.17,91.96,106.09
ALNY,66.26,54.4,56.94
FIVN,106.54,116.91,110.26
PSEC,109.11,140.95,172.39
DIS,101.44,86.12,77.41
SHOP,74.3,70.82,50.53
MIRM,68.23,63.42,55.34
CMI,76.34,78.89,72.15
XIFR,84.03,89.88,240.03
BYND,122.76,130.22,233.58
NVCR,143.46,159.01,152.84
UPWK,80.43,79.6,60.74
TTEK,98.58,83.67,127.07
PSN,89.0,79.42,128.19
RCL,77.99,63.76,49.38
ITGR,117.49,119.07,125.1
PMT,97.04,112.2,102.45
ARAY,78.34,119.11,139.49
ATEC,71.1,62.52,36.63
BURL,85.49,91.63,103.95
CMS,95.73,101.32,94.87
AR,128.58,124.04,80.1
BMRN,101.68,131.85,156.96
QTWO,104.66,95.7,91.02
NVMI,77.8,66.69,70.53
MSFT,93.6,75.79,83.82
SHEL,100.39,98.21,90.68
HRTG,91.46,56.49,63.07
GTLS,72.04,77.74,57.72
MGNI,76.37,56.01,58.99
W,55.12,36.17,54.05
REXR,82.82,92.35,111.87
CVX,93.7,102.03,85.61
TGT,104.49,114.1,162.0
BBAI,80.04,61.46,31.23
TSLA,79.9,59.57,58.16
RGEN,106.58,127.6,123.3
LAB,79.07,91.47,159.69
FE,89.76,88.47,97.39
MMM,89.67,96.13,82.71
WELL,89.4,87.16,75.31
MTCH,79.72,82.3,91.14
CDP,92.13,86.31,94.17
OKTA,109.22,126.28,81.98
WT,70.53,59.69,65.89
PANW,102.93,95.54,88.36
COLL,78.89,79.98,100.48
ALRM,102.3,106.45,99.23
GRPN,157.82,73.54,50.37
MTSI,99.13,83.35,76.93
SNAP,111.44,123.16,129.7
CAMP,42.77,168.92,
ABR,84.4,99.73,109.83
PRCH,62.5,35.95,7.68
CMPO,71.55,58.54,52.94
LYFT,80.29,62.94,60.96
IRTC,80.61,57.34,42.6
AVDL,60.84,56.95,88.96
OMCL,89.51,109.02,135.6
CRNC,79.96,94.12,27.94
MGPI,106.06,107.93,299.5
MMYT,93.54,102.35,105.09
LPSN,85.39,103.37,121.35
EYE,97.26,55.07,47.32
NCLH,68.03,74.45,72.53
PCT,106.17,60.23,66.32
DUK,93.32,96.12,92.76
TMDX,118.88,61.39,132.17
COIN,78.58,58.74,50.47
JPM,87.4,77.06,65.11
VTR,89.32,95.51,90.6
SSRM,57.44,49.93,26.49
ENVX,103.69,99.88,119.16
CAKE,103.91,84.59,64.77
SOFI,54.35,47.95,29.15
STWD,94.6,94.17,89.48
EB,92.25,85.61,109.96
BKD,90.28,81.36,88.68
INSG,55.0,71.45,133.51
NVAX,81.33,99.12,170.55
LYV,83.8,70.6,56.9
AVGO,69.13,54.05,46.07
AG,81.12,68.72,58.0
NTNX,92.96,91.93,74.54
SIRI,90.97,96.67,100.53
LCII,87.24,85.85,112.07
JOYY,78.45,71.86,55.46
NOTV,145.39,226.95,110.64
AMD,80.15,66.99,96.05
FSLY,85.77,91.98,86.68
CNK,114.69,91.88,100.88
MITK,95.41,88.96,82.71
TDOC,92.19,110.55,105.34
OPK,92.14,132.86,112.14
ZTO,90.35,111.93,113.21
WEC,93.43,95.69,83.82
IQ,66.28,95.02,75.48
LNT,91.92,96.36,89.0
CMRC,109.17,128.6,127.07
WKC,110.6,112.13,111.5
FUBO,74.71,74.47,41.69
TREE,46.98,68.84,79.74
UPST,84.65,80.85,60.29
HCI,84.95,74.97,54.82
VATE,104.95,165.94,74.65
CENX,69.03,75.62,52.28
BL,101.27,92.39,92.12
CHRS,58.76,70.31,100.78
CCL,73.88,66.8,54.78
ABNB,108.83,102.82,96.08
MOMO,112.17,87.24,80.54
EXPE,72.77,77.3,60.72
ASND,88.4,84.9,60.96
FWONK,99.77,88.78,75.81
LITE,52.97,41.2,34.22
IMAX,90.11,80.13,64.4
GDS,71.24,80.11,42.19
CSGS,98.31,92.56,71.42
SENS,108.7,146.52,88.48
VIAV,76.89,94.51,69.66
JBLU,83.37,112.08,117.62
NTRA,99.43,89.53,75.08
BB,110.26,114.62,63.59
WB,78.45,78.22,53.22
HASI,90.54,102.39,117.22
BILI,80.94,83.42,58.27
DKNG,86.68,87.63,85.95
AFRM,72.1,57.43,52.97
SPR,95.87,90.75,85.97
EGHT,87.62,106.67,89.52
WDC,59.9,45.84,50.17
UBER,88.39,76.15,75.59
SMTC,66.72,69.0,69.04
HOPE,90.31,93.67,108.01
VRNS,88.4,75.2,95.64
BKNG,96.95,83.84,71.53
BBIO,78.25,65.91,51.12
ORA,87.5,78.24,82.52
GH,90.23,84.23,48.8
Z,77.04,80.39,68.06
FVRR,123.52,106.21,106.12
DBX,93.66,86.54,79.55
LAC,91.61,105.94,83.57
EXAS,97.4,84.72,121.51
BA,92.74,79.94,72.6
MSTR,113.2,91.79,42.68
JD,98.51,129.33,75.7
LI,110.05,112.42,78.1
PENN,83.99,88.73,101.48
PTON,80.67,86.02,62.4
CAMT,85.38,74.32,93.23
BSY,95.2,79.24,93.12
MARA,89.94,76.82,98.84
BXMT,95.12,102.88,89.11
ASRT,81.15,87.3,150.01
GCI,81.32,75.65,107.57
MAXN,77.99,101.82,218.75
RIVN,99.48,84.4,100.3
F,88.03,84.68,85.04
LAZR,153.72,385.11,675.0
PDD,81.74,100.38,75.73
SO,95.07,95.54,93.79
HTHT,90.96,99.17,74.88
CNP,92.88,92.68,71.24
NET,81.89,53.13,35.51
PCRX,89.93,89.53,48.34
SMCI,95.8,89.11,101.59
BFH,81.55,78.12,75.02
VRM,114.93,106.13,
DNMR,100.0,100.0,4514.29
UPHL,100.0,100.0,82550.0
ITRI,104.1,90.46,85.78
ZS,108.52,72.02,60.05
HLIT,87.69,104.24,135.32
