Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
367,CABO,"Cable One, Inc.",158.71,65.98,108.74,0.5,0.35,36.7,110.3,58.61,92.02,97.04,88.96,78.82,,,,,,,,,,,N/A,,,N/A,,,N/A
328,INVA,"Innovava, Inc.",19.87,30.21,23.59,0.5,0.25,15.44,23.94,19.15,91.77,96.42,20.64,19.74,48.19,-10.62,,47.85,5.65,,33.44,5.09,,-24.6,179,-0.56,184.13,"2,280",-0.09,2.84,17
146,CHTR,"Charter Communications, Inc.",263.0,24.94,47.46,0.5,-0.14,28.46,52.19,40.28,91.77,93.61,42.67,42.11,56.48,0.43,,55.94,-11.31,,41.57,-4.33,,-9.02,"35,184",115.61,-12.09,"90,332",0.76,7.48,406
25,WOLF,"Wolfspeed, Inc.",1.47,142.66,287.7,0.5,3.67,69.77,308.23,145.08,91.77,97.11,245.72,224.54,252.57,-4.68,,285.09,1.99,,98.45,-77.0,,35.13,"173,924",26.16,772.59,"1,281,812",3.91,24.04,122
281,ENOV,Enovis Corporation,30.46,46.43,53.46,0.5,0.77,25.37,59.65,36.31,91.27,96.07,49.93,45.71,67.79,0.33,,59.76,-5.83,,58.17,-22.2,,-14.34,377,3.86,-13.33,"8,779",-0.01,0.07,33
90,SRPT,"Sarepta Therapeutics, Inc.",17.22,72.01,147.59,0.5,0.3,29.38,157.81,70.11,91.02,98.38,121.64,105.25,102.57,-4.26,,,,,107.19,-3.07,,45.02,"14,260",5.4,2.16,"249,525",0.46,-1.12,189
272,MTH,Meritage Homes Corporation,78.57,41.52,41.43,0.5,1.49,32.77,45.35,38.33,89.78,88.18,40.26,39.15,43.24,-10.44,,46.31,4.05,,36.59,-5.23,,-1.81,976,-2.11,-13.78,"11,363",0.72,3.28,50
54,MP,MP Materials Corp.,62.44,48.3,100.9,0.5,-5.68,51.54,111.58,66.96,89.28,97.67,90.89,83.07,83.29,0.23,,73.54,-7.79,,68.95,-0.3,,17.6,"55,598",34.33,8.24,"530,112",-9.64,-7.12,525
336,AMPH,"Amphastar Pharmaceuticals, Inc.",28.4,63.53,45.51,0.5,-0.49,26.91,50.05,40.36,88.78,87.31,43.84,43.11,141.8,83.29,,119.49,64.63,,113.53,148.73,,-96.29,164,1.86,-15.46,"1,463",0.34,2.09,20
292,SPB,"Spectrum Brands, Inc.",53.81,41.82,38.49,0.5,2.11,21.17,42.99,30.73,88.03,92.94,36.73,33.45,44.33,-12.95,,,,,,,,-5.84,777,-0.13,0.39,"6,734",-0.03,0.16,27
307,PAR,PAR Technology Corporation,45.63,74.27,49.86,0.5,0.83,35.93,56.66,44.58,87.78,89.02,51.14,48.34,62.75,-24.9,,83.6,-19.71,,60.45,27.22,,-12.9,599,-1.64,-8.83,"4,288",-0.26,1.68,44
262,MIDD,Middleby Corporation,137.92,72.3,46.34,0.5,0.85,23.82,55.44,33.88,87.78,93.26,47.26,43.06,62.21,4.8,,47.41,1.87,,29.66,-10.81,,-15.87,"3,503",0.29,-46.45,"12,545",-0.14,-0.71,57
56,ENPH,"Enphase Energy, Inc.",37.12,59.14,89.72,0.5,0.83,55.51,94.48,68.33,87.03,98.03,77.83,75.95,74.02,-8.8,,70.29,-2.83,,67.24,-2.16,,15.7,"53,206",50.7,39.51,"517,182",0.49,2.25,286
351,IART,Integra LifeSciences Holdings Corporation,15.39,57.2,68.09,0.5,0.05,28.91,72.69,54.91,87.03,88.98,61.65,60.2,99.1,-10.07,,88.21,-12.21,,69.22,-3.5,,-31.02,110,-0.9,10.0,935,-0.74,1.85,21
267,GMED,"Globus Medical, Inc.",58.44,37.16,53.31,0.5,0.28,22.65,56.65,35.48,86.78,94.93,45.43,40.6,63.42,8.81,,42.56,7.12,,26.25,-22.27,,-10.11,"1,689",1.02,-53.87,"12,057",-0.43,18.52,62
353,IIIV,"i3 Verticals, Inc.",30.17,42.74,38.58,0.5,0.83,32.03,40.57,36.44,86.28,88.03,37.13,36.19,114.29,100.06,,,,,,,,-75.71,33,0.0,-25.0,725,-0.68,-0.28,9
222,NEO,NeoGames S.A.,7.48,81.53,96.9,0.5,0.19,40.89,107.12,66.58,86.28,93.39,92.99,81.89,106.24,38.53,,76.51,2.23,,51.48,-14.7,,-9.34,"3,721",21.05,19.68,"26,982",-1.29,-0.0,47
70,SEDG,"SolarEdge Technologies, Inc.",29.42,84.27,126.18,0.5,-0.19,65.61,136.31,98.08,85.79,91.73,116.01,115.29,101.53,-4.97,,96.82,-0.56,,95.4,-0.04,,24.65,"10,873",-11.36,-30.71,"365,965",0.4,2.25,269
192,MODG,Topgolf Callaway Brands Corp.,9.27,76.42,70.35,0.5,0.82,30.85,78.0,53.68,85.29,92.51,67.71,63.05,68.56,4.6,,,,,70.37,3.32,,1.79,494,-44.37,-18.08,"42,039",0.42,1.82,33
182,WIX,Wix.com Ltd.,164.04,59.41,51.84,0.5,5.11,27.62,54.89,43.15,84.79,87.82,49.45,47.69,67.82,17.05,,59.72,6.77,,47.65,-7.16,,-15.97,"6,474",-8.7,-11.8,"49,662",2.19,39.39,219
120,CHGG,"Chegg, Inc.",1.65,108.03,110.42,0.5,1.86,39.21,122.32,87.94,84.79,84.97,112.28,105.73,132.36,-5.88,,134.58,0.87,,128.24,1.96,,-21.94,"13,670",0.43,138.61,"126,593",0.07,9.2,48
136,DOCN,"DigitalOcean Holdings, Inc.",34.19,96.75,68.38,0.5,0.64,43.33,78.93,55.53,84.29,92.12,67.2,63.1,66.56,16.24,,70.74,10.89,,60.8,5.62,,1.82,"5,125",5.56,33.12,"98,951",1.99,4.37,130
79,CFLT,"Confluent, Inc.",20.01,125.03,82.06,0.5,1.25,45.6,112.52,68.66,84.29,78.4,79.54,72.67,62.05,-1.47,,,,,62.8,-2.6,,20.01,"18,389",-6.18,21.13,"344,545",-0.29,2.44,217
337,NSIT,"Insight Enterprises, Inc.",125.68,66.45,42.32,0.5,0.33,20.35,46.38,33.3,84.04,90.42,38.43,38.41,49.63,-2.35,,62.2,7.89,,38.78,8.56,,-7.31,685,0.0,1.18,"1,428",0.0,91.16,19
167,BOX,"Box, Inc.",32.7,23.89,32.15,0.5,1.53,22.03,35.14,28.63,83.29,83.88,29.02,27.72,37.23,6.78,,34.0,6.37,,29.33,-9.73,,-5.08,"2,385",-21.88,-55.61,"63,812",-1.24,3.62,112
8,LCID,"Lucid Group, Inc.",19.44,69.96,82.41,0.5,3.8,64.68,86.69,77.98,81.3,82.42,79.95,77.97,88.99,-11.84,,96.74,1.01,,67.09,0.38,,-6.59,"137,421",12.83,43.15,"3,085,409",0.63,-1.64,259
145,CYTK,"Cytokinetics, Incorporated",52.0,108.77,72.96,0.5,0.97,33.67,120.93,62.82,80.3,64.29,66.31,59.63,73.9,-6.48,,,,,54.07,16.19,,-0.94,"3,035",8.08,-35.01,"91,776",0.14,5.62,92
57,PEP,"PepsiCo, Inc.",142.66,21.19,23.49,0.5,0.11,14.34,25.59,18.88,80.3,90.32,23.97,21.76,25.97,-2.06,,,,,25.98,6.78,,-2.47,"27,209",-4.38,-91.8,"515,749",1.27,-1.13,341
338,TTGT,"TechTarget, Inc.",5.65,61.08,80.74,0.5,0.66,28.62,99.25,57.43,80.05,86.7,79.79,76.24,212.76,3.73,,117.52,3.53,,,,,-132.02,215,-8.51,-8.51,"1,425",-1.52,-1.45,11
179,TVTX,"Travere Therapeutics, Inc.",27.31,78.71,70.96,0.5,15.23,53.66,115.04,66.06,80.05,70.79,68.8,67.65,68.54,-33.22,,46.21,-44.39,,40.91,-32.45,,2.42,"3,723",-45.43,37.18,"51,475",2.95,6.17,26
237,HALO,"Halozyme Therapeutics, Inc.",75.8,18.04,58.67,0.5,-0.72,28.16,61.22,43.74,79.55,90.89,47.72,50.96,63.98,9.98,,51.47,2.75,,37.53,0.17,,-5.31,"1,249",12.52,-21.5,"19,637",0.35,2.59,52
341,LIVN,LivaNova PLC,56.52,45.1,48.03,0.5,0.39,25.47,56.23,40.86,79.05,80.01,47.32,42.55,52.65,-8.91,,64.91,-8.61,,35.29,-16.53,,-4.62,193,-20.9,-29.04,"1,272",-1.09,13.47,28
265,DVAX,Dynavax Technologies Corporation,9.72,36.87,39.19,0.5,-2.18,26.1,44.08,33.58,78.3,85.8,36.83,36.76,84.5,0.19,,93.5,5.26,,24.4,6.25,,-45.31,"3,296",-0.96,2.39,"12,132",-0.07,1.29,40
367,FARO,"FARO Technologies, Inc.",43.99,9.21,68.27,0.5,0.5,32.21,82.41,54.65,78.14,81.44,72.71,65.03,,,,,,,,,,,N/A,,,N/A,,,N/A
28,PLUG,Plug Power Inc.,1.44,61.19,117.93,0.5,-0.81,75.41,138.95,102.9,78.05,81.67,106.19,105.68,117.13,-2.47,,116.92,-3.09,,107.51,24.94,,0.8,"33,757",35.72,88.43,"1,071,885",0.52,0.54,88
137,ARRY,"Array Technologies, Inc.",8.19,99.3,93.12,0.5,2.12,54.52,96.62,79.81,77.81,83.87,89.91,91.09,89.95,8.62,,,,,,,,3.17,"2,871",94.51,0.6,"98,412",0.0,-8.49,57
277,RPAY,Repay Holdings Corporation,5.66,43.63,53.86,0.5,0.5,32.54,66.76,45.94,77.31,78.59,54.42,50.43,184.95,113.54,,64.46,13.78,,,,,-131.09,"1,954",-5.19,70.36,"9,379",0.12,103.63,10
59,KHC,Kraft Heinz Company (The),26.65,32.03,26.09,0.5,-0.82,17.27,28.16,21.96,77.06,89.31,27.06,24.83,30.57,-6.94,,,,,25.45,-2.9,,-4.49,"18,516",-55.23,-74.01,"474,241",0.84,2.3,182
313,BHR,Braemar Hotels & Resorts,2.91,74.2,63.36,0.5,0.38,45.53,73.09,58.67,76.06,73.46,58.45,55.83,105.97,7.12,,,,,,,,-42.6,167,5.03,-58.66,"3,696",-0.03,5.72,8
121,GPN,Global Payments Inc.,85.08,39.17,46.14,0.5,0.44,22.57,55.55,34.62,75.81,86.79,44.41,41.27,40.16,-3.71,,,,,38.65,5.86,,5.98,"3,694",7.76,-54.48,"121,571",-0.2,2.62,150
187,PRGS,Progress Software Corporation,42.39,31.89,34.93,0.5,0.2,18.24,40.36,29.11,75.56,84.15,36.44,34.81,54.55,1.29,,47.42,-3.13,,49.45,1.15,,-19.62,"2,494",2.51,18.26,"47,240",0.18,8.32,67
12,PCG,PG&E Corporation,15.26,33.77,30.77,0.5,2.73,16.85,35.36,24.46,75.56,83.54,33.48,30.04,51.35,-16.54,,44.7,1.65,,39.57,-9.67,,-20.58,"91,709",-90.74,-37.4,"2,702,704",-1.88,11.96,184
305,HLX,"Helix Energy Solutions Group, Inc.",6.28,41.1,49.82,0.5,1.41,32.72,63.53,44.13,74.81,74.59,53.72,49.96,79.87,6.74,,48.76,-9.52,,47.9,0.77,,-30.05,378,0.27,-14.48,"4,460",0.61,1.46,25
233,WGO,"Winnebago Industries, Inc.",34.0,47.1,47.42,0.5,1.39,28.16,59.79,41.3,74.56,73.83,52.23,49.14,70.8,10.07,,68.34,6.22,,49.86,-5.75,,-23.38,849,-31.59,11.27,"21,142",0.15,0.64,78
215,ATI,ATI Inc.,76.39,64.71,49.65,0.5,0.52,32.34,63.03,42.63,74.56,78.61,52.26,47.9,51.0,-2.69,,,,,,,,-1.35,"3,624",-0.3,7.51,"31,843",-0.39,3.7,130
200,VERI,"Veritone, Inc.",3.64,162.47,126.75,0.5,14.1,80.0,152.72,116.64,74.56,70.19,119.48,115.98,125.81,-2.3,,,,,145.79,24.37,,0.94,"8,706",-4.38,522.75,"37,730",6.33,24.14,18
246,NBR,Nabors Industries Ltd.,42.47,76.15,75.23,0.5,0.89,44.14,95.5,64.43,74.56,75.17,81.13,75.11,85.76,-8.33,,93.18,-12.17,,74.85,-17.69,,-10.53,"1,037",-10.53,-10.99,"16,284",-0.71,5.21,81
202,NOG,"Northern Oil and Gas, Inc.",25.78,50.92,47.07,0.5,1.76,24.98,67.76,41.02,74.31,66.42,56.13,51.45,63.82,5.77,,54.99,2.5,,45.29,-5.34,,-16.74,"3,304",20.41,35.3,"37,507",-0.42,1.4,150
100,RTX,RTX Corporation,155.0,15.37,27.04,0.5,2.69,11.92,34.58,22.19,74.31,75.52,28.43,26.11,29.61,-8.16,,,,,23.43,-6.84,,-2.57,"15,311",6.79,64.37,"211,574",1.29,4.25,306
352,VREX,Varex Imaging Corporation,10.96,76.1,69.75,0.5,-0.1,24.89,86.62,51.34,74.31,83.09,73.34,67.67,119.22,12.0,,114.62,3.94,,170.74,,,-49.47,213,0.0,4.93,884,0.0,-0.23,15
153,NRG,"NRG Energy, Inc.",161.21,54.01,54.42,0.5,1.87,21.36,70.82,43.52,74.06,77.16,58.96,53.76,54.12,-2.81,,53.16,2.56,,44.75,2.18,,0.29,"7,140",-36.98,34.79,"79,192",-1.04,8.57,293
324,IRWD,"Ironwood Pharmaceuticals, Inc.",1.15,98.66,110.28,0.5,-12.78,37.64,140.93,97.31,74.06,72.47,121.68,109.9,163.68,-34.37,,,,,,,,-53.41,625,54.7,117.77,"2,840",3.54,5.58,10
236,HUBS,"HubSpot, Inc.",489.18,45.23,43.46,0.5,1.88,30.29,53.04,40.27,74.06,67.74,45.78,42.93,52.65,-0.08,,54.6,-4.76,,43.44,-0.6,,-9.19,"3,799",-0.99,-10.67,"19,790",-0.38,3.47,328
273,EVH,Evotec SE,9.19,57.59,72.45,0.5,1.66,34.92,121.84,70.03,73.82,53.38,64.89,87.51,114.86,4.59,,114.95,7.78,,44.99,1.35,,-42.41,"2,086",-4.57,-5.48,"11,044",0.58,0.77,36
36,RIG,Transocean Ltd.,3.24,48.89,57.46,0.5,0.21,39.18,79.95,54.83,73.57,58.16,66.8,62.24,64.85,-5.65,,63.43,1.44,,58.12,2.01,,-7.39,"14,809",-24.52,-31.17,"842,000",0.57,1.46,137
88,BTU,Peabody Energy Corporation,18.52,49.9,54.82,0.5,-3.12,30.12,69.59,44.45,73.32,77.39,61.63,56.64,61.56,-11.16,,,,,,,,-6.74,"15,631",-37.65,14.77,"282,868",3.85,3.08,181
339,NMFC,New Mountain Finance Corporation,10.47,13.55,17.44,0.5,-0.39,8.58,29.08,15.76,73.32,58.88,23.1,21.0,85.92,3.64,,78.92,18.92,,28.39,-33.18,,-68.48,514,0.0,0.39,"1,359",-0.66,-0.51,13
266,SKIN,The Beauty Health Company,2.3,95.61,127.04,0.5,-0.25,69.0,197.22,108.76,73.07,69.71,112.31,103.77,172.28,38.75,,,,,,,,-45.24,531,-53.38,342.5,"12,071",8.9,9.61,17
342,INN,"Summit Hotel Properties, Inc.",5.63,42.35,41.78,0.5,-0.35,26.34,60.2,36.49,73.07,67.46,48.73,44.68,75.64,8.39,,39.24,-2.4,,,,,-33.87,280,0.0,0.0,"1,235",0.32,1.06,7
104,KOS,Kosmos Energy Ltd.,1.74,60.96,72.34,0.5,-3.89,37.38,98.14,62.06,73.07,68.75,81.71,78.74,98.52,-4.56,,,,,,,,-26.18,"1,995",-21.67,-43.19,"186,963",0.44,1.85,40
86,MDB,"MongoDB, Inc.",334.87,108.86,68.58,0.5,0.31,43.29,81.13,61.0,73.07,76.67,73.46,69.46,61.74,12.16,,59.55,4.29,,54.19,31.6,,6.84,"22,674",-46.92,-54.1,"297,622",1.97,-4.47,800
282,VSH,"Vishay Intertechnology, Inc.",15.29,61.26,53.61,0.5,-0.62,24.9,78.38,43.24,72.82,71.5,63.48,57.11,53.32,-1.38,,55.49,3.24,,43.82,-10.89,,0.28,393,3.97,-15.67,"8,678",0.64,1.18,30
113,STX,Seagate Technology Holdings plc,193.04,36.29,36.93,0.5,-0.28,25.67,54.69,36.27,72.82,52.76,45.57,41.41,50.14,0.55,,45.12,-1.3,,42.75,-6.67,,-13.21,"18,019",15.04,0.61,"161,071",0.79,3.81,344
286,HCAT,"Health Catalyst, Inc.",3.26,106.84,73.25,0.5,0.42,52.0,81.74,65.17,72.82,82.18,67.68,64.53,113.5,-1.35,,,,,,,,-40.25,682,-12.68,-27.52,"7,893",1.17,1.37,11
44,MRK,"Merck & Co., Inc.",84.03,23.7,28.0,0.5,-1.06,15.39,34.66,24.09,72.82,74.62,29.82,27.23,34.17,0.03,,39.2,21.54,,27.72,-16.61,,-6.17,"41,888",27.17,-28.11,"724,065",1.09,4.66,370
89,MCHP,Microchip Technology Incorporated,64.74,38.2,46.74,0.5,0.47,29.67,79.08,47.55,72.82,48.13,62.87,57.21,50.44,5.21,,47.84,3.79,,44.3,2.11,,-3.7,"28,026",18.88,-28.78,"272,240",0.3,-6.1,354
268,JAZZ,Jazz Pharmaceuticals plc,126.9,33.64,34.74,0.5,0.22,24.78,43.77,31.78,72.57,69.62,36.22,34.42,68.36,4.77,,57.89,-0.82,,53.82,-41.02,,-33.62,"1,083",38.31,55.16,"11,981",1.02,3.23,111
174,CBRL,"Cracker Barrel Old Country Store, Inc.",49.17,55.09,58.08,0.5,-1.99,40.36,66.9,53.12,72.57,75.52,61.38,58.82,70.14,6.13,,56.22,-2.92,,69.09,19.08,,-12.06,"6,985",47.43,-39.23,"57,479",1.63,13.86,159
134,PR,Permian Resources Corporation,14.22,35.97,36.45,0.5,-0.55,25.09,58.71,37.24,72.57,47.34,48.23,44.38,48.52,1.06,,,,,39.45,-3.82,,-12.06,"1,579",10.81,-21.75,"101,284",0.03,1.34,80
7,AAL,"American Airlines Group, Inc.",12.82,50.15,49.22,0.5,-0.81,36.46,68.46,48.24,72.57,53.92,57.97,55.13,60.76,-7.52,,62.0,4.51,,42.69,-8.93,,-11.54,"210,005",198.06,65.54,"3,202,639",0.81,2.59,295
132,GPRE,"Green Plains, Inc.",9.68,91.13,74.38,0.5,0.14,37.7,89.19,61.91,72.32,79.88,80.54,75.57,78.29,-6.46,,76.17,-2.25,,74.49,8.78,,-3.91,"6,800",-6.75,-10.8,"101,627",2.46,8.25,68
250,EZPW,"EZCORP, Inc.",16.79,32.98,30.95,0.5,1.24,22.46,34.13,28.66,71.57,80.27,30.62,29.0,77.72,7.51,,39.49,-23.62,,10.6,-67.42,,-46.77,"1,640",-33.2,11.34,"15,008",7.4,8.91,10
240,LRN,"Stride, Inc.",158.02,52.07,40.68,0.5,2.57,22.91,62.66,38.99,70.32,54.94,37.45,48.74,59.01,4.58,,51.51,1.49,,48.45,-6.83,,-18.33,"1,346",-10.51,-19.3,"18,570",-1.7,0.58,133
163,GES,"Guess?, Inc.",16.66,74.28,60.04,0.5,-3.04,32.38,89.79,52.72,69.58,63.78,75.84,67.27,85.44,-3.97,,30.48,-24.7,,5.0,0.0,,-25.4,"8,216",-1.63,143.58,"69,235",-0.26,-6.26,56
350,CNMD,CONMED Corporation,52.81,39.98,44.16,0.5,-0.81,34.37,51.3,41.77,68.58,68.87,44.19,42.29,60.45,2.36,,46.64,-0.89,,55.45,-3.28,,-16.29,170,-1.73,-3.41,966,-2.33,0.31,27
344,ECPG,"Encore Capital Group, Inc.",43.15,35.1,48.16,0.5,2.63,24.41,73.07,44.42,68.58,60.49,57.44,50.68,119.43,-10.45,,76.15,13.25,,45.15,25.45,,-71.27,224,0.0,0.9,"1,110",-8.34,-4.8,24
116,SPOT,Spotify Technology S.A.,704.09,34.51,43.59,0.5,-0.54,26.45,54.95,40.42,68.58,65.2,48.42,44.79,48.97,2.6,,53.28,3.47,,42.57,-8.14,,-5.38,"28,859",58.77,51.89,"151,208",1.63,1.25,"1,021"
67,V,Visa Inc.,338.12,16.87,20.44,0.5,0.39,12.48,28.8,19.13,68.33,59.91,23.63,22.71,26.37,-7.4,,25.86,-2.99,,20.88,-12.73,,-5.93,"25,244",-46.08,4.13,"387,555",2.55,4.05,877
258,CYBR,CyberArk Software Ltd.,468.85,28.24,35.77,0.5,-1.08,23.47,46.63,33.4,68.33,64.07,40.52,37.99,36.88,5.35,,39.11,-2.82,,23.81,-21.16,,-1.11,"2,193",-3.65,4.23,"12,901",1.17,8.03,223
226,KPTI,Karyopharm Therapeutics Inc.,6.21,114.6,106.72,0.5,0.32,65.15,122.48,95.81,68.08,73.71,106.4,97.77,268.31,-4.38,,,,,254.99,,,-161.59,662,-27.17,-25.28,"22,124",0.97,3.03,20
42,SLB,Schlumberger Limited,36.16,29.08,30.39,0.5,-1.84,21.01,46.01,31.53,68.08,44.22,38.72,36.39,37.3,-9.76,,,,,33.65,2.7,,-6.91,"18,868",-20.1,-37.31,"763,649",1.05,2.23,229
349,PEB,Peabody Energy Corporation,11.46,41.01,39.24,0.5,0.94,27.8,59.19,39.6,68.08,48.59,48.72,45.63,73.8,3.99,,47.93,-0.94,,40.31,-18.12,,-34.56,58,0.0,-15.94,969,47.04,47.49,12
298,IDCC,"InterDigital, Inc.",298.25,45.14,32.02,0.5,2.11,20.99,42.04,31.33,67.58,54.53,37.68,35.69,54.39,15.39,,44.48,-1.68,,39.29,7.64,,-22.36,"1,127",9.63,19.26,"5,153",1.54,13.35,110
230,TWO,Two Harbors Investment Corp.,10.16,28.09,29.31,0.5,-0.37,17.59,39.39,26.1,67.58,70.31,29.94,27.68,65.45,-6.3,,48.72,-3.97,,33.98,-0.78,,-36.14,"1,732",43.26,-11.45,"21,799",-0.55,3.67,37
