Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y,Latest Open_Color,Latest Close_Color,Latest High_Color,Latest Low_Color,Open 1d (%)_Color,Open 1w (%)_Color,Close 1d (%)_Color,Close 1w (%)_Color,High 1d (%)_Color,High 1w (%)_Color,Low 1d (%)_Color,Low 1w (%)_Color,Spread 1Y_Color,Spread 3Y_Color,Spread 5Y_Color
AVGO,Broadcom Inc.,365.42,360.0,365.69,356.99,0.0,3.96,0.0,-2.59,0.0,-1.95,0.0,1.84,SENIOR_NORE,19.03,49.96,97.77,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
V,Visa Inc.,336.24,340.03,340.54,333.47,0.0,-1.86,0.0,0.56,0.0,-0.6,0.0,-0.88,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
MSTR,MicroStrategy Incorporated,329.0,335.09,335.4,324.84,0.0,-1.09,0.0,2.65,0.0,-1.35,0.0,0.9,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
PODD,Insulet Corporation,340.72,332.13,345.15,328.93,0.0,-2.84,0.0,-1.62,0.0,-1.65,0.0,-0.32,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
COIN,"Coinbase Global, Inc.",332.31,327.91,333.6,321.3,0.0,3.44,0.0,3.99,0.0,1.5,0.0,2.81,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
MDB,"MongoDB, Inc.",333.9,327.37,333.97,325.17,0.0,0.12,0.0,-2.24,0.0,-3.14,0.0,-2.41,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
IDCC,"InterDigital, Inc.",326.65,323.54,329.05,319.49,0.0,7.37,0.0,8.48,0.0,6.99,0.0,7.61,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
RCL,Royal Caribbean Cruises Ltd.,328.87,321.7,329.5,317.52,0.0,-5.17,0.0,-5.8,0.0,-5.07,0.0,-4.14,SENIOR_NORE_14,24.49,50.22,72.76,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
RCL,Royal Caribbean Cruises Ltd.,328.87,321.7,329.5,317.52,0.0,-5.17,0.0,-5.8,0.0,-5.07,0.0,-4.14,SENIOR_NORE,60.0,103.58,152.63,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
JPM,JPMorgan Chase & Co.,310.0,309.19,310.89,307.13,0.0,4.48,0.0,2.88,0.0,3.1,0.0,3.97,SENIOR_NORE,20.22,28.94,38.68,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
JPM,JPMorgan Chase & Co.,310.0,309.19,310.89,307.13,0.0,4.48,0.0,2.88,0.0,3.1,0.0,3.97,SENIOR_NORE_14,20.22,28.94,38.68,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NVMI,Nova Ltd.,300.0,302.18,304.78,298.9,0.0,8.22,0.0,8.64,0.0,9.28,0.0,9.18,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
ZS,"Zscaler, Inc.",285.65,281.96,285.65,277.07,0.0,0.47,0.0,1.14,0.0,-1.12,0.0,0.28,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
BURL,"Burlington Stores, Inc.",269.41,267.21,270.01,264.19,0.0,-4.14,0.0,-4.45,0.0,-5.1,0.0,-5.11,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",260.21,261.08,262.77,258.25,0.0,-1.12,0.0,-0.73,0.0,-1.2,0.0,-0.79,SENIOR_NORE,50.04,120.51,198.89,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",260.21,261.08,262.77,258.25,0.0,-1.12,0.0,-0.73,0.0,-1.2,0.0,-0.79,SENIOR_NORE_14,51.75,117.53,191.14,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",260.21,261.08,262.77,258.25,0.0,-1.12,0.0,-0.73,0.0,-1.2,0.0,-0.79,SENIOR_NORE,37.57,90.49,157.81,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",260.21,261.08,262.77,258.25,0.0,-1.12,0.0,-0.73,0.0,-1.2,0.0,-0.79,SENIOR_NORE_14,37.57,90.49,157.81,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
IBM,International Business Machines Corporation,256.26,257.52,257.93,254.41,0.0,-1.31,0.0,0.25,0.0,-0.83,0.0,-0.06,SENIOR_NORE,11.76,23.98,37.92,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
IBM,International Business Machines Corporation,256.26,257.52,257.93,254.41,0.0,-1.31,0.0,0.25,0.0,-0.83,0.0,-0.06,SENIOR_NORE_14,11.05,22.42,36.28,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
TTWO,"Take-Two Interactive Software, Inc.",247.54,247.73,250.96,246.72,0.0,-0.42,0.0,1.51,0.0,0.96,0.0,1.34,SENIOR_NORE_14,17.0,45.17,75.22,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,"Guidewire Software, Inc.",251.06,246.4,250.61,240.35,0.0,-2.13,0.0,-2.62,0.0,-3.24,0.0,-4.27,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
AMZN,"Amazon.com, Inc.",232.93,234.05,235.9,232.23,0.0,-1.93,0.0,1.62,0.0,-0.75,0.0,1.37,SENIOR_NORE_14,10.95,18.0,25.18,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
RH,RH,223.0,230.7,231.35,219.0,0.0,-5.55,0.0,0.77,0.0,-2.79,0.0,-3.51,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
EXPE,"Expedia Group, Inc.",227.96,224.98,228.71,222.76,0.0,4.96,0.0,4.4,0.0,4.66,0.0,4.93,SENIOR_NORE_14,10.3,29.96,55.34,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
EXPE,"Expedia Group, Inc.",227.96,224.98,228.71,222.76,0.0,4.96,0.0,4.4,0.0,4.66,0.0,4.93,SENIOR_NORE,11.21,31.44,57.43,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NET,"Cloudflare, Inc.",225.0,219.24,225.16,218.39,0.0,2.29,0.0,-1.67,0.0,-0.03,0.0,-0.51,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
ABBV,AbbVie Inc.,218.33,216.26,218.71,215.84,0.0,3.85,0.0,2.18,0.0,3.03,0.0,3.55,SENIOR_NORE_14,10.56,28.2,47.14,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),216.86,215.02,217.13,213.75,0.0,-5.55,0.0,-5.49,0.0,-5.59,0.0,-5.66,SENIOR_NORE,13.43,18.6,25.72,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),216.86,215.02,217.13,213.75,0.0,-5.55,0.0,-5.49,0.0,-5.59,0.0,-5.66,SENIOR_NORE_14,23.76,41.24,60.73,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),216.86,215.02,217.13,213.75,0.0,-5.55,0.0,-5.49,0.0,-5.59,0.0,-5.66,SENIOR_NORE_14,13.43,18.55,25.61,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),216.86,215.02,217.13,213.75,0.0,-5.55,0.0,-5.49,0.0,-5.59,0.0,-5.66,SENIOR_NORE,37.85,65.43,91.08,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
STX,Seagate Technology Holdings plc,211.3,211.13,215.17,207.66,0.0,9.48,0.0,9.37,0.0,11.03,0.0,9.35,SENIOR_NORE_14,31.05,76.64,147.13,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
STX,Seagate Technology Holdings plc,211.3,211.13,215.17,207.66,0.0,9.48,0.0,9.37,0.0,11.03,0.0,9.35,SENIOR_NORE_14,21.0,67.2,135.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
PANW,"Palo Alto Networks, Inc.",201.51,201.34,202.1,198.76,0.0,1.86,0.0,2.03,0.0,-0.3,0.0,1.56,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
GTLS,"Chart Industries, Inc.",199.8,199.4,199.93,199.13,0.0,0.12,0.0,0.13,0.0,0.17,0.0,0.21,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
ASND,Ascendis Pharma A/S,194.72,197.24,197.5,193.0,0.0,-3.12,0.0,-0.62,0.0,-2.04,0.0,-1.56,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
PI,"Impinj, Inc.",191.52,193.76,195.0,185.01,0.0,-3.13,0.0,1.98,0.0,-2.99,0.0,-2.58,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
SE,Sea Limited,189.19,189.07,191.01,187.03,0.0,-1.46,0.0,-2.06,0.0,-1.34,0.0,-1.88,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
HCI,"HCI Group, Inc.",177.78,178.12,179.62,176.24,0.0,2.27,0.0,0.0,0.0,0.83,0.0,1.51,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
WIX,Wix.com Ltd.,173.1,178.0,181.38,169.77,0.0,3.52,0.0,8.51,0.0,8.13,0.0,4.96,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NTRA,"Natera, Inc.",173.0,175.01,175.36,171.58,0.0,-1.98,0.0,3.07,0.0,-0.83,0.0,2.44,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
IRTC,"iRhythm Technologies, Inc.",175.25,174.4,175.63,173.33,0.0,-5.96,0.0,-4.2,0.0,-5.75,0.0,-4.43,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
LITE,Lumentum Holdings Inc.,168.51,170.9,171.87,167.15,0.0,5.48,0.0,3.65,0.0,2.33,0.0,5.59,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CABO,"Cable One, Inc.",166.22,170.73,170.83,165.52,0.0,2.73,0.0,7.57,0.0,5.29,0.0,5.28,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
LYV,"Live Nation Entertainment, Inc.",170.07,170.42,170.95,166.83,0.0,-0.45,0.0,-0.28,0.0,-0.62,0.0,-1.53,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
WELL,Welltower Inc.,169.01,165.21,169.15,164.93,0.0,0.1,0.0,-1.71,0.0,-0.77,0.0,-1.83,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
NRG,"NRG Energy, Inc.",166.62,164.22,167.24,162.27,0.0,7.53,0.0,1.87,0.0,3.07,0.0,4.75,SENIOR_NORE,42.08,86.44,140.88,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NRG,"NRG Energy, Inc.",166.62,164.22,167.24,162.27,0.0,7.53,0.0,1.87,0.0,3.07,0.0,4.75,SENIOR_NORE_14,46.89,93.52,134.31,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NRG,"NRG Energy, Inc.",166.62,164.22,167.24,162.27,0.0,7.53,0.0,1.87,0.0,3.07,0.0,4.75,SENIOR_NORE_14,35.14,66.69,98.4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
BABA,Alibaba Group Holding Limited,158.36,162.21,163.0,157.6,0.0,8.9,0.0,12.7,0.0,11.71,0.0,10.03,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
AMD,"Advanced Micro Devices, Inc.",161.37,160.46,161.94,159.22,0.0,-1.38,0.0,0.58,0.0,-1.57,0.0,0.77,SENIOR_NORE_14,12.76,24.48,35.93,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
AMD,"Advanced Micro Devices, Inc.",161.37,160.46,161.94,159.22,0.0,-1.38,0.0,0.58,0.0,-1.57,0.0,0.77,SENIOR_NORE,15.9,29.6,42.83,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CVX,Chevron Corporation,158.25,159.54,160.1,158.12,0.0,2.06,0.0,1.11,0.0,1.38,0.0,2.01,SENIOR_NORE_14,11.63,25.24,38.64,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CVX,Chevron Corporation,158.25,159.54,160.1,158.12,0.0,2.06,0.0,1.11,0.0,1.38,0.0,2.01,SENIOR_NORE,10.89,23.04,36.54,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
RTX,RTX Corporation,159.85,158.58,159.95,157.64,0.0,5.16,0.0,2.31,0.0,3.17,0.0,3.95,SENIOR_NORE_14,3.76,8.97,14.96,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
RTX,RTX Corporation,159.85,158.58,159.95,157.64,0.0,5.16,0.0,2.31,0.0,3.17,0.0,3.95,SENIOR_NORE,3.94,9.18,15.08,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
AEIS,"Advanced Energy Industries, Inc.",157.39,158.03,158.91,155.07,0.0,1.2,0.0,0.5,0.0,0.21,0.0,0.2,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
