Ticker,Company Name,Latest Open,Latest Close,Latest High,Latest Low,Open 1d (%),Open 1w (%),Close 1d (%),Close 1w (%),High 1d (%),High 1w (%),Low 1d (%),Low 1w (%),Debt Class,Spread 1Y,Spread 3Y,Spread 5Y,Latest Open_Color,Latest Close_Color,Latest High_Color,Latest Low_Color,Open 1d (%)_Color,Open 1w (%)_Color,Close 1d (%)_Color,Close 1w (%)_Color,High 1d (%)_Color,High 1w (%)_Color,Low 1d (%)_Color,Low 1w (%)_Color,Spread 1Y_Color,Spread 3Y_Color,Spread 5Y_Color
RCL,Royal Caribbean Cruises Ltd.,354.0,351.06,360.09,349.41,-1.99,-2.99,-0.34,-3.35,-0.74,-1.75,0.02,-2.17,SENIOR_NORE_14,24.49,50.22,72.76,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
RCL,Royal Caribbean Cruises Ltd.,354.0,351.06,360.09,349.41,-1.99,-2.99,-0.34,-3.35,-0.74,-1.75,0.02,-2.17,SENIOR_NORE,60.0,103.58,152.63,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
PODD,Insulet Corporation,349.56,349.56,350.0,345.56,1.24,3.63,0.32,2.85,0.37,2.6,0.08,2.9,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
TSLA,"Tesla, Inc.",354.69,346.4,358.44,344.84,1.92,2.15,-1.27,3.75,0.72,2.78,0.05,3.96,SENIOR_NORE_14,24.5,45.62,70.22,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
AVGO,Broadcom Inc.,342.97,345.65,354.17,341.25,-3.6,11.71,3.21,16.23,-0.61,15.36,2.97,16.21,SENIOR_NORE,19.03,49.96,97.77,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
AVGO,Broadcom Inc.,342.97,345.65,354.17,341.25,-3.6,11.71,3.21,16.23,-0.61,15.36,2.97,16.21,SENIOR_NORE_14,10.1,20.55,33.77,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
AVGO,Broadcom Inc.,342.97,345.65,354.17,341.25,-3.6,11.71,3.21,16.23,-0.61,15.36,2.97,16.21,SENIOR_NORE_14,19.02,49.92,97.76,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
V,Visa Inc.,342.34,342.3,344.38,341.0,-2.57,-2.32,-0.27,-2.69,-2.34,-2.34,0.24,-2.29,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
MSTR,MicroStrategy Incorporated,328.1,329.9,333.1,321.5,-2.0,-1.94,-1.78,-1.35,-1.22,-1.92,0.47,-3.35,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
MDB,"MongoDB, Inc.",326.25,323.29,327.18,320.65,0.37,3.76,-0.45,2.43,-1.16,1.64,-0.66,3.98,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
COIN,"Coinbase Global, Inc.",301.88,302.2,306.6,297.15,-3.81,-1.41,1.05,-0.77,-2.89,-0.53,1.57,-1.44,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
IDCC,"InterDigital, Inc.",289.37,299.91,300.14,288.28,-0.14,5.95,4.21,10.38,1.96,9.14,0.47,7.44,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
JPM,JPMorgan Chase & Co.,294.89,292.91,296.41,291.47,-2.88,-2.37,-0.5,-2.82,-2.86,-2.16,-0.96,-2.76,SENIOR_NORE,20.22,28.94,38.68,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
JPM,JPMorgan Chase & Co.,294.89,292.91,296.41,291.47,-2.88,-2.37,-0.5,-2.82,-2.86,-2.16,-0.96,-2.76,SENIOR_NORE_14,20.22,28.94,38.68,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
BURL,"Burlington Stores, Inc.",291.47,290.25,293.7,288.02,-3.27,-1.25,-0.33,-0.15,-2.88,-0.99,-0.86,2.11,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
ZS,"Zscaler, Inc.",275.18,281.6,281.76,273.73,2.06,-2.74,2.7,1.64,2.76,-1.03,2.52,-0.34,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
NVMI,Nova Ltd.,265.26,273.54,274.87,265.26,4.66,-2.9,6.98,3.87,7.16,0.62,6.59,1.74,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",255.44,263.88,264.12,251.8,-1.5,-2.92,0.91,-0.64,-0.92,-0.66,-2.8,-4.08,SENIOR_NORE_14,37.57,90.49,157.81,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",255.44,263.88,264.12,251.8,-1.5,-2.92,0.91,-0.64,-0.92,-0.66,-2.8,-4.08,SENIOR_NORE,50.04,120.51,198.89,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",255.44,263.88,264.12,251.8,-1.5,-2.92,0.91,-0.64,-0.92,-0.66,-2.8,-4.08,SENIOR_NORE,37.57,90.49,157.81,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CHTR,"Charter Communications, Inc.",255.44,263.88,264.12,251.8,-1.5,-2.92,0.91,-0.64,-0.92,-0.66,-2.8,-4.08,SENIOR_NORE_14,51.75,117.53,191.14,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
GWRE,"Guidewire Software, Inc.",261.28,261.88,264.13,259.47,-1.03,19.77,0.45,20.67,-3.11,20.83,6.62,20.68,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
IBM,International Business Machines Corporation,248.63,256.09,257.15,247.04,0.16,1.39,3.04,5.17,3.26,4.76,0.65,2.2,SENIOR_NORE_14,11.05,22.42,36.28,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
IBM,International Business Machines Corporation,248.63,256.09,257.15,247.04,0.16,1.39,3.04,5.17,3.26,4.76,0.65,2.2,SENIOR_NORE,11.76,23.98,37.92,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
TTWO,"Take-Two Interactive Software, Inc.",241.4,248.78,250.45,241.4,-0.25,3.04,3.8,6.65,3.2,6.13,1.88,3.78,SENIOR_NORE_14,17.0,45.17,75.22,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
RH,RH,252.31,240.99,253.05,237.6,1.45,10.32,-3.99,6.79,-1.54,9.69,-3.56,5.81,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
AMZN,"Amazon.com, Inc.",234.97,235.84,237.6,233.75,-0.09,1.58,1.51,2.99,0.68,2.5,0.78,2.45,SENIOR_NORE_14,10.95,18.0,25.18,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),231.7,230.95,232.2,228.09,-0.04,-1.88,0.58,-1.59,-0.01,-2.46,1.15,-2.18,SENIOR_NORE,37.85,65.43,91.08,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),231.7,230.95,232.2,228.09,-0.04,-1.88,0.58,-1.59,-0.01,-2.46,1.15,-2.18,SENIOR_NORE,13.43,18.6,25.72,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),231.7,230.95,232.2,228.09,-0.04,-1.88,0.58,-1.59,-0.01,-2.46,1.15,-2.18,SENIOR_NORE_14,13.43,18.55,25.61,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
BA,Boeing Company (The),231.7,230.95,232.2,228.09,-0.04,-1.88,0.58,-1.59,-0.01,-2.46,1.15,-2.18,SENIOR_NORE_14,23.76,41.24,60.73,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
NET,"Cloudflare, Inc.",216.7,217.92,220.99,216.23,2.16,1.99,1.63,4.41,2.92,3.06,3.73,4.97,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
EXPE,"Expedia Group, Inc.",214.87,217.2,217.78,214.04,-0.49,-0.06,1.05,1.12,-0.6,0.73,1.19,0.25,SENIOR_NORE,11.21,31.44,57.43,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
EXPE,"Expedia Group, Inc.",214.87,217.2,217.78,214.04,-0.49,-0.06,1.05,1.12,-0.6,0.73,1.19,0.25,SENIOR_NORE_14,10.3,29.96,55.34,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
ABBV,AbbVie Inc.,210.99,209.79,212.0,207.61,-0.73,1.44,-1.3,-0.29,-1.09,0.47,-1.61,-0.14,SENIOR_NORE_14,10.56,28.2,47.14,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#F87171,#F87171,#10B981,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
ASND,Ascendis Pharma A/S,203.74,205.22,208.16,202.22,3.31,4.7,-0.34,5.64,0.56,6.89,3.01,5.77,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
PI,"Impinj, Inc.",191.93,200.78,201.26,191.13,1.66,0.69,5.11,7.1,4.4,5.29,1.97,2.27,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
GTLS,"Chart Industries, Inc.",199.35,199.69,199.8,198.95,-0.01,0.46,0.12,0.17,0.16,0.21,0.05,0.28,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
PANW,"Palo Alto Networks, Inc.",195.01,197.38,197.9,194.8,0.73,1.9,1.5,3.6,0.79,2.65,1.54,2.51,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
SE,Sea Limited,193.25,190.57,195.0,189.95,0.55,3.76,-0.55,2.16,1.41,3.71,2.22,2.64,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
STX,Seagate Technology Holdings plc,189.98,189.24,191.52,187.19,2.14,10.41,0.57,13.05,1.21,10.44,2.28,12.32,SENIOR_NORE_14,21.0,67.2,135.5,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
STX,Seagate Technology Holdings plc,189.98,189.24,191.52,187.19,2.14,10.41,0.57,13.05,1.21,10.44,2.28,12.32,SENIOR_NORE_14,31.05,76.64,147.13,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
IRTC,"iRhythm Technologies, Inc.",181.84,187.07,187.32,181.22,-0.29,5.48,3.33,10.05,1.83,8.65,0.58,7.26,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
HCI,"HCI Group, Inc.",175.05,174.9,180.47,173.19,0.38,6.21,2.54,4.91,2.5,8.07,2.51,6.83,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
LYV,"Live Nation Entertainment, Inc.",163.94,169.4,169.65,163.94,0.59,-1.62,3.66,1.75,3.72,1.59,1.15,-0.99,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
WELL,Welltower Inc.,167.81,169.36,170.99,166.98,-0.33,0.19,0.92,0.64,1.42,1.44,1.61,-0.19,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
NTRA,"Natera, Inc.",166.16,167.39,168.26,165.4,-0.59,0.19,-0.37,-0.51,-0.41,-0.13,0.35,0.56,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
LRN,"Stride, Inc.",160.49,164.42,164.57,159.26,-1.18,-3.6,2.3,0.75,0.53,-1.4,1.31,-1.79,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
AEIS,"Advanced Energy Industries, Inc.",154.9,154.43,156.42,152.97,2.24,0.16,0.45,3.17,1.24,1.01,1.93,3.58,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
RTX,RTX Corporation,156.92,154.22,157.0,153.66,-1.06,-2.57,-2.09,-2.76,-1.26,-2.55,-1.22,-3.01,SENIOR_NORE_14,3.76,8.97,14.96,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
RTX,RTX Corporation,156.92,154.22,157.0,153.66,-1.06,-2.57,-2.09,-2.76,-1.26,-2.55,-1.22,-3.01,SENIOR_NORE,3.94,9.18,15.08,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
MMM,3M Company,154.61,154.0,154.98,152.0,-0.76,-1.9,-0.84,-0.98,-1.64,-2.06,-1.48,-2.14,SENIOR_NORE_14,13.71,40.99,50.84,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CVX,Chevron Corporation,153.91,154.0,155.03,152.88,-1.38,-3.63,0.22,-4.11,-1.08,-3.77,-0.4,-4.12,SENIOR_NORE_14,11.63,25.24,38.64,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
CVX,Chevron Corporation,153.91,154.0,155.03,152.88,-1.38,-3.63,0.22,-4.11,-1.08,-3.77,-0.4,-4.12,SENIOR_NORE,10.89,23.04,36.54,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
WIX,Wix.com Ltd.,150.5,153.08,159.42,147.19,0.86,9.26,-0.01,8.51,3.1,11.85,-0.8,7.52,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
MTN,"Vail Resorts, Inc.",157.61,151.75,157.93,151.65,-1.05,-3.9,-3.89,-7.36,-1.75,-4.57,-3.28,-6.96,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
AMD,"Advanced Micro Devices, Inc.",151.8,151.41,152.64,149.22,-3.39,-9.0,0.18,-6.9,-2.86,-9.45,-0.64,-7.83,SENIOR_NORE_14,12.76,24.48,35.93,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
AMD,"Advanced Micro Devices, Inc.",151.8,151.41,152.64,149.22,-3.39,-9.0,0.18,-6.9,-2.86,-9.45,-0.64,-7.83,SENIOR_NORE,15.9,29.6,42.83,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#F87171,#F87171,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF
LITE,Lumentum Holdings Inc.,150.99,149.4,152.25,148.42,1.0,10.65,-0.04,12.49,-0.01,11.05,2.93,13.14,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NRG,"NRG Energy, Inc.",148.73,147.76,149.6,144.79,-0.15,0.38,0.07,1.51,-0.43,0.7,1.34,0.58,SENIOR_NORE_14,35.14,66.69,98.4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NRG,"NRG Energy, Inc.",148.73,147.76,149.6,144.79,-0.15,0.38,0.07,1.51,-0.43,0.7,1.34,0.58,SENIOR_NORE_14,46.89,93.52,134.31,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NRG,"NRG Energy, Inc.",148.73,147.76,149.6,144.79,-0.15,0.38,0.07,1.51,-0.43,0.7,1.34,0.58,SENIOR_NORE,42.08,86.44,140.88,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
INSM,Insmed Incorporated,144.49,146.68,146.91,144.49,1.33,7.03,1.09,7.77,1.18,7.94,2.96,7.52,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
SHOP,Shopify Inc.,147.4,146.22,148.57,144.08,0.55,4.22,-0.41,3.5,0.41,3.83,-0.58,2.98,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
NICE,NICE Ltd.,142.7,142.95,143.5,141.29,2.65,-0.01,1.81,1.13,0.88,-0.14,1.63,0.18,,,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#10B981,#10B981,#F87171,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF
