Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
335,AMPH,"Amphastar Pharmaceuticals, Inc.",28.06,63.25,45.63,0.5,0.13,26.91,50.05,40.37,88.72,87.69,43.92,43.14,90.0,14.61,19.99,70.33,0.2,,43.41,-1.5,6.48,-44.37,164,-1.2,-11.83,"1,464",0.21,1.04,25
352,IIIV,"i3 Verticals, Inc.",30.31,44.04,38.89,0.5,1.99,32.03,40.57,36.46,88.72,90.77,37.09,36.4,68.56,8.45,55.07,,,,,,,-29.67,33,0.0,0.0,729,0.0,0.55,14
265,MIDD,Middleby Corporation,134.59,72.7,46.46,0.5,0.72,23.82,55.44,34.0,88.22,93.14,47.37,43.13,87.04,21.24,72.74,51.62,6.8,,33.75,-1.96,6.59,-40.58,"3,479",-0.4,-2.08,"12,573",0.06,0.24,59
269,GMED,"Globus Medical, Inc.",58.74,37.24,53.35,0.5,0.52,22.65,56.65,35.62,87.72,94.7,45.51,40.67,79.1,22.37,49.31,38.97,-1.36,,32.96,-3.21,-37.09,-25.74,"1,395",-1.34,-5.87,"12,152",0.16,1.72,63
175,TVTX,"Travere Therapeutics, Inc.",23.47,87.38,73.26,0.5,20.6,53.66,115.04,65.61,86.72,84.27,69.95,66.8,92.58,8.19,-16.58,69.04,-10.09,,52.56,-6.96,-34.65,-19.31,"3,648",110.38,-31.86,"59,115",14.18,20.73,46
195,MODG,Topgolf Callaway Brands Corp.,9.55,76.82,70.53,0.5,0.99,30.85,78.0,53.73,86.47,92.52,67.75,62.48,68.11,5.58,6.21,,,,69.15,-1.69,9.52,2.42,630,-25.53,-21.15,"42,075",0.42,0.76,36
55,ENPH,"Enphase Energy, Inc.",37.63,58.17,89.67,0.5,0.4,55.51,94.48,68.45,86.47,97.83,77.03,75.78,78.92,6.06,0.14,73.19,0.47,,70.14,0.15,0.68,10.76,"45,518",26.55,42.24,"515,442",-2.73,2.62,322
350,IART,Integra LifeSciences Holdings Corporation,15.06,54.12,67.9,0.5,-0.23,29.57,72.69,55.23,85.71,88.61,61.68,60.04,156.28,43.2,1.96,106.5,5.5,,50.81,-11.35,-51.0,-88.38,121,0.0,17.48,936,-1.16,1.74,14
137,DOCN,"DigitalOcean Holdings, Inc.",35.69,98.35,68.59,0.5,0.93,43.33,78.93,55.62,85.46,92.15,67.69,63.09,61.24,7.31,9.4,63.39,8.51,,56.96,5.68,5.63,7.35,"2,935",-39.7,-15.56,"99,921",0.52,3.87,132
72,SEDG,"SolarEdge Technologies, Inc.",28.97,84.04,125.97,0.5,0.62,65.61,136.31,98.42,85.21,91.26,115.02,114.99,106.87,3.88,-8.02,97.34,0.13,,97.86,0.86,-4.53,19.1,"16,096",18.02,-35.2,"359,658",-2.15,2.18,291
121,CHGG,"Chegg, Inc.",1.54,108.76,110.65,0.5,1.0,39.21,122.32,88.39,85.21,84.9,112.06,105.59,145.4,-1.29,5.54,132.21,-10.85,,149.95,131.94,15.63,-34.75,"5,115",-54.13,-66.33,"123,343",-2.71,-2.11,44
337,NSIT,"Insight Enterprises, Inc.",124.07,35.4,43.01,0.5,1.99,20.35,46.38,33.45,84.96,91.79,38.49,38.68,61.48,18.16,24.95,69.13,12.2,,39.5,2.37,7.44,-18.47,685,0.0,0.0,"1,431",0.21,0.21,20
76,CFLT,"Confluent, Inc.",19.24,46.04,81.96,0.5,0.4,45.6,112.52,68.37,84.46,79.18,79.27,72.66,66.57,7.21,-0.47,,,,61.78,-5.44,-15.03,15.39,"21,192",34.98,-22.16,"347,553",0.52,2.39,229
171,BOX,"Box, Inc.",32.46,24.14,32.22,0.5,1.71,22.03,35.14,28.66,83.21,84.07,29.11,27.78,47.2,17.37,44.7,33.01,-0.47,,26.61,-7.37,-0.7,-14.98,"3,223",42.93,-29.32,"64,946",0.8,3.84,111
180,WIX,Wix.com Ltd.,171.63,55.77,50.2,0.5,1.11,27.62,54.89,43.28,81.95,82.37,49.57,47.78,63.47,8.7,6.92,54.86,-1.78,,51.23,-7.04,4.99,-13.28,"15,392",71.59,24.36,"55,916",10.65,47.86,225
143,CYTK,"Cytokinetics, Incorporated",51.13,109.65,73.07,0.5,0.39,33.67,120.93,62.29,81.45,65.43,66.36,59.66,71.54,-35.95,7.28,,,,53.09,143.36,3.46,1.53,"3,047",15.29,10.96,"92,941",0.86,2.57,93
8,LCID,"Lucid Group, Inc.",19.27,70.75,82.4,0.5,0.3,64.68,86.69,78.0,80.95,82.18,78.19,77.99,91.91,3.41,-2.34,93.52,-0.61,,87.78,31.17,-7.83,-9.51,"101,977",-7.71,-15.47,"3,016,184",-2.73,0.16,299
56,PEP,"PepsiCo, Inc.",143.53,18.5,23.33,0.5,-2.43,14.34,25.59,18.92,79.2,89.21,23.88,21.78,26.54,-6.45,-0.71,,,,23.92,29.31,0.96,-3.21,"102,963",297.6,97.34,"508,444",-2.16,3.23,391
237,HALO,"Halozyme Therapeutics, Inc.",76.9,18.73,58.6,0.5,-0.3,28.16,61.22,43.85,78.95,90.48,47.77,51.01,63.72,35.74,43.24,45.57,6.84,,36.28,8.33,-2.05,-5.12,"1,677",73.96,23.04,"20,204",0.81,6.96,49
341,LIVN,LivaNova PLC,56.22,43.29,47.91,0.5,0.97,25.47,56.23,40.92,78.45,79.33,47.41,42.62,68.18,12.97,30.49,71.2,0.19,,34.36,-5.68,-8.77,-20.28,193,0.0,-36.3,"1,299",0.39,2.69,32
27,PLUG,Plug Power Inc.,1.52,61.83,116.03,0.5,-2.05,75.41,138.95,102.66,78.45,79.21,105.47,105.18,127.94,7.97,-6.93,125.57,4.01,,93.09,7.27,-26.01,-11.9,"30,209",20.39,58.79,"1,067,418",-1.07,0.95,81
267,DVAX,Dynavax Technologies Corporation,9.41,37.76,39.17,0.5,-2.44,26.1,44.08,33.66,77.94,85.4,37.04,36.77,101.38,21.49,27.77,96.64,-0.13,,32.79,27.65,53.24,-62.21,"2,830",0.93,-11.37,"12,300",0.96,2.92,39
13,PCG,PG&E Corporation,15.45,35.25,31.09,0.5,3.24,16.85,35.36,24.51,77.94,84.45,33.62,30.22,53.2,13.42,-16.53,38.38,-7.37,,39.02,-2.69,-11.39,-22.11,"53,791",-35.06,-58.5,"2,578,836",-4.8,-0.11,191
367,FARO,"FARO Technologies, Inc.",43.99,9.21,68.27,0.5,0.5,32.21,82.41,54.7,77.9,81.23,72.71,65.03,,,,,,,,,,,N/A,,,N/A,,,N/A
187,PRGS,Progress Software Corporation,41.94,32.58,35.1,0.5,0.84,18.24,40.36,29.2,77.19,84.48,36.58,34.75,89.23,51.73,74.46,63.92,26.83,,27.32,-52.9,-38.67,-54.13,"2,505",-2.0,-39.38,"48,021",1.21,7.4,45
274,RPAY,Repay Holdings Corporation,5.89,44.52,53.74,0.5,0.95,32.54,66.76,46.02,76.69,77.94,54.68,50.64,146.58,17.84,9.37,59.65,2.72,,,,,-92.83,"1,047",-1.13,-73.47,"11,187",0.12,19.06,9
138,ARRY,"Array Technologies, Inc.",7.67,99.21,92.95,0.5,1.79,54.52,96.62,80.03,76.19,83.19,89.91,90.85,95.54,-4.26,5.37,,,,,,,-2.59,"2,680",-21.93,-73.3,"99,623",0.74,-6.89,59
315,BHR,Braemar Hotels & Resorts,2.97,72.83,63.15,0.5,0.35,45.53,73.09,58.6,75.69,72.88,58.42,55.86,94.53,3.08,12.29,,,,,,,-31.38,173,0.58,1.76,"3,712",0.16,1.53,9
336,TTGT,"TechTarget, Inc.",5.97,62.5,78.42,0.5,-2.54,28.62,99.25,57.6,75.19,83.85,80.06,76.42,235.91,17.52,23.21,133.07,22.12,,,,,-157.5,245,13.95,4.26,"1,455",0.41,1.89,13
351,VREX,Varex Imaging Corporation,11.3,74.51,70.06,0.5,0.35,26.13,86.62,51.68,74.94,83.13,73.57,65.95,143.78,14.7,31.11,117.01,3.89,,173.7,3.29,1.63,-73.72,213,0.0,0.0,884,0.0,0.0,13
312,IRWD,"Ironwood Pharmaceuticals, Inc.",1.31,93.4,110.75,0.5,-0.04,37.64,140.93,97.95,74.69,72.87,120.24,109.66,170.18,12.42,-9.85,,,,,,,-59.43,"1,149",0.26,264.76,"3,869",25.09,42.09,11
232,WGO,"Winnebago Industries, Inc.",33.87,47.39,47.89,0.5,2.31,28.16,59.79,41.42,74.44,74.99,52.43,49.4,74.2,10.75,13.43,60.79,-5.48,,44.84,-16.27,-4.69,-26.31,"1,083",26.08,20.33,"21,247",0.08,1.92,84
194,VERI,"Veritone, Inc.",3.73,162.68,126.96,0.5,14.23,80.0,152.72,116.85,74.44,70.2,119.55,116.09,129.98,-1.47,8.21,,,,122.98,-1.14,6.03,-3.02,"3,603",-67.17,194.36,"42,187",-0.69,35.71,17
263,SKIN,The Beauty Health Company,2.53,93.84,127.19,0.5,-0.88,69.0,197.22,108.02,73.68,71.04,112.58,103.47,141.3,0.29,2.79,,,,,,,-14.11,"1,540",174.02,1032.35,"12,834",3.66,16.5,17
102,RTX,RTX Corporation,155.85,16.27,26.95,0.5,1.35,11.92,34.58,22.22,73.43,74.92,28.51,26.09,32.85,15.78,8.69,,,,24.49,5.81,-3.34,-5.89,"10,658",-26.53,-22.84,"206,037",-1.89,3.16,340
44,MRK,"Merck & Co., Inc.",82.81,21.12,28.28,0.5,0.37,15.39,34.66,24.18,73.43,75.69,29.95,27.33,34.55,-0.62,2.9,34.98,1.7,,33.1,31.57,23.34,-6.27,"43,907",-59.27,40.0,"722,579",-1.98,2.77,409
151,NRG,"NRG Energy, Inc.",164.84,54.45,54.17,0.5,1.5,21.36,70.82,43.78,73.18,76.23,59.2,53.94,52.18,-1.69,-3.36,46.66,-6.0,,46.47,-0.32,10.07,1.99,"9,818",-27.06,2.66,"83,269",2.85,20.5,301
307,HLX,"Helix Energy Solutions Group, Inc.",6.22,37.87,48.82,0.5,-1.15,32.72,63.53,44.24,73.18,70.33,53.76,49.81,106.41,16.29,52.56,58.71,13.87,,53.65,4.49,17.21,-57.59,473,26.81,25.13,"4,578",2.19,4.26,24
60,KHC,Kraft Heinz Company (The),26.13,30.56,25.79,0.5,-1.56,17.27,28.16,22.01,73.18,87.22,27.05,24.82,31.92,0.87,-10.48,,,,27.52,11.36,57.64,-6.13,"60,352",180.63,62.1,"459,727",-3.12,3.14,185
213,ATI,ATI Inc.,76.14,27.23,49.4,0.5,0.08,32.34,63.03,42.74,72.93,77.37,52.27,47.87,53.99,1.03,6.71,,,,,,,-4.6,"3,025",-6.23,-6.69,"32,077",0.31,2.78,141
176,CBRL,"Cracker Barrel Old Country Store, Inc.",51.17,58.41,58.59,0.5,1.24,40.36,66.9,53.25,72.93,77.29,61.75,59.02,74.89,5.89,17.4,56.62,-0.53,,58.66,10.34,10.59,-16.3,"12,011",173.85,114.56,"58,171",0.71,7.78,175
247,NBR,Nabors Industries Ltd.,42.36,76.06,72.94,0.5,-1.88,44.14,95.5,64.62,72.93,69.98,81.06,75.01,85.57,-3.06,-1.7,98.09,-3.8,,77.09,7.73,3.06,-12.63,"1,247",22.02,26.47,"16,408",0.28,4.8,81
122,GPN,Global Payments Inc.,85.35,38.77,34.27,0.5,-25.25,22.57,55.55,34.7,72.93,48.32,44.48,41.29,43.65,0.73,11.56,,,,38.39,13.04,-5.14,-9.39,"3,357",2.85,-6.59,"122,013",0.07,0.72,152
202,NOG,"Northern Oil and Gas, Inc.",25.44,50.25,45.75,0.5,-1.79,24.98,67.76,41.14,72.43,62.65,56.08,51.42,68.51,16.18,17.69,54.16,2.95,,36.65,-15.51,-19.99,-22.76,"3,158",-11.44,9.73,"38,356",0.41,3.86,144
343,INN,"Summit Hotel Properties, Inc.",5.73,41.13,41.73,0.5,-0.44,26.34,60.2,36.53,72.43,67.14,48.74,44.7,137.25,32.44,112.21,46.89,2.56,,,,,-95.52,283,1.07,1.07,"1,232",0.08,-0.24,4
338,NMFC,New Mountain Finance Corporation,10.47,13.6,16.71,0.5,-4.14,8.58,29.08,15.81,72.43,54.77,23.07,21.0,84.68,1.7,5.36,41.58,-31.61,,6.94,-75.99,-75.03,-67.97,703,27.12,37.3,"1,413",3.29,4.05,15
283,VSH,"Vishay Intertechnology, Inc.",15.25,60.89,53.46,0.5,-0.58,25.75,78.38,43.47,72.43,70.83,63.47,57.06,53.29,3.59,4.93,53.99,-1.0,,48.08,5.31,9.54,0.17,454,4.85,15.23,"8,656",0.34,-0.24,29
272,EVH,Evotec SE,9.02,56.06,71.96,0.5,1.12,34.92,121.84,70.32,72.43,52.3,64.75,87.57,141.48,24.7,33.15,119.85,6.54,,,,,-69.52,"2,359",0.21,15.47,"11,558",2.98,6.63,36
88,BTU,Peabody Energy Corporation,18.41,46.51,53.88,0.5,-1.54,30.12,69.59,44.61,72.18,74.93,61.4,56.62,75.98,17.34,20.18,,,,,,,-22.1,"64,180",505.87,402.27,"274,941",-3.34,3.65,197
104,KOS,Kosmos Energy Ltd.,1.67,59.93,71.55,0.5,-0.06,37.38,98.14,62.31,72.18,67.0,81.71,78.56,119.69,4.81,28.95,,,,,,,-48.14,"2,088",8.81,-7.69,"188,098",0.44,1.33,43
37,RIG,Transocean Ltd.,3.3,47.83,55.75,0.5,-2.41,39.8,79.95,54.99,72.18,52.37,66.78,61.97,61.21,-4.0,-3.6,62.06,-12.46,,62.02,9.42,3.5,-5.47,"22,899",33.43,12.49,"839,817",-0.46,0.8,128
90,MCHP,Microchip Technology Incorporated,64.7,36.63,46.66,0.5,0.02,29.67,79.08,47.71,71.93,47.56,62.87,57.19,57.94,23.76,23.34,46.23,-0.12,,47.68,13.61,4.9,-11.29,"23,168",-13.81,-13.77,"267,215",-2.23,-0.75,337
87,MDB,"MongoDB, Inc.",330.1,108.55,68.04,0.5,-0.21,43.29,81.13,61.16,71.93,74.63,73.37,69.43,86.3,35.81,44.05,69.93,16.61,,51.81,19.54,-4.64,-18.26,"30,708",16.91,6.21,"281,816",-6.34,0.44,838
135,PR,Permian Resources Corporation,13.7,36.56,35.63,0.5,-2.36,25.09,58.71,37.26,71.93,44.47,48.33,44.42,65.74,14.59,42.07,,,,43.86,62.8,22.99,-30.12,"9,921",778.74,575.82,"102,114",0.33,1.32,84
113,STX,Seagate Technology Holdings plc,195.99,30.27,36.3,0.5,-1.53,25.79,54.69,36.38,71.93,49.68,45.22,41.32,54.79,18.87,28.15,48.62,5.15,,46.48,10.04,2.51,-18.49,"30,150",79.41,81.39,"160,142",-2.29,3.94,380
266,JAZZ,Jazz Pharmaceuticals plc,126.16,33.93,34.63,0.5,0.28,24.78,43.77,31.8,71.68,68.81,36.3,34.48,80.72,14.22,33.21,57.44,-1.96,,54.11,-40.36,5.75,-46.08,"1,232",-6.1,88.96,"12,357",-2.05,5.55,110
134,GPRE,"Green Plains, Inc.",9.63,90.65,74.01,0.5,-1.26,37.7,89.19,62.14,71.68,78.8,80.07,74.77,77.39,-6.66,-5.35,73.07,-3.25,,75.08,4.29,1.52,-3.38,"4,319",-3.51,-13.2,"102,738",0.83,8.63,70
7,AAL,"American Airlines Group, Inc.",12.91,50.19,48.71,0.5,-1.86,36.46,68.46,48.31,71.43,51.6,57.94,54.97,56.73,1.77,5.74,62.67,6.5,,48.12,0.74,14.18,-8.03,"195,085",74.48,41.9,"3,142,250",-4.28,2.2,314
238,HUBS,"HubSpot, Inc.",491.48,44.37,43.12,0.5,-0.74,30.29,53.04,40.32,71.18,65.68,45.74,42.97,55.66,11.01,7.1,55.48,2.56,,46.06,13.83,0.77,-12.54,"3,751",0.11,-18.28,"20,095",0.36,4.9,332
289,HCAT,"Health Catalyst, Inc.",3.13,105.83,72.51,0.5,-0.46,52.0,81.74,65.22,71.18,79.63,67.58,64.33,146.41,7.9,49.14,,,,,,,-73.9,653,-4.25,-16.07,"7,942",0.63,1.34,7
248,EZPW,"EZCORP, Inc.",17.04,26.74,30.92,0.5,0.64,22.46,34.13,28.66,70.68,79.96,30.65,28.83,81.57,4.55,22.55,46.83,-18.6,,35.13,7.06,4.39,-50.64,"2,526",1.98,66.29,"16,373",7.23,17.85,22
239,LRN,"Stride, Inc.",158.36,52.5,40.72,0.5,2.25,22.91,62.66,39.06,69.92,54.83,37.55,48.77,77.05,48.34,51.92,61.66,28.83,,54.58,33.11,16.49,-36.33,"10,086",646.01,560.08,"19,098",0.4,4.64,138
354,PEB,Peabody Energy Corporation,11.68,38.86,39.4,0.5,0.97,27.8,59.19,39.6,69.42,49.24,48.85,45.73,94.49,17.95,29.34,50.75,7.69,,40.45,-3.59,-27.37,-55.09,116,-0.85,90.16,628,-4.85,-35.12,11
165,GES,"Guess?, Inc.",16.68,73.82,58.92,0.5,-4.29,32.38,89.79,52.9,68.92,61.41,75.81,67.25,106.68,19.44,23.82,36.75,-0.55,,5.0,0.0,,-47.76,"7,844",-0.9,137.41,"69,240",-0.0,-6.27,57
349,CNMD,CONMED Corporation,52.9,40.67,44.3,0.5,-0.59,34.37,51.3,41.79,68.42,69.64,44.3,42.27,72.32,14.3,22.97,48.99,0.07,,53.81,-3.07,-10.1,-28.03,173,0.0,-6.49,972,0.31,0.41,29
300,IDCC,"InterDigital, Inc.",322.87,40.59,33.3,0.5,4.37,20.99,42.04,31.43,68.42,62.14,38.94,36.6,56.05,-14.75,18.31,44.87,-11.88,,39.42,-3.04,14.32,-22.75,"1,089",-18.49,-1.63,"5,478",6.14,7.52,129
229,TWO,Two Harbors Investment Corp.,10.05,27.29,29.2,0.5,-0.48,17.59,39.39,26.0,67.92,70.65,29.73,27.69,83.03,26.68,21.51,54.43,7.02,,16.97,-40.59,-49.47,-53.83,"1,451",7.56,32.15,"22,083",1.01,1.13,37
342,ECPG,"Encore Capital Group, Inc.",44.21,35.07,48.12,0.5,0.84,24.41,73.07,44.51,67.92,60.12,57.51,50.71,161.06,14.45,36.67,67.8,-2.85,,40.97,-0.16,14.6,-112.94,256,15.84,29.95,"1,262",1.61,18.5,26
