Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
367,FARO,"FARO Technologies, Inc.",43.99,9.21,68.27,0.5,0.5,32.21,82.41,54.7,77.9,81.23,72.71,65.03,,,,,,,,,,,N/A,,,N/A,,,N/A
276,RPAY,Repay Holdings Corporation,5.66,45.94,54.14,0.5,1.71,32.54,66.76,46.04,77.75,79.04,54.85,50.78,87.93,-35.68,-31.4,57.1,-4.22,-4.76,,,,-33.79,"1,062",1.43,-73.12,"11,190",0.03,19.21,11
267,DVAX,Dynavax Technologies Corporation,9.36,37.72,38.93,0.5,-3.48,26.1,44.08,33.67,76.5,84.24,37.03,36.69,108.98,22.24,29.95,165.61,18.62,50.99,,,,-70.05,"2,985",5.48,-9.49,"12,372",0.59,2.84,47
337,TTGT,"TechTarget, Inc.",6.08,60.66,78.47,0.5,-2.29,28.62,99.25,57.65,75.75,83.85,80.11,76.45,150.44,-36.03,-27.86,77.48,-30.81,-31.32,,,,-71.97,237,-3.27,0.85,"1,475",1.37,1.94,18
139,ARRY,"Array Technologies, Inc.",7.81,96.63,92.92,0.5,0.38,54.52,96.62,80.06,75.75,83.07,89.44,89.65,93.23,-3.87,6.41,,,,,,,-0.32,"2,639",-1.53,-74.98,"99,699",0.08,-4.33,63
315,BHR,Braemar Hotels & Resorts,3.02,70.09,63.17,0.5,0.13,45.53,73.09,58.62,75.75,72.94,58.45,55.89,455.2,6.87,537.34,,,,,,,-392.03,170,-1.73,7.59,"3,715",0.08,0.98,9
226,LRN,"Stride, Inc.",139.76,64.95,45.05,0.5,13.38,22.91,62.66,39.08,75.0,66.92,40.44,50.41,87.06,2.11,62.8,62.53,1.4,22.35,55.35,1.36,17.02,-42.0,"4,051",-59.84,215.74,"25,625",34.18,35.22,145
352,VREX,Varex Imaging Corporation,11.48,74.02,70.07,0.5,0.71,26.13,86.62,51.72,75.0,83.1,73.59,65.97,159.31,24.21,40.42,122.36,17.35,-0.47,177.01,1.88,3.93,-89.24,205,-3.76,-3.76,884,0.0,0.0,16
312,IRWD,"Ironwood Pharmaceuticals, Inc.",1.28,94.16,110.79,0.5,0.93,37.64,140.93,97.99,74.75,72.9,120.17,109.46,174.89,5.1,-6.94,,,,,,,-64.1,"1,147",-0.17,270.0,"3,869",0.0,41.46,12
59,KHC,Kraft Heinz Company (The),25.63,31.01,25.9,0.5,-0.97,17.27,28.16,22.02,74.5,87.85,27.14,24.87,208.42,-5.91,572.07,,,,,,,-182.52,"27,154",-55.01,48.93,"474,732",3.26,1.98,211
192,VERI,"Veritone, Inc.",3.92,162.12,127.12,0.5,0.86,80.0,152.72,116.88,74.5,70.46,119.68,116.19,169.86,30.73,37.7,,,,129.97,5.76,3.91,-42.74,"3,891",7.99,-76.9,"42,535",0.82,34.6,21
188,PRGS,Progress Software Corporation,41.43,30.54,34.67,0.5,-0.38,18.24,40.36,29.21,74.25,82.62,36.56,34.77,143.49,-21.41,180.89,99.79,-22.27,98.74,8.32,,-82.45,-108.82,"2,427",-3.11,1.51,"48,368",0.72,3.45,74
335,NMFC,New Mountain Finance Corporation,9.92,20.57,18.65,0.5,7.54,8.58,29.08,15.82,74.25,64.7,23.92,21.67,575.05,-45.54,397.62,737.92,21.84,741.33,,,,-556.4,665,-5.41,29.88,"1,553",9.91,13.52,16
44,MRK,"Merck & Co., Inc.",81.02,21.84,28.42,0.5,1.0,15.39,34.66,24.19,74.25,76.38,30.01,27.41,173.99,0.02,409.88,303.97,4.22,832.2,,,,-145.57,"45,661",3.99,92.98,"730,114",1.04,2.51,453
234,WGO,"Winnebago Industries, Inc.",33.5,46.5,47.74,0.5,1.98,28.16,59.79,41.43,74.25,74.45,52.24,49.4,280.68,7.9,364.67,304.73,12.21,389.38,,,,-232.94,965,-10.9,-9.13,"21,304",0.27,1.54,102
86,BTU,Peabody Energy Corporation,20.04,51.89,55.38,0.5,1.44,30.12,69.59,44.63,73.75,78.21,62.2,57.26,195.13,9.86,168.72,,,,,,,-139.75,"56,119",-12.56,324.6,"311,178",13.18,15.53,206
110,STX,Seagate Technology Holdings plc,211.12,35.26,37.7,0.5,2.59,25.79,54.69,36.38,73.5,55.51,45.96,41.94,223.98,-4.48,378.78,329.11,-4.51,636.34,9.12,5.75,-77.55,-186.28,"19,701",-34.66,15.76,"169,775",6.02,7.28,488
307,HLX,"Helix Energy Solutions Group, Inc.",6.26,37.77,48.83,0.5,-1.21,32.72,63.53,44.25,73.25,70.34,53.76,49.8,77.76,-18.08,-0.55,54.8,-8.07,-0.3,47.95,-10.66,14.84,-28.93,389,-17.76,6.87,"4,688",2.4,5.82,25
172,CBRL,"Cracker Barrel Old Country Store, Inc.",52.39,57.59,58.7,0.5,1.51,40.36,66.9,53.27,73.0,77.69,61.71,59.06,191.92,-1.93,184.92,157.1,1.99,180.06,,,,-133.22,"15,161",26.23,180.92,"64,104",10.2,15.75,181
90,MCHP,Microchip Technology Incorporated,63.17,36.89,46.81,0.5,0.28,29.67,79.08,47.71,73.0,47.91,62.75,57.16,216.98,-5.68,344.21,209.53,-2.46,349.26,,,,-170.17,"22,723",-1.92,0.21,"268,464",0.47,-1.13,390
131,GOSS,"Gossamer Bio, Inc.",3.18,107.7,91.36,0.5,4.82,57.6,102.45,85.18,73.0,73.01,91.32,85.71,146.9,15.66,1.63,,,,87.4,-2.97,11.65,-55.54,"15,756",421.89,538.15,"112,778",0.96,30.3,33
249,NBR,Nabors Industries Ltd.,41.55,70.35,73.03,0.5,-1.89,44.14,95.5,64.65,73.0,70.16,81.07,75.02,86.19,2.91,-5.72,97.47,1.53,-4.27,74.66,-3.21,-17.43,-13.16,"1,093",-12.35,-33.39,"16,256",-0.93,2.96,94
273,EVH,Evotec SE,8.62,57.35,72.26,0.5,1.98,34.92,121.84,70.32,73.0,52.72,64.96,87.66,193.22,9.27,75.71,91.48,-4.19,-25.75,,,,-120.96,"2,904",23.1,40.15,"11,586",0.24,5.53,48
255,SKIN,The Beauty Health Company,2.63,93.79,126.78,0.5,-1.3,69.0,197.22,108.07,73.0,70.61,112.64,103.45,92.99,-36.96,-22.58,,,,,,,33.79,"2,952",91.69,1368.66,"14,105",9.9,27.67,18
214,ATI,ATI Inc.,77.45,27.68,49.29,0.5,-0.84,32.34,63.03,42.76,72.75,76.95,52.28,47.81,58.1,6.36,8.74,,,,,,,-8.82,"3,436",13.59,-7.71,"32,039",-0.12,1.43,148
284,VSH,"Vishay Intertechnology, Inc.",15.11,60.54,53.49,0.5,-0.59,25.75,78.38,43.5,72.5,70.85,63.48,57.05,171.27,3.5,228.08,179.21,-5.41,228.84,,,,-117.78,409,-9.91,5.96,"8,701",0.52,0.96,31
202,NOG,"Northern Oil and Gas, Inc.",24.96,37.14,45.76,0.5,-1.68,24.98,67.76,41.15,72.5,62.66,56.12,51.46,375.01,13.0,530.89,457.89,13.5,752.78,,,,-329.25,"3,375",6.87,28.08,"38,584",0.59,3.11,167
343,INN,"Summit Hotel Properties, Inc.",5.8,39.34,41.7,0.5,-0.11,26.34,60.2,36.54,72.25,67.04,48.76,44.66,343.0,-13.67,496.93,,,,,,,-301.3,283,0.0,1.07,"1,236",0.32,0.41,8
37,RIG,Transocean Ltd.,3.31,46.38,55.75,0.5,-2.33,39.8,79.95,54.99,72.25,52.37,66.75,61.86,69.86,13.96,4.56,74.97,20.82,13.38,57.37,-7.55,-5.04,-14.12,"31,278",36.59,128.44,"839,637",-0.02,0.58,144
13,PCG,PG&E Corporation,15.34,35.36,30.57,0.5,0.4,16.85,35.36,24.52,72.0,82.39,33.6,30.23,95.13,3.64,24.73,72.78,-4.8,48.22,13.6,-86.55,-72.83,-64.56,"25,595",-52.42,-87.72,"2,586,373",0.29,-3.22,204
152,NRG,"NRG Energy, Inc.",166.08,54.48,53.48,0.5,-0.05,21.36,70.82,43.81,72.0,74.71,59.17,53.89,173.25,8.65,288.31,167.12,0.47,265.05,9.93,17.52,-77.45,-119.77,"4,966",-49.42,-54.85,"84,359",1.31,14.16,354
104,KOS,Kosmos Energy Ltd.,1.69,53.86,71.53,0.5,0.17,37.38,98.14,62.34,72.0,66.95,81.67,78.54,115.13,-6.27,10.52,,,,,,,-43.59,"2,115",1.29,15.76,"188,400",0.16,1.26,42
133,PR,Permian Resources Corporation,13.24,36.35,35.95,0.5,-1.5,25.09,58.71,37.26,72.0,45.57,48.48,44.54,308.4,-21.33,499.94,,,,,,,-272.45,"6,713",-32.34,311.08,"107,779",5.55,6.63,93
8,AAL,"American Airlines Group, Inc.",12.53,49.43,48.86,0.5,-1.4,36.46,68.46,48.31,71.75,52.2,57.97,55.01,61.84,8.03,2.89,62.56,-0.17,3.67,47.79,-0.77,1.14,-12.98,"118,704",-39.15,52.14,"3,221,201",2.51,2.47,322
88,MDB,"MongoDB, Inc.",333.97,105.54,68.04,0.5,-0.29,43.29,81.13,61.18,71.75,74.59,73.36,69.42,63.91,-28.13,-2.72,60.92,-13.29,2.04,58.18,12.22,8.57,4.13,"24,746",-19.42,-14.28,"291,062",3.28,1.42,887
289,HCAT,"Health Catalyst, Inc.",3.01,105.9,72.66,0.5,0.04,52.0,81.74,65.24,71.5,80.05,67.67,64.41,132.63,13.87,37.42,,,,,,,-59.97,633,-3.06,-7.18,"7,921",-0.26,1.47,10
264,JAZZ,Jazz Pharmaceuticals plc,125.22,34.04,34.38,0.5,-0.53,24.78,43.77,31.81,71.5,67.24,36.29,34.44,63.78,4.02,0.68,55.98,1.1,-4.56,53.95,-0.36,-42.21,-29.39,975,-20.86,51.87,"12,929",4.63,9.2,114
135,GPRE,"Green Plains, Inc.",9.88,89.39,73.6,0.5,-0.66,37.7,89.19,62.17,70.0,77.94,80.06,74.77,78.55,1.46,-5.69,72.81,-0.3,-5.65,76.15,1.38,-3.66,-4.95,"4,058",-6.04,1.73,"103,900",1.13,5.31,76
350,PEB,Peabody Energy Corporation,11.59,37.33,39.42,0.5,0.98,27.8,59.19,39.6,70.0,49.33,48.86,45.74,159.56,16.79,118.06,105.68,10.31,131.92,,,,-120.14,116,0.0,100.0,938,49.36,42.34,13
245,EZPW,"EZCORP, Inc.",17.27,25.2,30.86,0.5,0.57,22.46,34.13,28.67,69.5,79.28,30.67,28.77,87.34,46.96,29.3,45.84,11.45,-7.23,35.2,0.09,6.68,-56.47,"2,378",-5.86,71.82,"17,030",4.01,22.42,26
239,HUBS,"HubSpot, Inc.",508.14,43.85,42.9,0.5,-0.36,30.29,53.04,40.33,69.25,64.48,45.93,43.08,57.11,0.53,10.66,54.58,0.23,-0.59,45.2,-1.81,0.36,-14.22,"5,176",37.99,32.14,"20,125",0.15,1.62,359
166,GES,"Guess?, Inc.",16.71,72.28,58.67,0.5,-2.54,32.38,89.79,52.91,68.75,60.94,75.8,67.25,368.07,6.67,330.94,486.43,-1.55,971.08,,,,-309.39,"7,596",-3.16,-52.88,"69,312",0.1,-5.15,64
300,IDCC,"InterDigital, Inc.",329.31,39.81,33.3,0.5,4.09,20.99,42.04,31.44,68.5,62.14,38.99,36.63,145.69,3.18,138.39,125.35,-5.84,139.54,15.73,26.19,-62.94,-112.39,"1,344",23.42,21.3,"5,611",2.43,10.52,167
349,CNMD,CONMED Corporation,51.79,40.67,44.43,0.5,1.38,34.37,51.3,41.8,68.5,70.53,44.34,42.28,182.75,10.44,217.43,139.56,3.05,175.63,,,,-138.33,172,-0.58,-6.01,972,0.0,-0.61,33
123,GPN,Global Payments Inc.,84.16,38.28,33.25,0.5,-27.48,22.57,55.55,34.7,67.5,44.39,44.5,41.31,138.48,0.24,218.0,,,,9.22,,-74.66,-105.23,"3,462",3.13,0.61,"122,146",0.11,0.31,165
260,CYBR,CyberArk Software Ltd.,475.95,23.01,34.88,0.5,-2.12,23.47,46.63,33.44,67.5,58.65,40.43,37.97,43.76,28.26,17.76,42.64,11.32,5.9,23.23,6.63,-4.61,-8.88,"1,816",1.4,-3.04,"13,205",0.49,3.69,275
42,SLB,Schlumberger Limited,34.77,26.3,30.3,0.5,0.17,21.01,46.01,31.53,67.25,43.76,38.79,36.43,193.6,2.36,411.01,,,,,,,-163.3,"20,068",-23.06,-22.74,"771,195",0.71,3.28,260
