Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts
146,DDD,3D Systems Corporation,2.1,111.42,107.02,0.62,0.15,61.21,111.2,87.33,95.26,93.11,101.41,100.19,113.97,4.4,2.09,96.99,,,,,,-6.95,"2,986",9.46,10.63,"87,981",0.81,3.79,6
319,WK,Workiva Inc.,77.18,93.16,58.44,1.57,-3.63,26.38,64.01,39.28,94.51,97.57,56.65,50.66,140.1,59.4,95.15,74.03,,,74.03,,,-81.66,292,0.0,2.1,"2,943",0.38,3.52,5
92,SABR,Sabre Corporation,1.77,131.45,88.2,0.56,-9.99,50.55,104.24,70.9,94.51,90.62,86.3,80.91,108.06,19.14,9.84,78.4,,,117.04,,,-19.86,"11,545",6.6,3.43,"235,521",0.19,1.76,9
243,HAE,Haemonetics Corporation,54.24,93.88,56.21,0.37,-2.77,25.21,59.07,34.9,94.51,99.72,50.9,46.76,42.98,0.83,-29.57,42.73,,,42.73,9.56,,13.22,"1,036",-12.65,-21.69,"16,655",-0.29,-2.08,4
367,MLAB,"Mesa Laboratories, Inc.",61.59,103.9,70.64,0.63,-2.6,44.73,74.42,54.95,94.51,99.73,63.09,60.89,,,,,,,,,,,N/A,,,N/A,,,N/A
300,ZD,"Ziff Davis, Inc.",38.27,71.76,53.1,0.34,-7.41,29.12,60.96,40.66,94.51,94.63,51.56,48.93,58.32,2.38,13.65,52.79,,,,,,-5.22,946,0.53,-47.56,"4,859",0.35,0.77,5
213,BLMN,"Bloomin' Brands, Inc.",6.91,119.13,91.39,0.49,-3.51,28.95,98.44,53.27,94.01,96.51,85.18,77.11,93.4,-5.82,7.92,67.47,,,,,,-2.01,"1,555",20.54,-9.38,"31,672",-2.21,-0.89,6
108,FLR,Fluor Corporation,40.71,98.43,64.88,0.48,-3.46,27.36,71.26,43.0,93.77,97.21,62.07,57.35,47.97,-0.89,-14.59,52.38,,,,,,16.92,"6,826",31.85,-52.27,"166,713",0.21,8.58,8
97,XRX,Xerox Holdings Corporation,3.72,86.45,77.88,0.67,-5.59,36.03,89.05,52.76,93.52,96.47,73.19,67.58,112.45,-26.4,18.46,,,,,,,-34.57,"1,665",-17.82,-17.86,"216,233",0.16,1.25,6
275,GWRE,"Guidewire Software, Inc.",255.96,57.94,43.6,0.94,24.22,22.38,46.45,34.8,93.27,90.53,42.65,41.79,49.84,34.2,21.6,57.88,,,,,,-6.25,"4,778",-29.43,609.96,"10,207",15.4,114.93,5
251,LNTH,"Lantheus Holdings, Inc.",55.07,105.32,76.13,0.71,-0.69,43.09,78.1,61.69,93.27,93.44,65.99,63.81,52.03,3.31,11.94,52.68,,,,,,24.1,"1,880",-9.53,-1.31,"14,382",2.88,8.38,7
223,RNG,"RingCentral, Inc.",31.76,85.48,54.18,0.75,-5.72,39.07,60.78,45.98,92.77,95.94,51.28,48.32,53.8,-48.73,-60.57,51.64,,,,,,0.39,"2,018",-33.6,-16.92,"25,333",-0.0,2.12,9
367,CABO,"Cable One, Inc.",162.23,66.23,108.86,0.46,-0.63,36.7,110.3,58.43,92.52,97.16,88.95,78.82,,,,,,,,,,,N/A,,,N/A,,,N/A
144,CHTR,"Charter Communications, Inc.",263.35,30.17,47.69,0.44,-3.34,28.46,52.19,40.27,92.02,94.26,42.85,42.12,43.86,-18.6,-3.02,45.47,,,,,,3.83,"21,229",23.31,8.74,"88,396",3.33,8.11,15
29,WOLF,"Wolfspeed, Inc.",1.82,130.9,285.83,2.99,2.6,69.77,308.23,144.56,91.77,97.04,244.65,223.66,301.43,6.16,1.17,246.82,,,,,,-15.6,"324,906",735.99,783.69,"1,042,218",1.87,3.41,16
280,ENOV,Enovis Corporation,31.19,45.73,53.35,0.22,-5.69,25.37,59.65,36.25,91.02,96.08,50.23,45.66,59.39,-2.73,3.93,60.73,,,60.73,7.88,0.16,-6.04,347,0.0,-22.02,"8,780",0.11,-0.31,6
90,SRPT,"Sarepta Therapeutics, Inc.",17.64,80.75,147.58,0.51,-0.99,29.38,157.81,69.96,91.02,98.44,121.69,105.28,108.52,-0.81,-4.35,177.12,,,,,,39.06,"13,023",-40.71,-18.1,"247,103",1.97,1.21,13
329,INVA,"Innovava, Inc.",20.18,29.8,23.44,0.94,-0.86,15.44,23.94,19.15,90.02,95.92,20.77,19.76,34.06,-35.16,3.75,40.13,,,40.13,43.09,37.0,-10.61,189,136.25,320.0,"2,272",1.25,2.76,4
269,MTH,Meritage Homes Corporation,79.09,41.7,41.55,1.65,-0.7,32.77,45.35,38.32,90.02,89.14,40.63,39.15,40.55,13.21,1.44,40.07,,,40.07,,,1.0,968,-8.59,-9.28,"11,233",0.87,2.8,4
53,MP,MP Materials Corp.,63.15,51.56,101.79,-0.82,-5.17,51.54,111.58,66.84,89.53,98.02,91.65,83.06,77.75,-0.94,1.31,74.91,,,72.85,,-2.11,24.04,"44,559",-27.07,-22.89,"576,858",15.14,16.69,16
336,AMPH,"Amphastar Pharmaceuticals, Inc.",29.33,63.2,45.34,-0.5,-4.31,26.91,50.05,40.36,88.53,86.53,43.87,43.01,130.46,87.54,91.04,101.98,,,101.98,,,-85.12,172,-7.53,-11.34,"1,453",0.28,0.83,4
350,IART,Integra LifeSciences Holdings Corporation,15.43,57.59,68.16,0.15,-2.86,28.83,72.69,54.81,88.28,89.16,61.8,60.31,79.06,-60.76,-16.55,93.06,,,,,,-10.9,114,10.68,29.55,932,1.3,3.56,4
259,MIDD,Middleby Corporation,138.68,72.4,46.41,0.6,-11.06,23.82,55.44,33.84,88.28,93.47,47.3,43.05,40.72,-26.56,-73.77,37.17,,,,,,5.68,"3,494",-1.66,-47.09,"12,561",0.14,-1.55,4
265,GMED,"Globus Medical, Inc.",59.08,37.01,53.34,0.5,-2.82,22.65,56.65,35.42,87.53,95.07,45.47,40.6,35.04,22.89,9.29,35.33,,,35.33,,0.16,18.3,"1,669",12.62,29.48,"12,004",0.49,18.63,4
54,ENPH,"Enphase Energy, Inc.",37.94,60.23,89.74,0.47,-1.55,55.51,94.48,68.27,87.28,98.12,78.14,75.97,90.31,9.3,18.57,74.14,,,70.98,,-1.1,-0.57,"29,426",-8.04,-5.02,"511,581",1.85,3.29,14
70,SEDG,"SolarEdge Technologies, Inc.",30.04,87.65,126.15,0.76,-5.11,65.61,136.31,97.96,86.03,91.82,116.07,115.43,117.34,-14.66,-29.92,96.04,,,100.3,,-0.45,8.81,"28,666",15.41,69.31,"358,789",1.93,0.63,12
193,MODG,Topgolf Callaway Brands Corp.,9.13,76.4,70.35,0.73,-2.84,30.85,78.0,53.64,85.54,92.6,68.13,63.14,64.78,-3.04,-15.05,67.99,,,67.99,,,5.57,751,-6.01,-23.45,"41,622",-0.32,1.35,6
306,PAR,PAR Technology Corporation,46.86,75.46,49.7,0.59,-7.98,35.93,56.66,44.58,85.54,88.32,51.13,48.27,52.0,11.65,-4.63,80.8,,,,,,-2.29,680,2.56,2.26,"4,279",1.4,2.52,7
221,NEO,NeoGames S.A.,7.86,102.09,96.61,0.45,-0.95,40.89,107.12,66.49,85.29,93.32,93.09,81.77,108.59,50.72,74.82,88.42,,,,,,-11.98,"2,986",4.04,-30.74,"27,155",1.61,5.46,5
291,SPB,"Spectrum Brands, Inc.",55.97,41.35,38.13,0.39,-5.49,21.17,42.99,30.71,85.29,92.11,36.64,33.3,41.87,-59.34,7.52,,,,,,,-3.74,779,0.0,0.26,"6,736",0.04,0.31,4
135,DOCN,"DigitalOcean Holdings, Inc.",34.32,97.11,68.39,0.65,-7.78,43.33,78.93,55.49,84.54,92.26,67.9,63.1,63.25,16.61,9.93,58.31,,,56.09,0.29,,5.14,"6,178",77.73,118.69,"96,424",0.23,2.59,8
73,CFLT,"Confluent, Inc.",19.96,125.0,82.06,0.53,-3.59,45.6,112.52,68.71,84.54,78.23,79.86,72.75,72.14,-8.67,10.35,83.86,,,,,,9.92,"15,622",-42.62,-11.09,"343,113",1.08,3.29,9
188,WIX,Wix.com Ltd.,167.04,59.28,51.76,4.26,-0.05,27.62,54.89,43.1,84.54,87.71,49.45,47.71,81.43,68.41,71.23,74.05,,,69.99,36.3,42.62,-29.67,"14,003",13.14,193.81,"43,763",15.72,23.61,7
8,LCID,"Lucid Group, Inc.",19.39,73.3,82.83,0.82,3.05,64.68,86.69,77.97,84.29,84.73,80.59,77.98,197.19,4.43,-39.82,295.95,,,,,,-114.36,"149,600",24.0,55.84,"3,040,753",0.98,-3.08,15
338,NSIT,"Insight Enterprises, Inc.",126.74,66.54,42.3,0.31,-4.48,20.35,46.38,33.25,84.04,90.48,38.56,38.44,77.38,5.18,9.63,104.07,,,42.16,-1.17,-1.43,-35.08,685,0.0,1.18,"1,428",0.0,1247.17,5
120,CHGG,"Chegg, Inc.",1.55,110.27,110.13,0.52,3.23,39.21,122.32,87.8,84.04,84.77,112.7,105.88,179.34,25.27,32.77,173.26,,,,,,-69.21,"14,111",-7.1,147.91,"126,168",0.13,13.26,6
352,IIIV,"i3 Verticals, Inc.",31.04,41.92,38.28,0.4,-1.41,32.03,40.57,36.43,83.29,84.6,36.96,36.09,53.84,45.81,55.85,,,,,,,-15.56,33,0.0,-29.79,730,0.69,1.11,4
167,BOX,"Box, Inc.",33.55,22.66,31.88,0.64,-3.96,22.03,35.14,28.62,82.79,82.1,28.86,27.62,37.94,37.05,-4.54,31.77,,,31.77,10.99,,-6.06,"3,022",-33.73,2.93,"64,703",3.45,8.55,6
264,DVAX,Dynavax Technologies Corporation,9.92,36.6,40.53,0.95,-4.73,26.1,44.08,33.55,81.8,90.9,36.78,36.75,51.96,-62.6,-60.27,50.98,,,,,,-11.42,"3,298",3.29,28.88,"12,030",0.66,29.8,5
57,PEP,"PepsiCo, Inc.",143.1,21.68,23.7,-0.92,-1.59,14.34,25.59,18.86,81.55,91.38,24.0,21.76,30.67,8.91,19.52,19.0,,,19.0,-23.42,-5.76,-6.97,"33,861",-35.1,-40.55,"504,756",2.48,1.38,14
141,CYTK,"Cytokinetics, Incorporated",51.5,109.17,72.98,0.26,-0.3,33.67,120.93,62.94,80.3,64.08,66.41,59.71,74.14,8.52,2.49,57.77,,,,,,-1.16,"2,888",5.17,-82.34,"91,184",0.63,7.0,6
58,KHC,Kraft Heinz Company (The),26.67,32.25,26.29,0.35,-2.46,17.27,28.16,21.94,80.05,90.5,27.29,24.84,28.85,-24.4,-39.46,26.32,,,26.32,50.77,,-2.57,"18,233",-51.03,-73.3,"465,497",4.43,12.2,15
337,TTGT,"TechTarget, Inc.",5.92,63.02,80.71,0.32,-3.39,28.62,99.25,57.36,80.05,86.78,79.65,76.14,128.59,-44.56,-46.16,77.37,,,,,,-47.88,235,0.0,11.9,"1,447",1.33,2.48,3
237,HALO,"Halozyme Therapeutics, Inc.",76.07,18.13,59.07,0.5,-1.62,28.16,61.22,43.7,79.8,91.57,47.94,51.05,58.58,17.31,29.13,39.98,,,36.78,,-0.77,0.48,923,-32.28,-45.16,"19,441",2.92,5.69,5
340,LIVN,LivaNova PLC,58.72,42.89,47.53,0.18,-2.91,25.47,56.23,40.84,78.8,78.44,47.45,42.37,33.84,-8.97,-13.33,38.25,,,,,,13.69,303,0.0,3.41,"1,286",1.66,17.34,5
367,FARO,"FARO Technologies, Inc.",43.99,9.21,68.27,0.5,0.5,32.21,82.41,54.64,78.2,81.49,72.71,65.03,,,,,,,,,,,N/A,,,N/A,,,N/A
271,SKIN,The Beauty Health Company,2.44,94.58,129.09,0.6,0.77,69.0,197.22,108.93,78.05,71.4,113.21,105.2,128.89,-23.05,8.61,139.38,,,,,,0.21,201,47.79,21.82,"11,048",0.29,0.32,4
26,PLUG,Plug Power Inc.,1.41,67.71,118.72,0.22,-1.08,75.41,138.95,102.94,78.05,82.76,106.81,105.83,146.1,-27.5,19.41,152.29,,,,,,-27.37,"14,309",-24.78,-28.05,"1,062,848",0.52,1.11,10
129,ARRY,"Array Technologies, Inc.",7.92,99.09,93.03,1.87,-0.67,54.52,96.62,79.74,77.56,83.82,89.86,91.07,114.29,21.17,19.74,,,,,,,-21.27,"10,546",5.06,313.73,"104,211",-2.61,-2.71,5
277,RPAY,Repay Holdings Corporation,5.96,43.66,53.5,0.48,-12.7,32.54,66.76,45.91,77.06,77.62,54.17,50.44,74.23,19.91,20.01,65.82,,,,,,-20.73,"3,951",0.13,238.27,"9,387",-0.1,103.8,3
312,BHR,Braemar Hotels & Resorts,2.91,74.4,63.4,0.75,-1.51,45.53,73.09,58.68,76.31,73.54,59.11,55.85,53.74,-43.4,-30.72,,,,,,,9.66,158,-7.06,-57.75,"3,679",0.63,3.28,3
185,PRGS,Progress Software Corporation,42.91,31.86,34.98,0.5,-2.09,18.24,40.36,29.08,76.31,84.48,36.68,34.8,56.33,0.95,23.31,50.57,,,,,,-21.35,"2,391",-42.13,22.3,"46,753",4.56,8.29,5
215,ATI,ATI Inc.,74.88,64.24,49.95,1.21,-8.8,32.34,63.03,42.6,76.06,79.69,52.27,47.97,40.63,-11.33,1.71,,,,,,,9.32,"3,723",14.84,-32.01,"31,587",1.21,8.89,8
121,GPN,Global Payments Inc.,86.91,39.0,46.08,0.52,-11.02,22.57,55.55,34.57,75.81,86.79,44.51,41.23,45.14,13.79,-1.5,34.17,,,34.17,,-14.33,0.94,"3,441",-4.26,-9.71,"121,773",0.52,8.71,9
305,HLX,"Helix Energy Solutions Group, Inc.",6.09,40.68,49.68,0.58,-10.47,32.72,63.53,44.09,74.81,74.18,53.65,50.0,115.96,60.24,107.08,57.93,,,,,,-66.28,364,-3.7,-17.83,"4,430",0.89,-1.45,4
351,VREX,Varex Imaging Corporation,11.59,73.74,69.93,0.17,-6.94,24.89,86.62,51.23,74.81,83.44,73.39,67.54,117.25,28.34,7.77,147.5,,,170.31,-0.35,2.84,-47.32,213,0.0,-7.79,884,0.0,0.91,5
214,VERI,"Veritone, Inc.",3.84,164.08,126.67,13.96,13.7,80.0,152.72,116.57,74.56,70.15,119.69,115.85,124.58,-1.91,14.39,117.74,,,,,,2.09,"16,843",1276.06,1929.28,"31,602",1.66,5.59,4
324,IRWD,"Ironwood Pharmaceuticals, Inc.",1.11,102.44,110.32,-0.42,-11.94,37.64,140.93,97.14,74.56,72.64,121.59,109.86,154.23,-14.91,1.99,99.8,,,,,,-43.91,310,-1.59,282.72,"2,735",0.44,1.75,4
232,WGO,"Winnebago Industries, Inc.",35.24,45.71,47.05,0.51,-11.81,28.16,59.79,41.26,74.56,72.65,52.49,49.11,54.95,15.63,-2.37,61.07,,,49.89,-14.97,-14.31,-7.9,"1,062",18.0,28.57,"20,981",0.65,0.29,6
101,RTX,RTX Corporation,151.75,14.13,26.86,1.02,-4.59,11.92,34.58,22.17,74.31,74.81,28.52,26.06,35.57,13.65,1.88,28.4,,,,,,-8.71,"15,571",12.74,51.7,"203,957",2.12,2.49,15
246,NBR,Nabors Industries Ltd.,40.25,76.9,74.81,0.64,-9.71,44.14,95.5,64.37,74.31,74.45,81.2,74.97,89.27,14.53,5.59,84.97,,,,,,-14.46,"1,641",66.43,74.57,"15,789",0.85,3.34,7
44,MRK,"Merck & Co., Inc.",84.61,24.16,28.28,0.37,-5.98,15.39,34.66,24.06,74.06,76.21,29.87,27.23,41.32,14.44,43.05,43.29,,,,,,-13.04,"23,661",-24.56,-9.24,"712,239",1.3,4.91,18
88,MCHP,Microchip Technology Incorporated,64.76,38.22,46.91,0.56,-26.85,29.67,79.08,47.51,73.82,48.62,63.04,57.32,56.24,15.9,1.02,44.96,,,,,,-9.33,"22,676",-15.6,-47.47,"271,540",0.85,-2.51,14
159,NRG,"NRG Energy, Inc.",152.26,51.34,53.78,0.77,-6.2,21.36,70.82,43.45,73.82,75.95,58.73,53.56,41.02,-32.25,-24.31,56.87,,,43.78,2.09,,12.76,"10,998",14.99,70.72,"73,896",6.94,5.73,14
235,HUBS,"HubSpot, Inc.",502.29,44.98,43.27,-0.38,-8.9,30.29,53.04,40.26,73.82,66.86,46.01,42.88,127.44,21.27,171.47,46.66,,,,,,-84.17,"3,917",-14.66,-4.88,"19,804",3.38,7.44,7
201,NOG,"Northern Oil and Gas, Inc.",24.76,49.11,46.78,0.41,-19.23,24.98,67.76,40.98,73.82,65.75,56.14,51.41,55.63,-6.08,4.43,62.05,,,58.83,9.57,13.01,-8.85,"2,635",-8.44,4.32,"37,419",1.33,3.06,7
89,BTU,Peabody Energy Corporation,18.5,50.83,54.88,0.27,-8.16,30.12,69.59,44.41,73.57,77.61,61.63,56.71,90.9,46.8,9.12,,,,,,,-36.02,"13,217",3.44,35.09,"269,344",1.54,-0.39,11
12,PCG,PG&E Corporation,14.97,33.42,30.6,1.62,-2.17,16.85,35.36,24.44,73.57,82.98,33.52,30.07,69.33,15.33,7.92,49.7,,,51.36,10.98,17.89,-38.73,"208,500",60.85,555.29,"2,672,330",3.51,11.12,14
341,INN,"Summit Hotel Properties, Inc.",5.59,42.52,41.96,0.1,-13.9,26.34,60.2,36.48,73.32,68.06,48.89,44.7,65.05,-11.9,51.99,40.32,,,,,,-23.1,280,0.0,0.36,"1,231",-0.32,0.65,4
281,VSH,"Vishay Intertechnology, Inc.",15.25,61.35,54.07,0.56,-17.24,24.84,78.38,43.17,73.32,72.49,63.49,57.15,37.95,-18.85,-15.99,36.13,,,,,,16.12,386,-2.03,-35.23,"8,618",-0.68,-0.07,6
36,RIG,Transocean Ltd.,3.14,48.15,57.36,0.43,-6.37,39.18,79.95,54.79,73.32,57.97,66.71,62.16,65.5,7.31,-6.16,68.09,,,,,,-8.13,"13,692",-32.74,-14.61,"834,801",0.2,1.68,16
339,NMFC,New Mountain Finance Corporation,10.5,13.56,17.43,-0.04,-25.76,8.58,29.08,15.74,73.32,58.89,23.17,21.01,151.37,108.68,219.11,122.59,,,,,,-133.95,512,0.0,0.0,"1,368",0.74,2.32,5
132,PR,Permian Resources Corporation,13.75,34.56,36.68,0.53,-19.45,25.09,58.71,37.23,73.32,48.12,48.22,44.29,43.85,8.15,13.7,45.82,,,45.82,28.63,,-7.17,"1,633",11.24,-18.35,"101,078",0.3,1.89,8
87,MDB,"MongoDB, Inc.",331.09,109.11,68.58,0.57,-6.35,43.29,81.13,60.95,73.07,76.78,73.68,69.51,74.86,38.08,26.04,59.25,,,,,,-6.28,"28,869",-0.15,-47.89,"287,000",2.29,-1.19,17
133,GPRE,"Green Plains, Inc.",10.02,90.4,74.46,-0.67,-2.81,37.7,89.19,61.83,73.07,80.15,81.17,75.51,117.92,20.69,36.36,92.79,,,,,,-43.46,"3,989",-19.84,0.08,"98,660",4.32,9.75,6
267,JAZZ,Jazz Pharmaceuticals plc,128.53,33.44,34.74,0.58,-8.4,24.78,43.77,31.77,73.07,69.72,36.19,34.42,60.36,-0.85,-18.55,113.09,,,,,,-25.62,642,-1.53,1.9,"11,840",1.14,3.36,6
104,KOS,Kosmos Energy Ltd.,1.62,56.13,71.77,0.25,-11.95,37.38,98.14,61.98,72.82,67.9,81.24,78.51,143.48,0.68,46.65,,,,,,,-71.7,"1,827",-19.23,-61.75,"186,053",0.22,2.24,5
112,STX,Seagate Technology Holdings plc,191.59,36.35,36.93,0.17,-10.91,25.67,54.69,36.24,72.82,52.86,45.75,41.52,48.56,20.14,18.73,42.77,,,,,,-11.63,"17,019",2.39,-8.65,"158,255",2.71,7.75,15
7,AAL,"American Airlines Group, Inc.",12.76,50.42,49.8,0.34,-21.85,36.46,68.46,48.22,72.82,56.29,57.98,55.13,54.31,0.62,-4.93,47.8,,,48.13,-9.36,1.07,-4.52,"78,021",-43.25,-43.36,"3,143,707",2.24,2.05,17
175,CBRL,"Cracker Barrel Old Country Store, Inc.",50.36,54.92,58.11,0.41,-5.11,40.36,66.9,53.08,72.82,75.77,61.37,58.81,67.83,21.84,16.08,55.94,,,55.94,,,-9.72,"5,397",-3.59,-27.94,"55,380",2.61,8.67,7
285,HCAT,"Health Catalyst, Inc.",3.4,106.85,73.0,0.2,-0.49,52.0,81.74,65.14,72.07,81.52,67.75,64.42,87.42,-6.35,2.12,,,,,,,-14.42,682,-12.34,-49.1,"7,806",-0.4,-1.3,4
272,EVH,Evotec SE,9.99,52.58,71.21,0.07,-0.61,34.92,121.84,69.96,71.57,51.75,64.16,87.16,81.52,-2.98,6.01,100.05,,,,,,-10.31,"2,072",1.42,-4.6,"10,979",1.29,1.45,7
238,LRN,"Stride, Inc.",166.11,49.26,39.94,0.28,-2.71,22.91,62.66,38.97,70.07,52.83,37.04,48.52,73.68,-7.59,85.86,50.9,,,52.19,1.52,9.06,-33.74,"1,283",-16.03,-53.62,"18,950",3.83,16.7,5
254,EZPW,"EZCORP, Inc.",17.05,32.88,30.84,0.38,0.35,22.46,34.13,28.66,70.07,79.23,30.73,29.11,35.81,-27.2,3.0,34.78,,,,,,-4.97,"1,384",-8.89,-26.46,"13,911",0.13,3.4,4
160,GES,"Guess?, Inc.",16.9,74.97,60.5,-1.72,-17.84,32.38,89.79,52.66,69.83,64.7,75.93,67.26,115.09,37.02,88.89,101.71,,,,,,-54.59,"16,121",387.92,363.11,"73,075",-1.08,-1.05,5
297,IDCC,"InterDigital, Inc.",305.7,44.13,32.15,0.78,-5.07,20.99,42.04,31.31,68.83,55.49,37.77,35.62,87.87,98.07,117.84,62.91,,,,,,-55.71,"1,108",0.09,1.65,"5,077",-0.35,17.04,6
342,ECPG,"Encore Capital Group, Inc.",43.82,35.37,48.15,0.89,-11.04,24.41,73.07,44.39,68.83,60.52,57.53,50.68,71.15,10.37,62.39,56.21,,,,,,-23.0,229,16.24,1.33,"1,179",10.7,13.26,4
348,CNMD,CONMED Corporation,53.98,39.36,44.04,-1.16,-8.7,34.37,51.3,41.76,68.58,68.06,44.23,42.24,65.89,-2.91,30.38,56.42,,,44.4,-2.59,,-21.85,183,-1.08,6.4,978,1.03,5.73,8
258,CYBR,CyberArk Software Ltd.,469.49,45.62,35.82,-0.37,-10.04,23.47,46.63,33.38,68.58,64.42,40.84,38.04,45.52,-16.51,14.21,41.52,,,,,,-9.7,"1,873",-20.87,7.95,"12,735",4.04,6.95,8
116,SPOT,Spotify Technology S.A.,719.16,50.06,43.53,-0.5,-6.11,26.45,54.95,40.4,68.58,65.04,48.83,44.77,58.23,12.74,37.71,82.39,,,48.28,,5.99,-14.69,"15,901",-20.44,0.64,"147,310",2.17,2.53,19
225,KPTI,Karyopharm Therapeutics Inc.,6.33,116.03,106.79,0.51,0.03,65.15,122.48,95.8,68.58,73.87,106.39,98.14,274.41,0.04,7.24,353.94,,,,,,-167.61,706,-7.95,-40.37,"21,877",1.88,2.85,4
353,PEB,Peabody Energy Corporation,11.44,41.05,39.24,0.55,-23.76,27.8,59.19,39.61,68.08,48.58,49.49,45.65,54.51,-17.6,-0.4,41.77,,,41.77,6.54,-13.53,-15.28,58,-4.92,-30.12,659,-31.92,-31.35,3
41,SLB,Schlumberger Limited,35.78,29.1,30.4,0.46,-22.54,21.01,46.01,31.53,68.08,44.25,39.01,36.4,38.85,0.61,-17.66,38.6,,,,,,-8.45,"25,974",12.27,-72.47,"746,689",0.15,0.12,14
67,V,Visa Inc.,343.99,16.5,20.37,0.56,-14.66,12.48,28.8,19.11,67.83,59.47,23.76,22.64,23.28,-0.21,-2.4,23.16,,,23.94,13.5,14.8,-2.92,"22,142",-4.61,-13.95,"374,659",1.61,3.84,19
226,TWO,Two Harbors Investment Corp.,10.25,28.82,29.42,0.26,-5.97,17.59,39.39,26.13,67.83,70.73,30.08,27.68,102.24,86.34,140.22,136.27,,,,,,-72.82,924,-15.85,-9.68,"21,866",0.14,5.14,4
79,ON,ON Semiconductor Corporation,48.62,59.42,56.26,0.53,-16.02,39.87,73.75,53.26,67.33,60.98,62.78,56.85,74.76,-33.03,24.75,,,,,,,-18.5,"19,028",63.6,27.12,"333,327",0.71,5.96,13
48,NEE,"NextEra Energy, Inc.",70.07,20.33,28.59,0.53,-4.11,22.25,37.76,28.22,66.58,54.21,30.45,28.7,36.3,19.31,28.09,28.1,,,26.94,11.18,,-7.72,"20,995",-40.36,-20.82,"637,723",1.64,2.62,14
