Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (2y)_Color,Max Realised Volatility 100d (2y)_Color,Mean Realised Volatility 100d (2y)_Color,Rvol 100d Percentile 2y (%)_Color,Rvol 100d Z-Score Percentile 2y (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Num Contracts_Color
146,DDD,3D Systems Corporation,2.1,111.42,107.02,0.62,0.15,61.21,111.2,87.33,95.26,93.11,101.41,100.19,103.31,-1.32,2.78,99.37,,,99.0,9.78,9.9,3.71,"2,986",9.46,10.63,"87,981",0.81,3.79,54,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
300,ZD,"Ziff Davis, Inc.",38.27,71.76,53.1,0.34,-7.41,29.12,60.96,40.66,94.51,94.63,51.56,48.93,69.3,4.12,4.1,63.98,,,42.78,4.33,6.42,-16.2,946,0.53,-47.56,"4,859",0.35,0.77,36,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
92,SABR,Sabre Corporation,1.77,131.45,88.2,0.56,-9.99,50.55,104.24,70.9,94.51,90.62,86.3,80.91,115.97,32.64,34.51,99.66,,,59.6,,,-27.76,"11,545",6.6,3.43,"235,521",0.19,1.76,63,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
243,HAE,Haemonetics Corporation,54.24,93.88,56.21,0.37,-2.77,25.21,59.07,34.9,94.51,99.72,50.9,46.76,57.04,5.55,12.02,45.05,,,42.73,6.18,29.72,-0.84,"1,036",-12.65,-21.69,"16,655",-0.29,-2.08,44,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF
319,WK,Workiva Inc.,77.18,93.16,58.44,1.57,-3.63,26.38,64.01,39.28,94.51,97.57,56.65,50.66,77.24,25.87,39.62,56.12,,,29.57,-23.92,-28.94,-18.8,292,0.0,2.1,"2,943",0.38,3.52,44,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
367,MLAB,"Mesa Laboratories, Inc.",61.59,103.9,70.64,0.63,-2.6,44.73,74.42,54.95,94.51,99.73,63.09,60.89,,,,,,,,,,,N/A,,,N/A,,,N/A,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
213,BLMN,"Bloomin' Brands, Inc.",6.91,119.13,91.39,0.49,-3.51,28.95,98.44,53.27,94.01,96.51,85.18,77.11,73.12,-1.22,7.99,73.5,,,60.9,3.94,4.2,18.26,"1,555",20.54,-9.38,"31,672",-2.21,-0.89,40,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF
108,FLR,Fluor Corporation,40.71,98.43,64.88,0.48,-3.46,27.36,71.26,43.0,93.77,97.21,62.07,57.35,56.62,6.35,6.27,59.31,,,52.24,-3.44,-0.32,8.26,"6,826",31.85,-52.27,"166,713",0.21,8.58,165,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
97,XRX,Xerox Holdings Corporation,3.72,86.45,77.88,0.67,-5.59,36.03,89.05,52.76,93.52,96.47,73.19,67.58,96.7,-13.6,8.29,,,,,,,-18.82,"1,665",-17.82,-17.86,"216,233",0.16,1.25,46,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
251,LNTH,"Lantheus Holdings, Inc.",55.07,105.32,76.13,0.71,-0.69,43.09,78.1,61.69,93.27,93.44,65.99,63.81,68.45,7.76,11.26,60.25,,,51.97,0.91,-0.11,7.68,"1,880",-9.53,-1.31,"14,382",2.88,8.38,169,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
275,GWRE,"Guidewire Software, Inc.",255.96,57.94,43.6,0.94,24.22,22.38,46.45,34.8,93.27,90.53,42.65,41.79,51.86,13.5,5.51,47.71,,,35.24,-1.16,-9.51,-8.26,"4,778",-29.43,609.96,"10,207",15.4,114.93,121,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
223,RNG,"RingCentral, Inc.",31.76,85.48,54.18,0.75,-5.72,39.07,60.78,45.98,92.77,95.94,51.28,48.32,51.75,-29.13,-33.71,53.73,,,40.85,-5.0,6.27,2.44,"2,018",-33.6,-16.92,"25,333",-0.0,2.12,69,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
367,CABO,"Cable One, Inc.",162.23,66.23,108.86,0.46,-0.63,36.7,110.3,58.43,92.52,97.16,88.95,78.82,,,,,,,,,,,N/A,,,N/A,,,N/A,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
144,CHTR,"Charter Communications, Inc.",263.35,30.17,47.69,0.44,-3.34,28.46,52.19,40.27,92.02,94.26,42.85,42.12,54.39,2.0,7.89,62.18,,,45.13,-4.92,10.29,-6.7,"21,229",23.31,8.74,"88,396",3.33,8.11,436,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
29,WOLF,"Wolfspeed, Inc.",1.82,130.9,285.83,2.99,2.6,69.77,308.23,144.56,91.77,97.04,244.65,223.66,248.65,12.7,5.59,267.42,,,,,,37.18,"324,906",735.99,783.69,"1,042,218",1.87,3.41,135,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
280,ENOV,Enovis Corporation,31.19,45.73,53.35,0.22,-5.69,25.37,59.65,36.25,91.02,96.08,50.23,45.66,70.52,7.96,8.59,66.43,,,59.24,-22.86,-13.24,-17.17,347,0.0,-22.02,"8,780",0.11,-0.31,33,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
90,SRPT,"Sarepta Therapeutics, Inc.",17.64,80.75,147.58,0.51,-0.99,29.38,157.81,69.96,91.02,98.44,121.69,105.28,105.88,1.39,-0.67,122.35,,,107.82,0.06,0.76,41.7,"13,023",-40.71,-18.1,"247,103",1.97,1.21,201,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
269,MTH,Meritage Homes Corporation,79.09,41.7,41.55,1.65,-0.7,32.77,45.35,38.32,90.02,89.14,40.63,39.15,49.13,10.29,17.08,47.65,,,37.57,3.18,17.9,-7.57,968,-8.59,-9.28,"11,233",0.87,2.8,58,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
329,INVA,"Innovava, Inc.",20.18,29.8,23.44,0.94,-0.86,15.44,23.94,19.15,90.02,95.92,20.77,19.76,50.54,-4.6,-16.3,43.68,,,23.53,-5.25,-19.66,-27.1,189,136.25,320.0,"2,272",1.25,2.76,18,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
53,MP,MP Materials Corp.,63.15,51.56,101.79,-0.82,-5.17,51.54,111.58,66.84,89.53,98.02,91.65,83.06,78.27,-0.82,-1.41,81.18,,,72.85,3.68,-3.44,23.52,"44,559",-27.07,-22.89,"576,858",15.14,16.69,515,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
336,AMPH,"Amphastar Pharmaceuticals, Inc.",29.33,63.2,45.34,-0.5,-4.31,26.91,50.05,40.36,88.53,86.53,43.87,43.01,94.75,26.32,33.49,69.54,,,24.47,-39.97,-41.06,-49.41,172,-7.53,-11.34,"1,453",0.28,0.83,19,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
259,MIDD,Middleby Corporation,138.68,72.4,46.41,0.6,-11.06,23.82,55.44,33.84,88.28,93.47,47.3,43.05,57.25,13.62,9.99,45.42,,,33.63,6.22,-0.54,-10.85,"3,494",-1.66,-47.09,"12,561",0.14,-1.55,63,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
350,IART,Integra LifeSciences Holdings Corporation,15.43,57.59,68.16,0.15,-2.86,28.83,72.69,54.81,88.28,89.16,61.8,60.31,105.55,-31.14,25.08,98.12,,,57.89,-44.17,-0.55,-37.38,114,10.68,29.55,932,1.3,3.56,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
265,GMED,"Globus Medical, Inc.",59.08,37.01,53.34,0.5,-2.82,22.65,56.65,35.42,87.53,95.07,45.47,40.6,56.97,7.55,25.02,42.18,,,33.12,-36.77,-10.61,-3.63,"1,669",12.62,29.48,"12,004",0.49,18.63,67,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
54,ENPH,"Enphase Energy, Inc.",37.94,60.23,89.74,0.47,-1.55,55.51,94.48,68.27,87.28,98.12,78.14,75.97,81.77,3.77,10.02,74.64,,,68.74,-1.33,-0.36,7.97,"29,426",-8.04,-5.02,"511,581",1.85,3.29,323,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
70,SEDG,"SolarEdge Technologies, Inc.",30.04,87.65,126.15,0.76,-5.11,65.61,136.31,97.96,86.03,91.82,116.07,115.43,106.73,-8.15,-1.94,100.47,,,101.2,-1.27,9.43,19.42,"28,666",15.41,69.31,"358,789",1.93,0.63,291,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
306,PAR,PAR Technology Corporation,46.86,75.46,49.7,0.59,-7.98,35.93,56.66,44.58,85.54,88.32,51.13,48.27,73.58,4.84,12.83,99.78,,,45.67,25.63,2.28,-23.87,680,2.56,2.26,"4,279",1.4,2.52,53,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
